Player,Team,O_BAPM,D_BAPM,Total_BAPM
Kajus Kublickas,Pacific,-1.25,0.8,-0.45
Denzel Hines,UC Riverside,-0.33,-0.12,-0.45
Tajae Jones,Siena,-0.24,-0.21,-0.45
Jack McCaffery,Butler,-0.26,-0.19,-0.45
Gavin Ripp,San Diego,0.05,-0.5,-0.45
James O'Donnell,Portland,-1.16,0.71,-0.45
Aaron Clark,Pepperdine,-0.07,-0.39,-0.46
Xavier Booker,UCLA,-0.86,0.4,-0.46
Derek Simpson,Saint Joseph's,-1.46,1.0,-0.46
Kahmare Holmes,Wofford,0.19,-0.65,-0.46
Gytis Nemeiksa,Hawai'i,-1.13,0.67,-0.46
Jayden Kelsey,Binghamton,-0.28,-0.18,-0.46
Hunter Caldwell,N Colorado,-0.26,-0.2,-0.46
Xavier Shegog,West Georgia,-0.87,0.41,-0.46
Anthony Robinson,Xavier,-1.97,1.51,-0.46
Emmanuel Clarton,Troy,-0.13,-0.33,-0.46
Spencer Mahoney,Temple,-0.13,-0.33,-0.46
Brock Vice,Murray St,-0.3,-0.16,-0.46
Paul Greene,UMBC,-0.25,-0.21,-0.46
Ama Sow,UT Martin,-0.2,-0.26,-0.46
Corentin Efono,SIUE,-0.58,0.12,-0.46
Israel Hart,Southern Miss,0.82,-1.28,-0.46
Jeremiah Evans,Louisiana,-1.82,1.36,-0.46
Mihailo Boškovic,BYU,0.37,-0.84,-0.47
Jackson Benigni,Binghamton,1.04,-1.51,-0.47
Justice Williams,W Michigan,0.86,-1.33,-0.47
Jack Stanton,Princeton,-0.64,0.17,-0.47
Isaac Garrett,Oakland,0.87,-1.34,-0.47
Hayden Tibbits,St Thomas (MN),0.78,-1.25,-0.47
Harry Beauchamp,C Arkansas,-0.74,0.27,-0.47
Andrew Austin,E Illinois,-0.74,0.27,-0.47
Taylor Thompson,North Florida,-0.17,-0.3,-0.47
Andrew Urosevic,Lehigh,0.31,-0.78,-0.47
Thomas Ndong,CA Baptist,-0.75,0.28,-0.47
Kiani Saxon,Wyoming,-0.56,0.08,-0.48
Alex Dupre,Portland St,-0.43,-0.05,-0.48
Finley Sheridan,Stetson,0.69,-1.17,-0.48
Noam Dovrat,Miami,-0.01,-0.47,-0.48
Elijah Parker,C Connecticut,-1.0,0.52,-0.48
Alex Massung,Penn,0.04,-0.52,-0.48
Saba Gigiberia,San Francisco,-0.45,-0.03,-0.48
Rodney Johnson Jr.,C Michigan,-0.19,-0.29,-0.48
Rolyns Aligbe,S Illinois,-0.37,-0.11,-0.48
Dylan Diaz,UL Monroe,-0.44,-0.05,-0.49
Rob Stroud,Green Bay,0.0,-0.49,-0.49
Abijah Franklin,Furman,-0.54,0.05,-0.49
Louie Semona,Western KY,-0.45,-0.04,-0.49
Malick Diallo,TCU,-0.41,-0.08,-0.49
Chid Ekwommadu,FDU,-0.19,-0.3,-0.49
Major Freeman,Charlotte,0.05,-0.54,-0.49
Justin Neely,UNC Greensboro,0.65,-1.14,-0.49
Justin Allen,Green Bay,1.19,-1.68,-0.49
Eric Mulder,Iowa State,-0.5,0.0,-0.5
Matthew Zobrist,Bradley,-0.32,-0.18,-0.5
Mekai Johnson,Saint Joseph's,-0.63,0.13,-0.5
Elijah Jones,UTEP,0.63,-1.13,-0.5
Yvens Paul,E Kentucky,-0.27,-0.23,-0.5
Ricky McKenzie,Marist,-0.48,-0.02,-0.5
Ben Eisendrath,Harvard,-0.31,-0.19,-0.5
Zach Kraft,North Dakota,-0.32,-0.18,-0.5
Damari Wheeler-Thomas,N Dakota St,0.17,-0.67,-0.5
Stevie Elam,Milwaukee,-0.13,-0.37,-0.5
TJ Nadeau,Detroit Mercy,0.62,-1.12,-0.5
Piotr Winkowski,San Diego,-0.47,-0.04,-0.51
LJ Brown,UTSA,-0.25,-0.26,-0.51
Jordy Barnes,Utah State,-0.08,-0.43,-0.51
Malik Rasul,Lafayette,-0.07,-0.44,-0.51
Isaiah Moses,E Washington,1.45,-1.96,-0.51
Baye Fall,Rutgers,-0.52,0.01,-0.51
Zarique Nutter,Fordham,-0.29,-0.22,-0.51
Cougar Downing,UMBC,-0.43,-0.08,-0.51
Ryder Frost,Notre Dame,0.15,-0.66,-0.51
Jayden Taylor,Delaware,-0.57,0.06,-0.51
Kyle Thomas,SIUE,-0.9,0.39,-0.51
Dylan Saunders,New Hampshire,-0.54,0.03,-0.51
Christian Brown,James Madison,-0.47,-0.04,-0.51
DJ Richards Jr.,McNeese,0.56,-1.07,-0.51
DaJohn Craig,Coastal,0.15,-0.66,-0.51
Tyler Houser,Delaware,-0.39,-0.12,-0.51
Zachiah Clark,Santa Barbara,-0.2,-0.31,-0.51
Cassius Bonjasky,The Citadel,-0.15,-0.36,-0.51
Cavan Reilly,Delaware,-0.3,-0.21,-0.51
Jayden Tyler,Wofford,0.55,-1.07,-0.52
Noah Bolanga,Utah Tech,0.17,-0.69,-0.52
Jayden Williams,Bucknell,-0.63,0.11,-0.52
Anthony Isaac,Manhattan,1.14,-1.66,-0.52
Dominick Harris,Loyola Chicago,-0.33,-0.19,-0.52
Devin Booker,George Mason,-0.3,-0.22,-0.52
Jacobe Whitted,Tennessee Tech,-0.23,-0.29,-0.52
Camren Hunter,C Arkansas,-0.61,0.09,-0.52
Troy Hupstead,Texas Southern,-0.2,-0.32,-0.52
Daimion Collins,South Florida,-0.64,0.12,-0.52
Kael Robinson,N Kentucky,-0.93,0.41,-0.52
Chas Stinson,Stonehill,-1.08,0.56,-0.52
Zion Stanford,Villanova,-0.1,-0.43,-0.53
Giovanni Emejuru,East Carolina,-0.4,-0.13,-0.53
Todd Brogna,Merrimack,-1.42,0.89,-0.53
Tae Blackshear,Youngstown St,-0.13,-0.4,-0.53
Rich Smith,Abilene Chrstn,-0.83,0.3,-0.53
KJ Thomas,UTEP,-0.77,0.24,-0.53
Kanye Jones,SC Upstate,-0.53,0.0,-0.53
NaVaughn Long,Portland,-0.02,-0.51,-0.53
Dailon Minor,Bethune,0.04,-0.57,-0.53
Tate Laczkowski,Army,-1.67,1.14,-0.53
Anthony Finkley,Saint Joseph's,-1.26,0.73,-0.53
Cam Carroll,Rice,-0.42,-0.11,-0.53
Jake Pike,Lehigh,0.0,-0.53,-0.53
Javon Jackson,Murray St,0.24,-0.78,-0.54
Patrick Haigh,Mount St Marys,-1.57,1.03,-0.54
Kyle Counts,St Thomas (MN),-0.25,-0.29,-0.54
Micah Thomas,N'Western St,0.47,-1.01,-0.54
Elijah Jones,Longwood,-0.59,0.05,-0.54
Simeon Murchison,Milwaukee,-0.01,-0.53,-0.54
Ivan Njegovan,Ohio State,-1.16,0.62,-0.54
Tyler Mason,Alabama St,-0.1,-0.44,-0.54
Rob Lee Jr.,Lamar,-0.14,-0.4,-0.54
Jadin Booth,Samford,0.95,-1.49,-0.54
Dayon Polk,Army,-0.16,-0.38,-0.54
Ja'Juan Carr,Elon,1.1,-1.64,-0.54
Brady Loughlin,Brown,-0.72,0.18,-0.54
Omer Hamama,Kent State,0.14,-0.68,-0.54
Gevonte Ware,Rutgers,-0.4,-0.15,-0.55
RJ Greer,Davidson,-0.04,-0.51,-0.55
Bradley Land,Radford,-0.26,-0.29,-0.55
Iker Garmendia,Elon,-0.43,-0.12,-0.55
Tyler Kropp,Northwestern,-0.36,-0.19,-0.55
Kyle Edison,SE Louisiana,-0.6,0.05,-0.55
Nick Hittle,W Illinois,-0.19,-0.36,-0.55
Amar'e Marshall,St Bonaventure,-0.61,0.06,-0.55
Landon Moore,Illinois St,0.11,-0.66,-0.55
BJ Powell,Howard,-0.28,-0.27,-0.55
Ronald Jessamy,Bakersfield,0.54,-1.1,-0.56
Tom Mark,Bakersfield,0.12,-0.68,-0.56
Ryan Cornish,USC,-0.16,-0.4,-0.56
Jeremy Lorenz,DePaul,-0.62,0.06,-0.56
Joshua Beadle,Coastal,-0.53,-0.03,-0.56
Chane Bynum,UNC Greensboro,-0.3,-0.26,-0.56
Doug Young,Prairie View,-0.31,-0.25,-0.56
Andre Henry,UC Irvine,0.25,-0.81,-0.56
LeBron Thomas,Green Bay,-0.01,-0.55,-0.56
Jayden Dawson,Kansas,-0.88,0.32,-0.56
Halon Rawlins,Fairfield,0.38,-0.95,-0.57
Tucker Tornatta,Valparaiso,-1.08,0.51,-0.57
Mihailo Petrovic,Illinois,-0.67,0.1,-0.57
Kye Dickson,UT Rio Grande,-0.31,-0.26,-0.57
Jamir McNeil,Rider,0.38,-0.95,-0.57
Churchill Abass,New Orleans,-0.32,-0.26,-0.58
Niko Bundalo,Ole Miss,-0.15,-0.43,-0.58
JJ Wheat,South Alabama,-0.87,0.29,-0.58
Victor Okojie,UMass Lowell,-1.22,0.64,-0.58
Micah Curtis,North Dakota,-0.48,-0.1,-0.58
Simon Walker,Auburn,-0.01,-0.57,-0.58
Puoch Dobuol,Southern,0.25,-0.83,-0.58
Tyler Andrews,Bethune,-1.13,0.55,-0.58
KJ Tenner,Murray St,-0.27,-0.32,-0.59
Milton Matthews III,ETSU,-0.65,0.06,-0.59
Max Jusianiec,Canisius,-0.62,0.03,-0.59
Trey Patterson,Rice,-0.16,-0.43,-0.59
Isaiah Brown,Howard,-1.43,0.84,-0.59
Tony Williams,Fairfield,-0.56,-0.03,-0.59
Isaiah Walter,UMass Lowell,-0.65,0.06,-0.59
Oleksandr Kobzystyi,Oregon,-0.12,-0.47,-0.59
Tyler Ode,Toledo,-0.27,-0.32,-0.59
KJ Swain Jr.,Saint Francis,0.04,-0.63,-0.59
Elliot Lowndes,SE Missouri,0.31,-0.9,-0.59
Trevor Hennig,Weber St,0.51,-1.1,-0.59
Jamyron Keller,Louisiana,-0.33,-0.27,-0.6
Kaseem Watson,UTEP,-0.01,-0.59,-0.6
Jamari Phillips,Oregon,-0.8,0.2,-0.6
Jeremiah Nyarko,Sacramento St,-0.44,-0.16,-0.6
Josh Fulton,Bucknell,-0.86,0.26,-0.6
Josh Reed,Drexel,-0.61,0.01,-0.6
Jayden Harris,E Kentucky,0.68,-1.28,-0.6
Joseph Scott,Abilene Chrstn,0.19,-0.79,-0.6
Moustapha Loum,N'Western St,-0.32,-0.29,-0.61
Jalil Bethea,Alabama,0.0,-0.61,-0.61
Bernie Blunt III,Mercyhurst,0.46,-1.07,-0.61
AJ Levine,Penn,-1.5,0.89,-0.61
JT Elder,E Illinois,-0.44,-0.17,-0.61
Myles Stute,South Carolina,-0.49,-0.12,-0.61
Kam Craft,Georgia Tech,0.12,-0.73,-0.61
My'kel Jenkins,Norfolk St,0.05,-0.66,-0.61
Chris Jones,Georgia St,-0.4,-0.21,-0.61
Hudson Greer,Creighton,-0.17,-0.44,-0.61
Emmanuel Stephen,UNLV,-2.09,1.48,-0.61
Al Amadou,Saint Joseph's,-0.35,-0.26,-0.61
Raysean Johnson,FDU,-0.02,-0.6,-0.62
Terrance Williams II,USC,0.21,-0.83,-0.62
Javen Colbert,Troy,-0.11,-0.51,-0.62
Drew Fuquay,Marshall,0.66,-1.28,-0.62
Evan Stinson,Stanford,-0.47,-0.15,-0.62
Tanner Davis,Utah Tech,-0.17,-0.45,-0.62
Jaden Henderson,Fullerton,0.05,-0.67,-0.62
Chase Rawlins,UC Davis,-0.87,0.24,-0.63
Jackson Mayo,Army,-0.84,0.21,-0.63
Kylan Howze,Louisiana Tech,-1.36,0.73,-0.63
Anthony Doppler,North Dakota,-0.43,-0.2,-0.63
Tobi Lawal,Virginia Tech,0.03,-0.66,-0.63
EJ Spillman,UC Riverside,-0.27,-0.36,-0.63
Weilun Zhao,San Francisco,0.16,-0.79,-0.63
Kaspar Sepp,Cornell,0.11,-0.74,-0.63
Marcus Johnson,Kansas St,-0.45,-0.18,-0.63
Cory Wells,Prairie View,-0.85,0.22,-0.63
James Brown,North Carolina,-0.46,-0.17,-0.63
Dimitri Clerc,UMass,-1.18,0.55,-0.63
Jed Miller,Montana St,-0.11,-0.52,-0.63
Chudi Dioramma,Arkansas St,-0.24,-0.39,-0.63
BJ Kolly,UC Riverside,-2.17,1.53,-0.64
Roddie Anderson III,Xavier,-0.31,-0.33,-0.64
Gus Yalden,Vermont,0.01,-0.65,-0.64
Lenard Taylor Jr.,Florida A&M,-0.48,-0.16,-0.64
Alijah Arenas,USC,-0.26,-0.38,-0.64
Simon Wheeler,Jacksonville,-0.68,0.04,-0.64
Cade Norris,Samford,0.03,-0.68,-0.65
Yohan Traore,Butler,1.13,-1.78,-0.65
Marcus Adams Jr.,Arizona St,0.03,-0.68,-0.65
Tim Oboh,Buffalo,-0.75,0.1,-0.65
Madiba Owona,Utah Tech,-0.13,-0.52,-0.65
Ladji Kante,N Illinois,-0.35,-0.3,-0.65
Rex Sunderland,Stonehill,-1.69,1.04,-0.65
Sam Hughes,Boston U,0.57,-1.22,-0.65
Jalen Myers,Hawai'i,-0.15,-0.5,-0.65
Zion Obanla,MD Eastern,-0.36,-0.29,-0.65
Nic Codie,Texas,0.92,-1.58,-0.66
Josh Smith,West Georgia,0.28,-0.94,-0.66
Nolan Groves,Texas Tech,0.12,-0.78,-0.66
Shelton Williams-Dryden,West Georgia,0.66,-1.32,-0.66
Seth Joba,Idaho,-0.76,0.1,-0.66
Kheni Briggs,New Haven,-0.5,-0.16,-0.66
EJ Walker,South Carolina,-0.92,0.26,-0.66
Jaxson Ford,Sam Houston,-1.19,0.53,-0.66
EJ Horton,North Texas,-0.26,-0.4,-0.66
Trae Taylor,Montana,-1.5,0.84,-0.66
Jimmy Oladokun Jr.,Rice,-0.08,-0.58,-0.66
Trevin Jirak,Iowa,0.14,-0.8,-0.66
Jayden Jackson,CA Baptist,-1.37,0.71,-0.66
Tye Dorset,Merrimack,-0.67,0.0,-0.67
Josh Pascarelli,Colorado St,-0.5,-0.17,-0.67
Maximus Gizzi,Minnesota,-0.49,-0.18,-0.67
Mathok Majok,New Orleans,-0.1,-0.57,-0.67
Ian Inman,Colorado,0.02,-0.69,-0.67
Lucius Gibson-Savadel,Sacred Heart,-0.85,0.18,-0.67
Fredy-Salam Sylla,Arkansas St,-0.06,-0.61,-0.67
Tylan Lewis,Abilene Chrstn,-0.54,-0.13,-0.67
Jaylen Benard,Longwood,-0.51,-0.16,-0.67
Leo Torbor,Texas A&M-CC,-1.36,0.69,-0.67
Luke Johnson,Oregon,0.48,-1.15,-0.67
Bodey Howell,Rice,-0.69,0.02,-0.67
Petar Pinter,Northeastern,-0.27,-0.4,-0.67
Noah Feddersen,N Dakota St,-0.73,0.06,-0.67
Will Jeffress,Louisiana Tech,-1.27,0.59,-0.68
Daniel Hankins-Sanford,UMass,0.22,-0.9,-0.68
Trey Weiand,Saint Francis,-0.37,-0.31,-0.68
Terren Frank,Campbell,-0.1,-0.58,-0.68
Leland Walker,Wyoming,0.45,-1.13,-0.68
Aidan Losiewicz,New Haven,-0.56,-0.13,-0.69
Cole Franklin,North Texas,-0.52,-0.17,-0.69
Javon Ruffin,Bowling Green,-0.49,-0.2,-0.69
George Turkson Jr.,Maryland,-0.06,-0.63,-0.69
Mark Brown Jr.,Valparaiso,-0.89,0.2,-0.69
Chase McKey,W Carolina,-0.68,-0.01,-0.69
Wiggy Ball,UL Monroe,-0.7,0.01,-0.69
Jaden Zimmerman,Quinnipiac,-0.91,0.22,-0.69
Dontrell Hewlett,Green Bay,-0.24,-0.45,-0.69
Josh Gatete,Air Force,-0.33,-0.36,-0.69
Jay Rodgers,C Connecticut,1.07,-1.76,-0.69
Ramel Lloyd Jr.,AR-Pine Bluff,-0.04,-0.65,-0.69
JJ Mandaquit,Washington,-0.82,0.13,-0.69
Emmanuel Okorafor,Wichita St,-0.86,0.17,-0.69
Marcel Bryant,Prairie View,-0.67,-0.02,-0.69
Trap Johnson,UC San Diego,-0.41,-0.28,-0.69
Daniel Rouzan,Bethune,0.38,-1.08,-0.7
Corbin Zentner,Cornell,0.28,-0.98,-0.7
Kuol Atak,Oklahoma,0.13,-0.83,-0.7
Timoty van der Knaap,Bradley,-0.02,-0.68,-0.7
Khalil Arnold,NC Central,-0.37,-0.33,-0.7
Alexander Richardson,Loyola Chicago,-0.55,-0.15,-0.7
Ian Imegwu,Cornell,0.17,-0.88,-0.71
Rondae Hill,Southern,-0.76,0.05,-0.71
Ethan Elliott,N Kentucky,-1.98,1.27,-0.71
Ian Scott,Indiana St,0.73,-1.44,-0.71
Khalil Badru,Iona,-0.86,0.15,-0.71
Mehki Ellison,E Michigan,-0.13,-0.58,-0.71
Tim Moore Jr.,San Diego,-0.28,-0.43,-0.71
Bryan Akanmu,Wagner,-0.81,0.1,-0.71
Brit Harris,FIU,-0.71,0.0,-0.71
Justin Houser,Penn State,-0.54,-0.17,-0.71
Omari Hamilton,Alcorn St,-1.57,0.86,-0.71
Quintin Cooper,Hampton,-0.67,-0.05,-0.72
EJ Ryans,W Michigan,-0.4,-0.32,-0.72
Kendall Blue,Nebraska,-0.51,-0.21,-0.72
Kennedy Brown,FIU,-0.27,-0.45,-0.72
Ben Nacey,Old Dominion,-0.28,-0.44,-0.72
Kyrese Mullen,New Mexico St,-0.95,0.23,-0.72
Tristan Burth,New Haven,-0.29,-0.43,-0.72
Chuck Hare,Holy Cross,0.08,-0.8,-0.72
Marcus Hall,Green Bay,1.27,-1.99,-0.72
Andrew Akuchie,Rice,-1.35,0.63,-0.72
Trent Burns,Missouri,-0.76,0.04,-0.72
Brian Amuneke,Wichita St,-1.12,0.4,-0.72
Landon Seaman,Fullerton,0.35,-1.07,-0.72
Kaidon Rayfield,UTSA,-1.15,0.43,-0.72
Cobi Campbell,Troy,-0.05,-0.67,-0.72
Sebastien Emenalo,Loyola MD,0.09,-0.81,-0.72
Malik Ferguson,Tennessee Tech,0.74,-1.47,-0.73
Jack Whitbourn,Fordham,-0.53,-0.2,-0.73
Ethane Bourgade,Bryant,-0.45,-0.28,-0.73
Arthur Cox,FDU,-0.14,-0.59,-0.73
Darius Adams,Maryland,-0.62,-0.11,-0.73
Sonny Wilson,Toledo,1.15,-1.88,-0.73
Luca Ace-Nasteski,Harvard,-0.47,-0.26,-0.73
JJ White,Baylor,-0.27,-0.46,-0.73
Jaquias Franklin,Charleston So,-1.42,0.69,-0.73
Issac Williamson,UNLV,-0.78,0.05,-0.73
Eric Chatfield Jr.,Georgia Tech,0.18,-0.91,-0.73
Liam Murphy,Purdue,-0.7,-0.03,-0.73
Collin Parker,Austin Peay,0.67,-1.4,-0.73
Cornelius Robinson III,Monmouth,-0.98,0.24,-0.74
JJ Traynor,Murray St,-0.08,-0.66,-0.74
AJ Economou,Hawai'i,-0.33,-0.41,-0.74
Tyler Simon,Incarnate Word,-0.69,-0.05,-0.74
Karson Ouse,North Dakota,-0.67,-0.07,-0.74
Brady Swartz,W Michigan,-0.8,0.06,-0.74
Declan Cutler,Weber St,-0.16,-0.58,-0.74
Jai'chaunn Hayes,AR-Pine Bluff,0.56,-1.3,-0.74
Bencao Vungo,Jax State,-1.16,0.42,-0.74
Bryce Roberts,Texas Southern,-0.04,-0.7,-0.74
Joey Chammaa,Arkansas St,-0.85,0.11,-0.74
Brenden Moss,Kent State,-0.56,-0.18,-0.74
Jaylen Cross,Wake Forest,-0.44,-0.3,-0.74
Baboucarr Njie,UTSA,-0.41,-0.33,-0.74
Malek Abdelgowad,Southern,0.01,-0.75,-0.74
Nils Machowski,Wofford,0.69,-1.43,-0.74
Azmar Abdullah,Boston U,0.92,-1.67,-0.75
Faheim Meran,Long Island,-1.1,0.35,-0.75
Kevin Kearney,Saint Joseph's,-0.03,-0.72,-0.75
Tuburu Naivalurua,Oakland,1.11,-1.86,-0.75
Devon Barnes,Ball State,-0.75,0.0,-0.75
Dezmon Briscoe,Kent State,-2.0,1.25,-0.75
Evan Boisdur,Grand Canyon,-0.77,0.01,-0.76
Ace Flagg,Maine,-1.3,0.54,-0.76
Ife West-Ingram,UAlbany,0.28,-1.04,-0.76
Ubong-Abasi Etim,SE Louisiana,-1.41,0.65,-0.76
Myles Parker,Marist,-1.52,0.76,-0.76
Kevon Vanderhorst,Drexel,-1.46,0.7,-0.76
Charles Caporaso,Jacksonville,-0.62,-0.14,-0.76
Ethan Butler,Charlotte,-0.51,-0.25,-0.76
Tommy Kamarad,Winthrop,-0.63,-0.13,-0.76
Daniel Jacobsen,Purdue,-0.7,-0.06,-0.76
Grant Asman,Lipscomb,-0.46,-0.3,-0.76
Sebastian Robinson,NJIT,-0.93,0.17,-0.76
Sharod Barnes,W Michigan,-0.76,0.0,-0.76
Tay Smith,N Dakota St,-1.59,0.83,-0.76
Rokas Jocius,LMU,-0.78,0.02,-0.76
Josiah Shackleford,North Texas,-1.65,0.88,-0.77
Nate Brafford,Charleston So,-1.0,0.23,-0.77
Jake Heidbreder,Fresno St,-1.64,0.87,-0.77
Makhan Diouf,Fresno St,-0.91,0.14,-0.77
Ryder Elisaldez,UC San Diego,-0.23,-0.54,-0.77
Jerry Ngopot,Coastal,-0.13,-0.64,-0.77
Raul Villar,Charlotte,0.1,-0.87,-0.77
Marland Harris,Morgan St,-0.95,0.18,-0.77
Po'Boigh King,Sam Houston,0.42,-1.19,-0.77
Keegan Van Kauwenberg,Green Bay,-0.44,-0.33,-0.77
Eddie Ricks III,James Madison,-0.48,-0.29,-0.77
Rodney Brown Jr.,LMU,-0.63,-0.14,-0.77
Robert Cowherd,Southern Miss,-0.54,-0.23,-0.77
Aaron Jacob,Oral Roberts,-0.16,-0.61,-0.77
Kyle Marshall,Air Force,-0.94,0.16,-0.78
Dominick Stewart,Penn State,0.56,-1.34,-0.78
Kaden Powers,Rutgers,-0.86,0.08,-0.78
Gabe Spinelli,C Connecticut,-0.85,0.07,-0.78
Evan van der Plas,Canisius,-0.9,0.12,-0.78
Rich Rolf,Youngstown St,-0.46,-0.32,-0.78
Michael Wilson Jr.,Bellarmine,0.5,-1.28,-0.78
Adetokunbo Bakare,Saint Peter's,-0.6,-0.18,-0.78
Jordan Williams,Rice,-0.71,-0.07,-0.78
Dietrich Richardson,Bradley,-0.46,-0.33,-0.79
Joseph Venzant,Abilene Chrstn,-1.76,0.97,-0.79
Cal Furnish,Oral Roberts,-1.1,0.31,-0.79
Montana Wheeler,Bradley,0.04,-0.83,-0.79
Emmitt Byther,Maine,-0.49,-0.3,-0.79
Antonio Baker Jr.,Florida A&M,-1.1,0.31,-0.79
Malcolm Wrisby-Jefferson,Brown,-1.53,0.74,-0.79
Reggie Prudhomme,Niagara,-0.34,-0.45,-0.79
Lionel Bell,Southern,-1.08,0.29,-0.79
Brett Rumpel,Manhattan,-0.36,-0.43,-0.79
Achille Lonati,St Bonaventure,0.63,-1.42,-0.79
Ja'Kobe Williams,C Connecticut,-0.88,0.08,-0.8
Kany Tchanda,Boston College,-0.37,-0.43,-0.8
Chance Moore,West Virginia,0.33,-1.13,-0.8
Seneca Willoughby,Bethune,0.37,-1.17,-0.8
Seryee Lewis,Prairie View,-0.48,-0.32,-0.8
Tyler Tejada,Towson,-0.88,0.08,-0.8
Kevin Alabi,Alabama St,-0.3,-0.5,-0.8
James Okonkwo,Utah,-0.24,-0.56,-0.8
Cody Pennebaker,Lamar,-0.02,-0.78,-0.8
CJ Hyland,W Carolina,-0.15,-0.65,-0.8
London Maiden,Detroit Mercy,-0.52,-0.28,-0.8
Tyren Moore,GA Southern,0.36,-1.16,-0.8
Baron Smith Jr.,Oral Roberts,-1.01,0.21,-0.8
Mo Njie,UTSA,-1.24,0.43,-0.81
Gabe Warren,Holy Cross,0.72,-1.53,-0.81
Braeden MacVicar,Coastal,-1.02,0.21,-0.81
Vladimir Sudar,Pepperdine,-0.39,-0.43,-0.82
Tyler Powell,E Washington,-0.02,-0.8,-0.82
EJ Mosley,Purdue FW,-1.0,0.18,-0.82
Jackson Paveletzke,Ohio,0.62,-1.44,-0.82
Zack Davidson,N Arizona,-0.99,0.17,-0.82
Okechukwu Okeke,UAlbany,0.61,-1.43,-0.82
Hayden Wood,Jacksonville,1.2,-2.02,-0.82
Kendrick De Luna,Fullerton,-1.77,0.95,-0.82
Jaxon Ellingsworth,Arkansas St,0.89,-1.71,-0.82
Ring Malith,SIUE,-0.53,-0.29,-0.82
Jalen Bolden,Texas St,-0.86,0.04,-0.82
Brody Rowbury,Idaho,-0.79,-0.03,-0.82
Jaidon Lipscomb,Cleveland St,-0.54,-0.28,-0.82
CJ Delancy,Chicago St,-0.46,-0.36,-0.82
Godswill Erheriene,Seton Hall,-0.93,0.11,-0.82
Alec Squires,S Dakota St,-1.46,0.63,-0.83
Khaafiq Myers,Saint Joseph's,-0.28,-0.55,-0.83
Brendan Martin,Air Force,-0.17,-0.66,-0.83
Brandon Mitchell-Day,Dartmouth,-1.26,0.43,-0.83
Anthony Enoh,Georgia St,-1.42,0.59,-0.83
Shah Muhammad,Florida St,-0.81,-0.02,-0.83
Jhei-R Jones,William & Mary,-0.74,-0.09,-0.83
Jerrell Roberson II,UMass Lowell,-0.45,-0.38,-0.83
Rihards Vavers,Washington St,0.33,-1.16,-0.83
Justin Abson,Georgia,-1.11,0.28,-0.83
Jalen Breath,Ohio,-1.74,0.9,-0.84
Brandon Benjamin,Fairfield,0.25,-1.09,-0.84
Tay Knox,Texas St,-1.57,0.73,-0.84
Jeremy Ellis,Alcorn St,-0.32,-0.52,-0.84
Hunter Harding,Indiana St,0.03,-0.87,-0.84
Declan Peterson,W Michigan,-1.37,0.53,-0.84
Ryan Jones Jr.,Liberty,-0.47,-0.37,-0.84
Jason Thirdkill Jr.,Jacksonville,-0.06,-0.78,-0.84
Damion Porter Jr.,Tarleton St,-0.73,-0.12,-0.85
Brooklyn Vick,NC A&T,-1.18,0.33,-0.85
Matar Wade,Morgan St,-0.27,-0.58,-0.85
Tristen Guillouette,FGCU,-0.43,-0.42,-0.85
Macaleab Rich,UTSA,-0.72,-0.14,-0.86
Leland Coleman,Columbia,-0.59,-0.27,-0.86
Joe Manning,Southern,-0.29,-0.57,-0.86
Eric Morgan Jr.,Saint Peter's,-0.06,-0.8,-0.86
Grant Whitaker,Bellarmine,0.39,-1.25,-0.86
Devon Malcolm,CA Baptist,-1.11,0.25,-0.86
Jovan Milicevic,Xavier,0.56,-1.42,-0.86
Donovan Brown,UMass,-0.74,-0.12,-0.86
Oleg Kojenets,Stony Brook,-1.62,0.75,-0.87
Jarred Hall,MTSU,-0.27,-0.6,-0.87
Eternity Eguagie,Rice,-0.31,-0.56,-0.87
Isaiah Sealy,Arkansas,-1.2,0.33,-0.87
Keelan Steele,Maine,-1.02,0.15,-0.87
Damoni Harrison,Charlotte,0.42,-1.29,-0.87
Keshawn Williams,Iona,-1.38,0.51,-0.87
Lucas Mari,Vermont,-1.22,0.34,-0.88
Josh Akpovwa,Texas Southern,-1.59,0.71,-0.88
Ben Bradford,Charlotte,0.19,-1.07,-0.88
Chase Henderson,Montana,-0.65,-0.23,-0.88
Marcus Overstreet,San José St,0.26,-1.14,-0.88
Luka Tarlac,Cal Poly,-0.31,-0.57,-0.88
K'Jei Parker,UMass,-0.31,-0.57,-0.88
Davion Bradford,Tulane,-0.54,-0.34,-0.88
Isaiah Chappell,UC Davis,-1.36,0.48,-0.88
Montavious Myrick,E Kentucky,0.26,-1.15,-0.89
Josiah Davis,CSU Northridge,0.12,-1.01,-0.89
Mario Andrews,Alabama St,-0.86,-0.03,-0.89
Ethan Meuser,Stonehill,-2.07,1.18,-0.89
Orlando Lovejoy,Detroit Mercy,-0.2,-0.69,-0.89
Andrés Marrero,Merrimack,0.55,-1.44,-0.89
Amire Robinson,Nevada,-1.63,0.74,-0.89
Grady Lewis,CSU Northridge,0.76,-1.65,-0.89
Luka Damjanac,UMass,0.24,-1.13,-0.89
Carson Johnson,Denver,2.5,-3.39,-0.89
IJ Ezuma,Southern Miss,-0.64,-0.25,-0.89
Sean Cusano,Chattanooga,0.01,-0.9,-0.89
