Player,Team,O_BAPM,D_BAPM,Total_BAPM
Richard Amaefule,Grambling,-0.79,-0.28,-1.07
Cahmai Crosby,North Texas,-1.41,0.34,-1.07
Troy Cole Jr.,SE Missouri,-0.55,-0.52,-1.07
Ahmadou Ndiaye,Gardner-Webb,-0.75,-0.32,-1.07
Kaden Stuckey,VMI,-0.84,-0.23,-1.07
Saliou Seye,Grambling,-1.78,0.71,-1.07
Isaiah Campbell-Finch,Samford,-0.88,-0.19,-1.07
Nas Hart,La Salle,-1.1,0.03,-1.07
Jaylen Wharton,N Illinois,-0.36,-0.71,-1.07
Brandon Walker,Mississippi St,-0.68,-0.4,-1.08
Oakland Fort,N Arizona,-0.92,-0.16,-1.08
Parker Applegate,C Arkansas,-0.95,-0.13,-1.08
Caleb Reese,Loyola Chicago,-0.57,-0.51,-1.08
Jamarion Davis-Fleming,Mississippi St,-0.39,-0.69,-1.08
Bentley Waller,Bakersfield,-1.23,0.15,-1.08
Christian Jones,Long Beach St,-0.3,-0.78,-1.08
Sean Stewart,Oregon,-0.02,-1.07,-1.09
Owen Varnado,Tennessee Tech,-1.45,0.36,-1.09
Renars Sondors,UL Monroe,-1.35,0.26,-1.09
Collin Tanner,Richmond,-0.37,-0.72,-1.09
Mohammad Habhab,E Michigan,-0.62,-0.47,-1.09
John St. Germain III,Holy Cross,-0.27,-0.82,-1.09
Mason So,Mount St Marys,-1.54,0.45,-1.09
Marcus Kell,W Carolina,0.49,-1.59,-1.1
Quentin Heady,Bethune,-0.27,-0.83,-1.1
Ashton Magee,Southern,-0.57,-0.53,-1.1
Mohamad Diallo,Rider,-1.3,0.2,-1.1
Trevor Best,Arizona St,-0.6,-0.5,-1.1
Noah Otshudi,Marshall,0.79,-1.89,-1.1
Tyler King,SIUE,-0.81,-0.3,-1.11
Eddrin Bronson,Furman,-1.25,0.14,-1.11
Yaya Keita,UAlbany,-1.16,0.05,-1.11
Kylin Green,Hou Christian,-0.63,-0.48,-1.11
Ryan Dufault,St Thomas (MN),0.9,-2.01,-1.11
Mantas Kocanas,California,0.05,-1.16,-1.11
Cameron Johnson,Mercyhurst,-1.68,0.57,-1.11
Ben Brown,Dartmouth,-1.42,0.31,-1.11
Jikari Johnson,Chattanooga,-0.93,-0.18,-1.11
Malik Abdullahi,Princeton,-0.49,-0.62,-1.11
Mark Lavrenov,Sacramento St,-0.68,-0.44,-1.12
Jordan Leaks,Norfolk St,-0.9,-0.22,-1.12
Kyle Cuffe Jr.,Mercer,0.62,-1.74,-1.12
Dillon Watt,Army,-0.86,-0.26,-1.12
Haris Elezovic,Northeastern,-0.45,-0.67,-1.12
Rayvon Griffith,Kent State,-0.58,-0.54,-1.12
Alex Crawford,Rhode Island,-1.4,0.28,-1.12
Brooklyn Hicks,Montana,-0.78,-0.34,-1.12
Cam Wallace,Temple,-0.15,-0.97,-1.12
Kareem Thomas,Dartmouth,-0.7,-0.43,-1.13
Tre Green,MTSU,-0.37,-0.76,-1.13
Austin Swartz,Creighton,-0.5,-0.63,-1.13
Preston Copeland,Ball State,-0.68,-0.45,-1.13
Drew Carter,Oregon,-0.75,-0.38,-1.13
Seth Jones,SE Louisiana,-0.6,-0.53,-1.13
Darius Robinson Jr.,SIUE,-0.81,-0.32,-1.13
Shemani Fuller,Rider,-0.71,-0.43,-1.14
Ty Price,UT Martin,-0.84,-0.3,-1.14
David Castillo,Kansas St,-0.87,-0.27,-1.14
Chancellor Perkins,Grambling,-0.72,-0.42,-1.14
Landon Clark,Princeton,-0.72,-0.42,-1.14
David Hansen,Weber St,-0.8,-0.34,-1.14
Addison Archer,N Kentucky,-1.0,-0.14,-1.14
Andrew Henderson,UC Riverside,-0.06,-1.09,-1.15
Jacob Hudson,Gardner-Webb,-0.33,-0.82,-1.15
Madden Collins,American,-1.38,0.23,-1.15
Chase Cormier,Iona,-1.01,-0.14,-1.15
Noah Norgaard,UNC Greensboro,-0.43,-0.72,-1.15
Maurio Hanson Jr.,MD Eastern,-0.61,-0.54,-1.15
Quin Patterson,Idaho St,-0.58,-0.57,-1.15
Najimi George,New Haven,-0.99,-0.16,-1.15
Devere Palmer Jr,Florida A&M,-0.33,-0.83,-1.16
Chris Moncrief,Saint Francis,1.08,-2.24,-1.16
Zoumana Traore,New Haven,-0.81,-0.35,-1.16
Stef van Bussel,Duquesne,-0.75,-0.41,-1.16
Elijah Saunders,Maryland,-0.3,-0.86,-1.16
Vito Perkovic,East Carolina,-0.91,-0.25,-1.16
Cord Stansberry,W Carolina,-0.27,-0.89,-1.16
Aliou Cisse,Merrimack,-0.49,-0.67,-1.16
Ashton Reynolds,C Connecticut,0.7,-1.86,-1.16
Will Ashford,C Michigan,-0.34,-0.82,-1.16
Johan Munch,Oregon St,-1.27,0.11,-1.16
George Beale Jr.,UCF,-0.61,-0.56,-1.17
Luka Vudragovic,Pepperdine,-1.39,0.22,-1.17
Cyril Obasogie,Delaware St,-1.64,0.47,-1.17
Legend Geeter,Detroit Mercy,0.85,-2.02,-1.17
Marqui Worthy Jr.,UC Riverside,-0.25,-0.92,-1.17
Ethan Copeland,Stetson,-0.21,-0.96,-1.17
Ethan Okwuosa,Boston U,-0.43,-0.74,-1.17
Miles Rose,UAlbany,-0.84,-0.33,-1.17
Cam Polak,Youngstown St,-1.2,0.03,-1.17
Jesse Burris,Ohio,-0.78,-0.4,-1.18
Milhan Charles,AR-Pine Bluff,0.02,-1.2,-1.18
Jaxon Pollard,Samford,-0.56,-0.62,-1.18
Te'Jon Sawyer,Montana,-0.46,-0.72,-1.18
Khouri Carvey,NC Central,-0.82,-0.36,-1.18
Devyn Franklin,Grambling,-2.11,0.93,-1.18
Caleb Hollenbeck,Marshall,0.19,-1.37,-1.18
Evan Anderson,South Dakota,-0.32,-0.86,-1.18
B.B. Knight,Lamar,-0.92,-0.26,-1.18
Max Ndlovu-Fraser,Long Island,-0.35,-0.83,-1.18
Alex Tsynkevich,Hofstra,-0.66,-0.53,-1.19
David Mager,Pepperdine,-0.6,-0.59,-1.19
Anquan Hill,Sacred Heart,-0.09,-1.1,-1.19
Kylan Blackmon,Charlotte,0.11,-1.3,-1.19
Kai Shinholster,Minnesota,-1.5,0.31,-1.19
Kayden Fish,Ball State,-1.06,-0.13,-1.19
Gerard O'Keefe,Columbia,-0.1,-1.09,-1.19
Maison Adeleye,New Haven,-0.58,-0.62,-1.2
Macon Emory,Delaware,-1.23,0.03,-1.2
Jack Reddick,FGCU,-1.58,0.38,-1.2
London Praytor,Toledo,-0.82,-0.38,-1.2
Sir Issac Herron,Louisiana Tech,-0.07,-1.13,-1.2
Riek Riek,Gardner-Webb,-0.98,-0.22,-1.2
Freddie Dilione V,Penn State,0.04,-1.24,-1.2
Tristan Beckford,South Florida,-0.96,-0.24,-1.2
Bowen Hardman,Akron,-1.35,0.15,-1.2
Stefano Faloppa,New Haven,-0.96,-0.24,-1.2
O'Marion Harvey,Monmouth,-0.46,-0.74,-1.2
Amadou Doumbia,NC A&T,-1.25,0.05,-1.2
Owen Larson,Drake,0.22,-1.42,-1.2
Antwann Jones,UNC Greensboro,-1.05,-0.16,-1.21
Joshua Lewis,Louisiana,-0.33,-0.88,-1.21
Terrion Burgess,Little Rock,-0.65,-0.56,-1.21
Xavier Lipscomb,Mount St Marys,-0.63,-0.58,-1.21
Geoff Sprouse,American,0.02,-1.23,-1.21
Tarik Watson,Marist,-0.79,-0.42,-1.21
Hosana Kitenge,Santa Barbara,-0.1,-1.11,-1.21
Julian Margrave,Omaha,-0.49,-0.72,-1.21
Bryson Ogletree,NC A&T,-1.0,-0.22,-1.22
Zaxton King,Missouri St,-0.69,-0.53,-1.22
Erik Taylor,Presbyterian,-0.66,-0.56,-1.22
Tybo Bailey,East Carolina,-2.17,0.95,-1.22
Jordan Rogers,NJIT,-1.22,0.0,-1.22
Jalen Ricks,UT Rio Grande,-1.26,0.04,-1.22
Vere Anthony,New Haven,-1.05,-0.17,-1.22
Anthony Holden,Stonehill,-0.01,-1.21,-1.22
Monty Bowser,CA Baptist,-1.32,0.1,-1.22
KJ Younger,UNC Greensboro,-0.39,-0.83,-1.22
Tekao Carpenter,NC Central,-0.74,-0.48,-1.22
Joe Nugent,Holy Cross,0.04,-1.26,-1.22
Justin Hinds,Air Force,-1.13,-0.09,-1.22
Jaxson Bell,Army,-0.92,-0.3,-1.22
Zacharie Matulu,UAlbany,-1.24,0.02,-1.22
Isaac Bonilla,Maine,-1.64,0.41,-1.23
Ryan Myers,Western KY,-1.08,-0.15,-1.23
Myles Watkins,Bellarmine,-0.13,-1.1,-1.23
Cris Carroll,Youngstown St,-1.26,0.03,-1.23
Eemeli Yalaho,Washington St,0.88,-2.11,-1.23
Holden Pierre-Louis,Cleveland St,-0.9,-0.33,-1.23
Brian Griffith,Niagara,-0.22,-1.01,-1.23
Jake Johnson,Stetson,1.02,-2.25,-1.23
Aidan Noyes,Belmont,0.67,-1.91,-1.24
Bryce Eaton,Saint Peter's,-0.37,-0.87,-1.24
Cole Hargrove,Providence,-0.87,-0.37,-1.24
Martins Kilups,Oral Roberts,-0.38,-0.86,-1.24
Deng Garang,Le Moyne,-0.57,-0.67,-1.24
Chase Dawson,Morehead St,-0.31,-0.94,-1.25
Vince Buzelis,South Dakota,-0.58,-0.67,-1.25
Cam Denson,Ball State,-1.86,0.61,-1.25
Michael Harper Jr.,Jacksonville,-0.36,-0.89,-1.25
Yacine Toumi,Hawai'i,-1.36,0.1,-1.26
KJ Cochran,Santa Clara,-0.28,-0.98,-1.26
Manok Lual,Morgan St,-0.66,-0.6,-1.26
Melo Baines,Norfolk St,0.74,-2.01,-1.27
Turner Buttry,E Kentucky,0.13,-1.4,-1.27
CJ Booker,SE Louisiana,-0.44,-0.83,-1.27
Elijah Brooks,Hou Christian,0.27,-1.54,-1.27
Ben Waller,UC Riverside,-0.3,-0.97,-1.27
Puff Johnson,Ohio State,-0.39,-0.89,-1.28
Grant Slatten,Tennessee Tech,-0.12,-1.16,-1.28
Ty-Laur Johnson,San Diego,-0.44,-0.84,-1.28
Jacob Ognacevic,Washington,-0.37,-0.91,-1.28
Nikola Radovanovic,Pepperdine,-0.7,-0.58,-1.28
Mason Porter-Brown,Long Island,-0.5,-0.78,-1.28
Ahmad Johnson,AR-Pine Bluff,0.18,-1.46,-1.28
Danas Kazakevicius,Howard,-1.21,-0.08,-1.29
Jon Sanders II,E Michigan,-1.2,-0.1,-1.3
Tommy Conniff,Lehigh,-0.85,-0.45,-1.3
Filip Petkovski,UT Martin,-1.53,0.23,-1.3
Cortez Graham-Howard,North Alabama,0.35,-1.65,-1.3
JC Brooks,Tennessee St,-0.8,-0.5,-1.3
Jake Davis,Cal Poly,-1.76,0.46,-1.3
Amir Jenkins,West Virginia,-0.36,-0.94,-1.3
Lamine Niang,UT Martin,-1.46,0.16,-1.3
Maximus Edwards,Duquesne,-1.15,-0.16,-1.31
Royal Blue Smith,Arkansas St,-1.1,-0.21,-1.31
David Tubek,UTEP,-1.36,0.05,-1.31
Yaniel Rivera,Abilene Chrstn,-0.53,-0.78,-1.31
Denver Anglin,Iona,-1.12,-0.19,-1.31
Derrick Green,Coastal,0.21,-1.52,-1.31
Trey Lewis,W Michigan,-0.54,-0.77,-1.31
Chauncey Gibson,Chicago St,-1.03,-0.28,-1.31
J.R. Konieczny,FGCU,-1.2,-0.11,-1.31
Caleb Embeya,Towson,-0.77,-0.54,-1.31
Cayden Ward,Cal Poly,0.44,-1.76,-1.32
Sir Mohammed,Notre Dame,0.08,-1.4,-1.32
BJ Ward,SE Missouri,-0.04,-1.28,-1.32
Owen Ritger,Furman,-0.75,-0.57,-1.32
Alex Williams,Duquesne,0.49,-1.81,-1.32
Devin Brafford,Charleston So,-0.61,-0.71,-1.32
Caleb Walker,Air Force,0.22,-1.55,-1.33
Cameron Fens,South Dakota,-0.25,-1.08,-1.33
Kolton Mitchell,Idaho,0.27,-1.6,-1.33
Muneer Newton,Campbell,-0.1,-1.23,-1.33
Shay Johnson Jr.,Long Beach St,-0.38,-0.95,-1.33
Donte Bacchus,North Alabama,-1.12,-0.21,-1.33
Chance Gladden,Boston U,-0.36,-0.97,-1.33
John Awoke,Wagner,-0.38,-0.95,-1.33
Isaiah Mbeng,East Carolina,-0.9,-0.44,-1.34
Joseph Locandro,MD Eastern,-0.71,-0.63,-1.34
Kaia Berridge,Evansville,-0.48,-0.86,-1.34
Javoy Thompson,MD Eastern,-1.36,0.02,-1.34
DarKaun King,North Alabama,-1.69,0.35,-1.34
Will Johnston,Richmond,0.49,-1.84,-1.35
Jake Brack,South Dakota,-0.16,-1.19,-1.35
Daylon Dickerson,UMBC,-0.72,-0.63,-1.35
Almar Atlason,Miami OH,-0.38,-0.97,-1.35
Parker Friedrichsen,Davidson,0.17,-1.53,-1.36
Toby Harris,Iona,-0.98,-0.38,-1.36
Hansel Enmanuel,Austin Peay,-0.8,-0.56,-1.36
Bradley Douglas,James Madison,-0.34,-1.03,-1.37
Nick Davidson,Clemson,-0.89,-0.48,-1.37
Christian Beam,Georgia St,-1.69,0.32,-1.37
Jamie Phillips Jr.,Stetson,-0.91,-0.46,-1.37
Kenneth Chime,West Georgia,-0.69,-0.68,-1.37
Darrion Sutton,Missouri St,0.11,-1.48,-1.37
Evan Sterck,Jacksonville,-0.96,-0.41,-1.37
Tyler Jackson,E Kentucky,-0.09,-1.28,-1.37
Maximus Nelson,Purdue FW,-1.0,-0.37,-1.37
Markus Harding,Indiana St,-2.24,0.87,-1.37
Dailliss Cox,Chicago St,-1.36,-0.01,-1.37
Jaehshon Thomas,Drake,0.47,-1.85,-1.38
Panagiotis Pagonis,New Orleans,-1.51,0.13,-1.38
Akiva McBirney-Griffin,UC Irvine,-1.83,0.45,-1.38
Trey Williams Jr.,Missouri St,-0.04,-1.34,-1.38
Louis Lesmond,Fordham,-0.71,-0.67,-1.38
Janusz Ratowski,Stetson,-1.1,-0.28,-1.38
Ben Egbo,UC Irvine,-1.28,-0.1,-1.38
Caleb Blackwell,UTEP,-1.12,-0.27,-1.39
DJ Thomas,West Virginia,-0.89,-0.5,-1.39
Daniel James,C Connecticut,-0.5,-0.89,-1.39
Makai Richards,Chattanooga,-0.41,-0.98,-1.39
Anastasios Rozakeas,Mount St Marys,-0.84,-0.55,-1.39
Daniel Akitoby,UTSA,-0.39,-1.0,-1.39
Solomon Washington,Maryland,-1.26,-0.13,-1.39
Lucas Burton,Cleveland St,-0.16,-1.24,-1.4
Mike Collins,Louisiana,-1.34,-0.06,-1.4
Jeremiah Jenkins,Brown,-0.99,-0.41,-1.4
Mekhi Cameron,Tennessee Tech,-0.46,-0.94,-1.4
Elijah Thomas,E Washington,-0.21,-1.19,-1.4
Ian Platteeuw,Davidson,0.02,-1.42,-1.4
Dalen Davis,Princeton,-0.84,-0.56,-1.4
Perry Smith Jr.,Kennesaw St,-0.92,-0.49,-1.41
Tyreese Watson,UTEP,-1.27,-0.14,-1.41
Harrison Alexander,SIUE,-1.3,-0.11,-1.41
King-Njhsanni Wilhite,Lamar,-0.6,-0.81,-1.41
Emmett Marquardt,E Washington,0.34,-1.76,-1.42
Ethan Duncan,Lipscomb,-0.85,-0.57,-1.42
Kameron Taylor,UNC Asheville,0.29,-1.71,-1.42
Danilo Dožic,Pepperdine,-0.18,-1.24,-1.42
Julius Clark,Gardner-Webb,-0.42,-1.0,-1.42
Gabe Kincy,Alabama A&M,-1.08,-0.34,-1.42
Gicarri Harris,Purdue,-1.86,0.44,-1.42
Je'kel Cotton,Detroit Mercy,-1.65,0.23,-1.42
Jayden Mott,C Connecticut,-2.21,0.79,-1.42
Jalen Lee,Southern Utah,-1.12,-0.3,-1.42
Ryan Tolliver,N Kentucky,-0.92,-0.5,-1.42
Samuel Ariyibi,Utah Tech,-1.6,0.17,-1.43
Sam Wright,Colgate,0.64,-2.07,-1.43
Ridvan Tutic,Stonehill,-2.04,0.61,-1.43
Damon Strand,La Salle,-1.05,-0.39,-1.44
Kyonte Thomas,Valparaiso,-0.7,-0.74,-1.44
Ahmad Henderson II,UIC,-1.83,0.39,-1.44
Jalen Cooper,E Kentucky,0.26,-1.7,-1.44
Asher Woods,Tulane,-1.36,-0.08,-1.44
Quron Elliott,Manhattan,0.04,-1.48,-1.44
Fallou Diagne,Southern Miss,-1.16,-0.28,-1.44
Greyson Uelmen,North Dakota,-0.11,-1.33,-1.44
Cade Hornecker,Abilene Chrstn,-0.46,-0.99,-1.45
Cameron Thomas,Tarleton St,-0.6,-0.85,-1.45
Pierre Geneste Jr.,Bakersfield,-1.81,0.36,-1.45
Jonathan Dunn,NC Central,-1.38,-0.07,-1.45
Cameron Wallace,Little Rock,-0.46,-0.99,-1.45
C.J. McPherson,Tennessee Tech,-1.42,-0.03,-1.45
Trenton Ruth,Stonehill,-1.7,0.25,-1.45
Mikah Ballew,Portland,-1.5,0.04,-1.46
Joshua Hughes,Evansville,-1.0,-0.46,-1.46
Rickey Ballard,Grambling,-1.99,0.53,-1.46
Donald Whitehead Jr.,UNC Greensboro,-0.57,-0.89,-1.46
B.J. Davis-Ray,SMU,-0.16,-1.31,-1.47
Paris Papadatos,Saint Francis,-0.23,-1.24,-1.47
Luca Colceag,UT Martin,-0.71,-0.76,-1.47
Victor Payne,Saint Francis,-1.46,-0.01,-1.47
Cam Estevez,Fairfield,-0.44,-1.03,-1.47
Shawn Nelson,N Kentucky,-0.9,-0.57,-1.47
Brendan Terry,SE Missouri,-0.9,-0.57,-1.47
Dallas James,Morgan St,-0.81,-0.66,-1.47
Zayden High,North Carolina,-1.23,-0.24,-1.47
Joshua Ola-Joseph,Loyola Chicago,-0.22,-1.25,-1.47
Aleks Alston,Maryland,-1.8,0.33,-1.47
JJ Chaikovsky,Long Beach St,-1.41,-0.06,-1.47
Bryce Slay,Marshall,-0.61,-0.87,-1.48
Duncan Powell,Providence,0.24,-1.72,-1.48
Dylan Purnell,Bakersfield,-0.59,-0.89,-1.48
Christopher Flippin,MD Eastern,-1.87,0.39,-1.48
Grgur Brcic,Bucknell,-2.31,0.83,-1.48
Vladimir Khryapa,UT Martin,-2.28,0.8,-1.48
Michael Zanoni,Penn,-0.15,-1.33,-1.48
Evan Phelps,E Texas A&M,-1.48,0.0,-1.48
Micah Tucker,Georgia St,-1.28,-0.2,-1.48
Aidan Richard,Holy Cross,-0.94,-0.54,-1.48
Oumar Koureissi,Texas Southern,-0.87,-0.62,-1.49
Adrian Myers,San José St,0.65,-2.14,-1.49
Tate Mackenzie,Milwaukee,-0.88,-0.61,-1.49
Jayden Teat,Sacramento St,-0.59,-0.9,-1.49
Jaquan Scott,AR-Pine Bluff,-0.39,-1.1,-1.49
De'Undrae Perteete Jr.,UC Riverside,-0.19,-1.3,-1.49
Ali Assran,Cal Poly,-0.76,-0.73,-1.49
Erich Harding,Marshall,-1.7,0.21,-1.49
Jabri Fitzpatrick,New Haven,-1.64,0.15,-1.49
Keenan Garner,C Michigan,0.21,-1.71,-1.5
George Natsvlishvili,North Dakota,-0.45,-1.05,-1.5
John Clemmons,Delaware St,-0.4,-1.1,-1.5
Doyel Cockrill III,Chicago St,-0.15,-1.35,-1.5
Finley Woodward,IU Indy,0.5,-2.0,-1.5
AJ Lopez,Richmond,1.0,-2.5,-1.5
Lathan Sommerville,Washington,-1.66,0.16,-1.5
Jamari Piercy,Coppin St,-0.83,-0.67,-1.5
Zack Scherler,NJIT,-1.13,-0.37,-1.5
Emmanuel Ugbo,Washington St,-1.07,-0.43,-1.5
Amari Jedkins,Montana,-0.58,-0.92,-1.5
Joey Niesman,FDU,-1.02,-0.49,-1.51
Harold Woods,Incarnate Word,-0.51,-1.0,-1.51
KiJan Robinson,New Hampshire,-0.03,-1.48,-1.51
Jordan Frison,Chattanooga,-0.5,-1.01,-1.51
Gioacchino Panzini,Cornell,-0.15,-1.36,-1.51
Darius Duffy,Purdue FW,-0.3,-1.21,-1.51
Justin Redmond,N'Western St,-0.05,-1.46,-1.51
Roddy Jones,C Connecticut,0.2,-1.71,-1.51
Ernest Shelton,Merrimack,-0.39,-1.13,-1.52
Jermaine Coleman,St Thomas (MN),-0.95,-0.57,-1.52
Irish Coquia,New Orleans,-0.02,-1.5,-1.52
Maguire Mitchell,IU Indy,-0.04,-1.48,-1.52
Spencer Ahrens,Boise St,-0.73,-0.79,-1.52
Isaiah Sherrard,Georgia St,-1.12,-0.4,-1.52
AJ Dancler,Coastal,-1.62,0.09,-1.53
Cooper Bean,Indiana St,-0.77,-0.76,-1.53
Aleksej Kostic,BYU,-0.69,-0.84,-1.53
Brennan Rigsby Jr.,Radford,-0.97,-0.56,-1.53
AJ Hopkins,UT Martin,-2.18,0.65,-1.53
Jaden Cooper,MD Eastern,-2.39,0.86,-1.53
Myles Rice,Maryland,-1.46,-0.08,-1.54
TJ Robinson,Saint Peter's,-0.9,-0.64,-1.54
John Shanu II,E Michigan,-1.59,0.05,-1.54
Isaiah Miranda,Long Island,-1.15,-0.39,-1.54
Elijah Hulsewe,UCF,-1.36,-0.18,-1.54
Kyle Carlesimo,Colgate,-0.29,-1.25,-1.54
Pearse McGuinn,Stonehill,-1.48,-0.06,-1.54
Brady Shoulders,Mercer,-0.91,-0.63,-1.54
J.C. Riley Jr.,N'Western St,0.12,-1.66,-1.54
Jared Lary,Detroit Mercy,-1.07,-0.48,-1.55
JB Frankel,Northeastern,0.04,-1.59,-1.55
Alec Oglesby,MTSU,-1.52,-0.03,-1.55
Jakel Powell,UNC Asheville,-0.58,-0.97,-1.55
Amir Lindsey,UAlbany,-1.21,-0.34,-1.55
Bryson Calamese,Alcorn St,-0.96,-0.59,-1.55
Dante Oliver,North Florida,-0.88,-0.67,-1.55
Gavin Sykes,Long Beach St,-0.33,-1.22,-1.55
TJ Caldwell,Arkansas St,-1.44,-0.11,-1.55
Chip Brunt,N'Western St,-1.64,0.09,-1.55
Marcus Pigram,W Illinois,-0.84,-0.71,-1.55
Shainen Carter,GA Southern,-2.03,0.48,-1.55
Jerone Morton,Washington St,0.82,-2.37,-1.55
Mason Jones,Ball State,-1.87,0.32,-1.55
Landyn Jumawan,N'Western St,-0.85,-0.71,-1.56
Lance Williams,Prairie View,-1.32,-0.24,-1.56
BJ Plummer,North Florida,-0.26,-1.3,-1.56
Clayton Parker,Morehead St,-1.17,-0.39,-1.56
Brewer Carruth,Southern Miss,-1.49,-0.07,-1.56
Christian Green,SF Austin,-0.84,-0.72,-1.56
Ryan Beasley,San Francisco,-1.0,-0.56,-1.56
Augustus Gerhart,Penn,-0.45,-1.11,-1.56
Preston Turner,E Illinois,-1.73,0.16,-1.57
Zion Cruz,Rider,-0.7,-0.87,-1.57
Will Shaver,Samford,-1.13,-0.44,-1.57
Jaden Johnson,La Salle,-0.33,-1.24,-1.57
Trent Johnson,Hou Christian,-0.6,-0.97,-1.57
Taeshaud Jackson,FDU,-1.3,-0.27,-1.57
Kolby Granger,Texas Southern,-0.59,-0.98,-1.57
Matthew Bothun,North Dakota,-0.83,-0.74,-1.57
Bubz Alvarez,S Dakota St,0.29,-1.86,-1.57
Jalen Harper,Rhode Island,-0.84,-0.73,-1.57
Jahki Howard,Utah,-0.77,-0.8,-1.57
Omer Suljanovic,UC Davis,-1.47,-0.11,-1.58
Billy Smith,Chattanooga,-0.86,-0.72,-1.58
James Nnaji,Baylor,-1.46,-0.12,-1.58
Khalon Hudson,Presbyterian,-0.47,-1.11,-1.58
Taj Bryant,Sacred Heart,-1.06,-0.52,-1.58
Asa White,E Kentucky,-1.4,-0.18,-1.58
Bryson Spell,Elon,-0.37,-1.21,-1.58
Maximo Ortega,Wofford,0.0,-1.58,-1.58
Tyler Shirley,Florida A&M,-1.55,-0.03,-1.58
Khamani Cooper,Omaha,-0.45,-1.14,-1.59
Isaiah Henderson,Siena,-0.8,-0.79,-1.59
Hayden Welling,Utah Valley,-0.16,-1.43,-1.59
Przemek Hartman,UL Monroe,-0.17,-1.42,-1.59
Stefanos Spartalis,Monmouth,-1.4,-0.19,-1.59
Andrej Kostic,Kansas St,0.33,-1.93,-1.6
Everett Barnes,Loyola MD,-1.96,0.36,-1.6
Keziah Ekissi,Oregon St,-0.56,-1.04,-1.6
Jackson Hicke,Princeton,0.11,-1.71,-1.6
Jordan Pickett,SIUE,-1.26,-0.34,-1.6
Milan Mejia,Louisiana,-2.6,0.99,-1.61
James Thomas,Mercyhurst,-2.13,0.52,-1.61
Tyler Mack,Alabama St,-2.16,0.55,-1.61
Xzavier Long,Hampton,-1.26,-0.36,-1.62
Rory Stewart,FGCU,-0.59,-1.03,-1.62
Fraser Roxburgh,Manhattan,-0.43,-1.19,-1.62
Teon Tindal,SC State,-0.57,-1.05,-1.62
Kaleb Smith,Grand Canyon,-0.89,-0.73,-1.62
Mason Blackwood,Penn State,-0.57,-1.05,-1.62
Andrew Phillips,Lafayette,0.46,-2.08,-1.62
David Bumpass,Morgan St,-0.48,-1.14,-1.62
Christian Watson,Hampton,-0.28,-1.34,-1.62
Josh Pickett,Presbyterian,-0.68,-0.94,-1.62
Trey Perry,Miami OH,-0.59,-1.03,-1.62
Dean Hogans,American,-0.95,-0.68,-1.63
Sean Morgan,Stetson,-1.26,-0.37,-1.63
Julian Clarke,UNC Asheville,-1.33,-0.3,-1.63
LJ Thomas,Old Dominion,0.54,-2.17,-1.63
Shareef Jackson,Lafayette,-1.07,-0.56,-1.63
Cade Haskins,William & Mary,-2.31,0.68,-1.63
Jesse McIntosh,South Dakota,-0.05,-1.59,-1.64
Ed Holland III,Howard,-0.94,-0.7,-1.64
Taj Thweatt,Coppin St,-1.69,0.05,-1.64
Jaden Winston,Manhattan,0.18,-1.82,-1.64
Dorian Finister,Louisiana,-0.73,-0.91,-1.64
Sage Tolentino,UNC Asheville,-1.06,-0.58,-1.64
Malik Edmead,Merrimack,-1.41,-0.23,-1.64
Yanis Bamba,Maine,-1.29,-0.36,-1.65
Lou Hutchinson,Alabama A&M,-1.0,-0.65,-1.65
Christian Jones,Siena,-0.73,-0.92,-1.65
AB Coulibaly,Rider,-0.95,-0.7,-1.65
Jon O'Neill,New Hampshire,-0.89,-0.77,-1.66
Francis Okwuosah,W Illinois,-0.95,-0.71,-1.66
Antwan Wilson,Rider,-0.15,-1.52,-1.67
Dorion Staples,MD Eastern,-1.06,-0.61,-1.67
Nazareth Fisher,E Illinois,-1.24,-0.44,-1.68
Bryson Cokley,Elon,-1.58,-0.1,-1.68
Dom Aekins,Duquesne,-0.45,-1.23,-1.68
Assane Diop,San Diego,-1.02,-0.66,-1.68
Donavin Young,Stanford,-0.84,-0.84,-1.68
Fedor Zugic,Creighton,-1.24,-0.44,-1.68
Tasos Cook,Campbell,0.92,-2.6,-1.68
Lucas Langarita,Utah,-0.98,-0.7,-1.68
Micah Simpson,Alabama St,-0.52,-1.16,-1.68
Houran Dan,Seattle U,-1.66,-0.02,-1.68
Walker Andrews,VMI,-1.7,0.02,-1.68
Jailen Bedford,Virginia Tech,1.16,-2.85,-1.69
Jacob Hammond,Princeton,-0.93,-0.76,-1.69
Christian Humphrey-Rembert,Lafayette,-0.68,-1.01,-1.69
Sam Walters,SMU,-1.12,-0.57,-1.69
Binael Basil,Wagner,-1.58,-0.11,-1.69
MJ Williams,E Kentucky,-0.93,-0.77,-1.7
Carlos Coronado,N Illinois,-0.78,-0.92,-1.7
Arne Osojnik,N Arizona,-0.53,-1.17,-1.7
Kaden Fuhrmann,Mercyhurst,-1.35,-0.35,-1.7
Micah Caster,UL Monroe,-0.98,-0.72,-1.7
Jahni Summers,Sacramento St,0.1,-1.8,-1.7
Ty Francis,Northeastern,0.27,-1.98,-1.71
Santiago Trouet,Arizona St,-0.71,-1.0,-1.71
Terrance Jones,Manhattan,-0.02,-1.69,-1.71
CJ Ray,Chicago St,-1.29,-0.42,-1.71
