Player,Team,Est_Possessions,O_BAPM,D_BAPM,Total_BAPM
Carter Whitt,Belmont,460.2,-1.34,3.78,2.44
Zavier Fitch,Wagner,258.3,-4.56,7.0,2.44
Ethan Potter,Utah Valley,170.4,1.87,0.57,2.44
Jamal Sumlin,Kent State,498.2,4.76,-2.32,2.44
Dji Bailey,LSU,451.1,2.75,-0.31,2.44
Devon Savage,Merrimack,461.7,-5.7,8.13,2.43
Will Sydnor,Manhattan,418.7,4.4,-1.99,2.41
Luke Flynn,Wofford,255.7,5.25,-2.84,2.41
Matt Becht,Merrimack,426.0,-5.71,8.12,2.41
Nazir Williams,Cornell,438.1,7.78,-5.39,2.39
Rowan Brumbaugh,Tulane,628.6,5.16,-2.77,2.39
Honor Huff,Chattanooga,848.0,7.22,-4.83,2.39
Pierre Brooks II,Butler,574.6,7.73,-5.37,2.36
Jared Billups,George Mason,509.3,-1.23,3.58,2.35
Jaden Winston,Manhattan,544.5,4.74,-2.4,2.34
Trevor Mullin,Yale,159.4,-0.8,3.13,2.33
AJ Bates,Louisiana Tech,311.4,-0.72,3.05,2.33
Chris Mpaka,Tarleton St,242.3,-0.42,2.75,2.33
CJ Fulton,Charleston,432.0,0.71,1.61,2.32
Jyare Davis,Syracuse,373.8,8.5,-6.18,2.32
PJ Fuller II,CSU Northridge,327.0,1.64,0.68,2.32
Jordan Sears,LSU,333.8,2.68,-0.39,2.29
Shaquil Bender,Manhattan,464.0,3.76,-1.48,2.28
Jonathan Pierre,Belmont,399.7,-1.6,3.88,2.28
Shammah Scott,Akron,481.7,4.43,-2.15,2.28
Jaylen Blakes,Stanford,527.9,-0.32,2.58,2.26
Ileri Ayo-Faleye,Vermont,470.4,-2.01,4.26,2.25
Bubu Benjamin,Tarleton St,417.1,-0.67,2.88,2.21
Grady Lewis,CSU Northridge,221.8,1.51,0.69,2.2
Osiris Grady,Utah Valley,273.5,1.32,0.88,2.2
Freddy Hicks,Tarleton St,199.0,-0.83,3.02,2.19
Sam Alamutu,Vermont,427.8,-2.05,4.22,2.17
Great Osobor,Washington,396.6,5.32,-3.15,2.17
BJ Kolly,Montana St,29.8,2.34,-0.19,2.15
Fraser Roxburgh,Manhattan,268.4,3.93,-1.78,2.15
Daniel Ortiz,North Alabama,390.7,4.25,-2.11,2.14
Nate Kingz,Oregon St,283.1,9.56,-7.42,2.14
Isaiah Walker,Belmont,455.2,-2.04,4.18,2.14
Johnny Kinziger,Illinois St,631.9,6.22,-4.1,2.12
Zack Austin,Pitt,447.3,-2.58,4.68,2.1
Isaac Ondekane,Omaha,287.8,3.9,-1.82,2.08
Derrin Boyd,Charleston,426.0,0.25,1.8,2.05
Corey Washington,Wichita St,513.6,2.64,-0.6,2.04
Teo Rice,Yale,12.0,-1.38,3.41,2.03
Donte Bacchus,North Alabama,307.0,4.44,-2.42,2.02
Finley Bizjack,Butler,557.1,7.71,-5.69,2.02
Adrian Wooley,Kennesaw St,551.4,4.66,-2.64,2.02
Riley Parker,Saint Francis,490.4,1.7,0.31,2.01
Mekhi Mason,Washington,412.1,4.6,-2.6,2.0
Nate Johnson,Akron,570.3,4.72,-2.72,2.0
Markus Burton,Notre Dame,611.9,9.09,-7.09,2.0
Jordan Brathwaite,Yale,41.1,-1.45,3.45,2.0
Riley Fox,Yale,70.1,-1.46,3.44,1.98
Hayden Welling,Utah Valley,99.4,1.04,0.94,1.98
Jaquan Carlos,Syracuse,451.6,7.83,-5.85,1.98
VonCameron Davis,Kent State,613.3,4.47,-2.49,1.98
Garrison Keeslar,Chattanooga,702.0,6.03,-4.06,1.97
Jao Ituka,Jax State,271.1,-2.11,4.07,1.96
Jack Molloy,Yale,70.8,-1.43,3.39,1.96
Vyctorius Miller,LSU,170.1,1.85,0.1,1.95
Cameron Corhen,Pitt,327.0,-2.6,4.55,1.95
Curtis Givens III,LSU,299.9,1.81,0.14,1.95
Cory Wells,Utah Valley,114.1,0.91,1.02,1.93
TJ Hurley,Vermont,469.7,-2.54,4.46,1.92
Darius Maddox,George Mason,575.0,-0.77,2.67,1.9
Cli'Ron Hornbeak,Kent State,382.7,4.25,-2.35,1.9
Chansey Willis Jr.,W Michigan,457.1,1.97,-0.07,1.9
Franck Kepnang,Washington,235.2,4.23,-2.34,1.89
Tyje Kelton,Wagner,156.6,-5.45,7.34,1.89
Lance Waddles,Omaha,221.0,3.95,-2.06,1.89
Bash Wieland,Chattanooga,685.6,6.32,-4.44,1.88
Chisom Okpara,Stanford,284.4,-1.4,3.26,1.86
Kylin Green,Utah Valley,194.8,0.87,0.99,1.86
Lazar Djokovic,Charleston,278.0,-0.37,2.22,1.85
Isaiah Sy,Oregon St,286.4,9.18,-7.33,1.85
Tye Dorset,Merrimack,279.2,-6.9,8.75,1.85
Guy Ragland Jr.,Cornell,407.5,7.11,-5.27,1.84
Keitenn Bristow,Tarleton St,310.4,-1.18,3.02,1.84
Jayden Reid,South Florida,355.0,-0.8,2.64,1.84
Ja'Kair Sanchez,Wagner,159.2,-5.49,7.32,1.83
Quincy Ballard,Wichita St,575.5,2.03,-0.22,1.81
Jlynn Counter,MTSU,486.1,4.53,-2.74,1.79
Jordan Mizell,Tarleton St,298.8,-1.34,3.11,1.77
Jeannot Basima,Yale,2.0,-1.85,3.6,1.75
Brayden O'Connor,George Mason,481.5,-1.37,3.11,1.74
Jordan Crawford,Louisiana Tech,159.8,-1.72,3.46,1.74
Jamille Reynolds,South Florida,453.5,-1.05,2.79,1.74
Iaroslav Niagu,Jax State,241.0,-2.57,4.3,1.73
K.D. Johnson,George Mason,382.5,-1.27,2.99,1.72
Benny Gealer,Stanford,338.9,-1.57,3.28,1.71
AJ Smith,Charleston,326.0,-0.3,2.01,1.71
Sean Elkinton,Louisiana Tech,89.4,-1.89,3.59,1.7
Noah Taitz,Utah Valley,126.6,0.43,1.27,1.7
Ja'Sean Glover,Omaha,278.3,3.72,-2.03,1.69
Deywilk Tavarez,Charleston,312.1,-0.85,2.52,1.67
Cannon Richards,Wofford,3.0,3.99,-2.32,1.67
Jahmyl Telfort,Butler,498.3,6.98,-5.32,1.66
Abdulai Fanta Kabba,Denver,104.9,-0.22,1.86,1.64
Malik Edmead,Merrimack,193.9,-7.19,8.82,1.63
Kamryn Thomas,Omaha,340.4,3.39,-1.77,1.62
Will Soucie,North Alabama,423.7,3.29,-1.67,1.62
Jake Fiegen,Cornell,417.2,6.51,-4.9,1.61
Tyler Harris,Washington,385.8,3.81,-2.2,1.61
Churchill Bounds,Wagner,118.0,-5.96,7.56,1.6
Josh Pickett,Denver,121.2,-0.18,1.78,1.6
Juan Cranford Jr.,Saint Francis,462.5,0.87,0.72,1.59
Brandon Stroud,South Florida,389.4,-1.26,2.84,1.58
Isaiah Carr,Denver,89.1,-0.22,1.8,1.58
Marcus Boykin,Sam Houston,405.5,3.04,-1.46,1.58
Chris Moncrief,Saint Francis,421.1,0.78,0.79,1.57
Guillermo Diaz Graham,Pitt,352.2,-3.56,5.13,1.57
Amani Lyles,Akron,377.3,3.53,-1.98,1.55
Brandin Cummings,Pitt,285.6,-3.94,5.48,1.54
Ryan Agarwal,Stanford,493.4,-1.78,3.31,1.53
Shamir Bogues,Vermont,262.4,-3.43,4.95,1.52
Zoom Diallo,Washington,343.4,3.65,-2.13,1.52
Lucas Taylor,Syracuse,262.8,6.87,-5.35,1.52
Asher Woods,Tulane,566.4,3.59,-2.09,1.5
Cooper Noard,Cornell,445.9,6.63,-5.13,1.5
Isaiah Addo-Ankrah,Denver,88.1,-0.35,1.84,1.49
Nick Fiorillo,Vermont,479.1,-3.36,4.84,1.48
Matt Rogers,American,357.5,-0.04,1.52,1.48
Sam Orme,Belmont,160.6,-3.43,4.9,1.47
Valentino Pinedo,Saint Francis,468.3,1.03,0.43,1.46
Cian Medley,Kent State,565.7,3.83,-2.37,1.46
Xavier Bell,Wichita St,552.6,1.64,-0.2,1.44
Keyontae Lewis,Wagner,127.1,-6.22,7.65,1.43
Isaiah Gray,Akron,411.3,2.76,-1.34,1.42
Derek Fountain,LSU,126.6,1.19,0.22,1.41
Tavari Johnson,Akron,486.9,3.45,-2.05,1.4
Jeff Planutis,Mercyhurst,233.6,7.36,-5.99,1.37
Izzy Miles,Tarleton St,289.4,-2.11,3.47,1.36
Kalifa Sakho,Sam Houston,363.7,2.76,-1.4,1.36
Joshua Streit,Omaha,227.5,3.04,-1.68,1.36
Bernie Blunt III,Mercyhurst,202.7,7.28,-5.92,1.36
Shereef Mitchell,Ohio,402.8,4.14,-2.8,1.34
Johan Munch,Oregon St,76.7,8.02,-6.7,1.32
Judson Martindale,CSU Northridge,124.3,-0.01,1.31,1.3
Chris Bell,Syracuse,253.5,6.83,-5.55,1.28
Jestin Porter,MTSU,589.9,3.7,-2.42,1.28
Corey Chest,LSU,108.3,0.81,0.47,1.28
Josh Lee,Denver,81.0,-0.77,2.03,1.26
Will Allen,Louisiana Tech,63.4,-2.67,3.92,1.25
Jon Mani,Denver,133.4,-0.99,2.23,1.24
Jackson Paveletzke,Ohio,440.4,4.02,-2.81,1.21
Aidan Cammann,Stanford,272.0,-2.67,3.88,1.21
K.J. Doucet,Winthrop,420.5,2.19,-0.98,1.21
Kobe Knox,South Florida,466.1,-1.79,2.99,1.2
Jordan Brinson,CSU Northridge,122.4,-0.23,1.42,1.19
Brody Peebles,Belmont,185.5,-3.83,5.01,1.18
Ali Dibba,S Illinois,490.0,4.59,-3.41,1.18
Di'Andre Howell-South,Wagner,38.9,-6.77,7.94,1.17
Maxim Logue,Oregon St,56.6,7.89,-6.72,1.17
Ty Pence,Illinois St,343.6,4.87,-3.7,1.17
Cameron Huefner,Sam Houston,432.6,2.62,-1.46,1.16
Kelton Talford,Winthrop,437.5,2.19,-1.04,1.15
Gregg Glenn III,Tulane,484.1,3.2,-2.06,1.14
Allen Mukeba,Oakland,508.7,5.57,-4.45,1.12
Landon Lewis,Brown,338.4,-2.33,3.43,1.1
Aidan Driggers,Jax State,0.0,-3.78,4.87,1.09
Landren Blocker,Louisiana Tech,34.2,-2.94,4.01,1.07
Cooper Schwieger,Valparaiso,566.1,5.2,-4.14,1.06
Daemar Kelly,Saint Francis,488.4,0.42,0.61,1.03
Devin Ree,Louisiana Tech,84.4,-3.0,4.03,1.03
Brigham Rogers,Belmont,312.0,-4.09,5.1,1.01
Collin Mulholland,Chattanooga,310.7,4.44,-3.44,1.0
DJ Davis,Washington,233.1,3.07,-2.08,0.99
Woody Newton,George Mason,362.2,-2.83,3.81,0.98
Kasen Harrison,Winthrop,446.8,2.04,-1.06,0.98
Donovan Williams,W Michigan,449.1,0.37,0.61,0.98
LeJuan Watts,Washington St,425.2,3.89,-2.92,0.97
Festus Ndumanya,CSU Northridge,34.8,-0.65,1.61,0.96
Ethan Price,Washington St,399.0,3.7,-2.75,0.95
Jalen Barbee,CSU Northridge,17.4,-0.69,1.64,0.95
Aidan Reichert,Mercyhurst,224.6,6.58,-5.65,0.93
James Okonkwo,Akron,295.8,2.38,-1.46,0.92
Naheem McLeod,Syracuse,109.2,5.86,-4.98,0.88
Kaleb Banks,Tulane,474.6,2.59,-1.72,0.87
Rob Martin,SE Missouri,341.7,-0.4,1.27,0.87
Kyle Cuffe Jr.,Syracuse,167.4,5.92,-5.06,0.86
Tae Davis,Notre Dame,541.0,6.98,-6.12,0.86
Simeon Cottle,Kennesaw St,510.9,3.32,-2.47,0.85
Grant Stubblefield,Omaha,17.3,2.08,-1.23,0.85
Drew Scharnowski,Belmont,136.4,-4.33,5.18,0.85
Ronnie DeGray III,Wichita St,562.6,0.7,0.13,0.83
David Murray,Merrimack,32.3,-8.59,9.42,0.83
Bijan Cortes,Wichita St,563.9,0.52,0.29,0.81
Torey Alston,MTSU,358.3,3.09,-2.28,0.81
Andre Screen,Butler,363.7,5.5,-4.71,0.79
Matthew Marsh,Oregon St,23.8,7.21,-6.42,0.79
Zach Anderson,George Mason,335.0,-2.99,3.76,0.77
Pedro Lopez-Sanvicente,Denver,71.2,-1.66,2.43,0.77
Kam Williams,Tulane,501.5,2.34,-1.57,0.77
Ja'Quavis Williford,Oregon St,35.2,7.13,-6.36,0.77
Canin Jefferson,North Alabama,169.2,2.01,-1.25,0.76
Khamani Cooper,Omaha,17.3,1.87,-1.12,0.75
Mike Bekelja,Kent State,214.4,2.26,-1.51,0.75
Gavin Marrs,Oregon St,1.0,7.09,-6.35,0.74
Aidan Noyes,Belmont,118.4,-4.52,5.24,0.72
Thomas Ndong,Oregon St,8.4,7.08,-6.36,0.72
Amsal Delalic,Pitt,146.4,-5.06,5.77,0.71
Karon Boyd,ETSU,308.5,-1.47,2.18,0.71
Frank Champion,Chattanooga,261.7,4.38,-3.67,0.71
Petar Majstorovic,Syracuse,167.5,5.58,-4.88,0.7
Dylan Hayman,Incarnate Word,660.0,2.64,-1.95,0.69
Kino Lilly Jr.,Brown,439.8,-2.96,3.65,0.69
Jack Daugherty,Illinois St,254.1,3.69,-3.02,0.67
Chris Loofe,MTSU,215.6,2.54,-1.87,0.67
Jace Roquemore,Vermont,258.1,-4.65,5.31,0.66
JaVaughn Hannah,W Michigan,408.4,0.16,0.5,0.66
Kamari Lands,MTSU,246.7,2.4,-1.75,0.65
Nick Johnson,Winthrop,413.9,1.46,-0.81,0.65
Kennard Davis Jr.,S Illinois,468.0,4.02,-3.37,0.65
Malachi Poindexter,Illinois St,307.3,3.93,-3.29,0.64
Markhi Strickland,W Michigan,402.9,-0.43,1.07,0.64
Harlond Beverly,Wichita St,391.0,0.73,-0.09,0.64
Benjamin Bowen,Denver,45.8,-1.93,2.56,0.63
Kameron Hobbs,Morgan St,550.4,5.11,-4.48,0.63
Jordan Davis,Illinois St,465.0,3.63,-3.03,0.6
Donavin Young,Stanford,246.9,-3.19,3.79,0.6
Justin Bufford,MTSU,394.8,2.37,-1.77,0.6
Justas Stonkus,Charleston,236.3,-2.26,2.84,0.58
Djahi Binet,Alcorn St,343.0,6.13,-5.56,0.57
All Wright,Valparaiso,526.9,4.24,-3.71,0.53
Marko Ljubicic,Manhattan,69.6,1.17,-0.65,0.52
CJ Brown,South Florida,354.6,-3.02,3.53,0.51
Elijah Jones,Charleston,154.2,-2.49,3.0,0.51
Nick Krass,Tarleton St,67.1,-3.65,4.15,0.5
Aryan Arora,Manhattan,1.0,1.15,-0.65,0.5
Michael Lawlor,Manhattan,0.0,1.13,-0.64,0.49
Karim Elgizawy,Tarleton St,34.8,-3.7,4.18,0.48
Shemar Rathan-Mayes,Mercyhurst,201.2,5.79,-5.31,0.48
Greg Jones,American,369.5,-1.82,2.29,0.47
Boden Kapke,Butler,323.9,5.29,-4.82,0.47
Tre Green,MTSU,235.2,2.19,-1.73,0.46
Jack Kostel,Chattanooga,310.1,3.94,-3.49,0.45
John Berbano,Manhattan,0.0,1.06,-0.61,0.45
Sharron Young,Akron,259.3,1.72,-1.27,0.45
Nico Galette,Youngstown St,464.0,3.55,-3.11,0.44
Wilhelm Breidenbach,Washington,247.0,1.94,-1.5,0.44
DarKaun King,North Alabama,80.0,1.38,-0.94,0.44
Daniel Hackett,Manhattan,1.0,1.02,-0.59,0.43
Roy Marom,Tarleton St,2.0,-3.79,4.21,0.42
Joseph Martinez,Tarleton St,0.5,-3.8,4.21,0.41
Marty Silvera,Tarleton St,10.3,-3.81,4.2,0.39
DJ Hughes,ETSU,259.8,-2.08,2.47,0.39
Giovanni Emejuru,George Mason,205.0,-3.66,4.04,0.38
Jimmie Williams,South Florida,194.5,-3.54,3.92,0.38
Magnus Entenmann,Kent State,11.4,1.47,-1.1,0.37
Alexander Lesburt Jr.,Brown,337.9,-3.67,4.03,0.36
Caden Powell,Rice,322.9,6.13,-5.77,0.36
Cesare Edwards,Georgia St,473.4,6.97,-6.61,0.36
Lincoln Ball,American,392.2,-1.93,2.28,0.35
Tallis Toure,Stanford,4.9,-3.96,4.3,0.34
Evan Stinson,Stanford,39.8,-3.96,4.3,0.34
Adam Hinton,Cornell,235.5,4.39,-4.05,0.34
Samage Teel,Indiana St,390.9,5.57,-5.24,0.33
Deshaun Jackson Jr.,Mercyhurst,66.1,5.49,-5.17,0.32
Jaylen Thompson,Stanford,40.8,-4.0,4.32,0.32
Patrick McCaffery,Butler,531.1,5.51,-5.2,0.31
Jalyke Gaines-Wyatt,Alcorn St,356.0,5.53,-5.22,0.31
Kolby King,Butler,328.8,4.83,-4.53,0.3
Enoch Cheeks,Dayton,563.4,2.82,-2.52,0.3
Kevin de Kovachich,North Alabama,29.3,1.14,-0.84,0.3
Teddy Washington Jr.,SE Missouri,324.6,-1.28,1.57,0.29
Landon Wolf,Illinois St,303.6,3.1,-2.81,0.29
Bryce Baker,Winthrop,297.2,0.84,-0.56,0.28
Des Watson,Loyola Chicago,759.4,0.28,-0.01,0.27
AJ Clayton,Ohio,338.8,2.57,-2.31,0.26
Cole Kastner,Stanford,12.0,-4.1,4.35,0.25
Jorge Diaz Graham,Pitt,46.1,-5.86,6.1,0.24
Mari Jordan,Tulane,255.3,1.09,-0.88,0.21
Owen Lobsinger,W Michigan,229.0,-0.81,1.0,0.19
Caden Boser,Illinois St,166.8,3.14,-2.96,0.18
Daniel Akitoby,Morgan St,406.5,3.9,-3.72,0.18
N'famara Dabo,Brown,224.4,-3.95,4.11,0.16
Jacob Beccles,Cornell,250.6,4.13,-3.97,0.16
Sean Cusano,Chattanooga,151.1,3.18,-3.02,0.16
Bowen Hardman,Akron,280.9,1.33,-1.17,0.16
Tyree Ihenacho,Washington,175.8,1.45,-1.3,0.15
Elijah Stephens,American,431.8,-2.1,2.25,0.15
Braedan Lue,Kennesaw St,432.6,1.73,-1.58,0.15
Makai Richards,Chattanooga,146.4,3.21,-3.07,0.14
Elijah Moore,Syracuse,13.5,4.59,-4.46,0.13
Seth Wilson,Akron,371.0,1.65,-1.53,0.12
Dane Erikstrup,Washington St,318.3,2.29,-2.18,0.11
Tuburu Naivalurua,Oakland,509.4,3.89,-3.79,0.1
Sean Blake,Vermont,162.0,-5.59,5.69,0.1
Frankquon Sherman,Kennesaw St,327.9,2.06,-1.96,0.1
Colin Smalls,American,313.2,-2.18,2.26,0.08
Drew Steffe,S Illinois,445.8,2.57,-2.5,0.07
Jalin Anderson,Incarnate Word,526.7,1.65,-1.6,0.05
Latif Diouf,Chattanooga,165.2,3.14,-3.09,0.05
Jayden Dawson,Loyola Chicago,680.9,0.29,-0.25,0.04
Ryan Kiachian,Cornell,139.7,3.88,-3.84,0.04
Noah Barnett,Vermont,123.0,-5.74,5.77,0.03
Marcus Tankersley,Alcorn St,412.8,5.25,-5.22,0.03
Jake Lemelman,Mercyhurst,66.6,4.97,-4.94,0.03
Stas Sivka,George Mason,50.0,-4.44,4.46,0.02
DQ Cole,Oakland,468.1,3.73,-3.71,0.02
Rongie Gordon,Kennesaw St,411.7,1.31,-1.31,0.0
Adam Comer,Charleston,21.8,-3.44,3.44,0.0
Justin Begg,George Mason,113.1,-4.5,4.48,-0.02
Malcolm Wrisby-Jefferson,Brown,238.5,-4.26,4.23,-0.03
Papa Amadou Kante,Pitt,19.4,-6.36,6.33,-0.03
Jake Dykstra,Belmont,2.0,-5.88,5.84,-0.04
Miles Rubin,Loyola Chicago,532.5,0.44,-0.48,-0.04
Quincy Ademokoya,South Florida,211.1,-4.05,3.99,-0.06
Wisler Sanon II,Saint Francis,134.8,-2.01,1.95,-0.06
Landon Moore,Butler,249.6,4.14,-4.21,-0.07
Chase Tucker,George Mason,0.0,-4.69,4.56,-0.13
Brendan Terry,SE Missouri,215.6,-1.95,1.82,-0.13
Vic Searls,Ohio,198.6,1.68,-1.81,-0.13
Christian King,Washington,35.8,0.94,-1.07,-0.13
Bryson Cokley,George Mason,0.0,-4.7,4.56,-0.14
Qadir Martin,Mercyhurst,73.3,4.63,-4.77,-0.14
Brandon Mitchell-Day,Dartmouth,401.8,-6.91,6.77,-0.14
Josiah Hammons,Sam Houston,353.7,0.48,-0.64,-0.16
Kasen Jennings,South Florida,291.6,-4.3,4.14,-0.16
Elijah Elliott,Ohio,283.4,1.53,-1.7,-0.17
AJ Brown,Ohio,210.6,1.66,-1.83,-0.17
Kellen Amos,Rice,297.4,5.12,-5.29,-0.17
Cameron Barnes,Illinois St,37.3,2.23,-2.42,-0.19
Elmore James IV,Ohio,179.5,1.78,-1.97,-0.19
Jacob Johnson,MTSU,51.7,1.02,-1.22,-0.2
Jaden Daughtry,Indiana St,211.7,4.4,-4.62,-0.22
Allen Strothers,ETSU,205.2,-3.04,2.82,-0.22
Bobby Rosenberger III,Saint Francis,162.9,-2.05,1.83,-0.22
Davion Bailey,Incarnate Word,666.5,1.36,-1.59,-0.23
Nate Calmese,Washington St,351.6,1.79,-2.02,-0.23
Isaiah Jones,Oakland,462.0,2.85,-3.09,-0.24
Matt Mayock,American,272.5,-3.22,2.96,-0.26
Michael Pajeaud,Alcorn St,375.3,4.39,-4.65,-0.26
Aaron Cooley,Brown,283.0,-4.71,4.45,-0.26
Max Burton,W Michigan,270.0,-1.93,1.66,-0.27
Paul Jones III,Winthrop,177.2,-0.38,0.11,-0.27
Jeremy Clayville,Saint Francis,135.7,-2.14,1.86,-0.28
Nate Santos,Dayton,535.7,1.72,-2.0,-0.28
Gioacchino Panzini,Cornell,56.8,3.32,-3.62,-0.3
Robert Hinton,Harvard,319.1,1.7,-2.02,-0.32
Jacob Ognacevic,Lipscomb,516.6,-2.05,1.71,-0.34
Tommy Kamarad,Winthrop,308.0,-0.62,0.28,-0.34
Aidan Harris,Saint Francis,80.9,-2.48,2.13,-0.35
Chris Cain,Cornell,45.8,3.18,-3.53,-0.35
PJay Smith Jr.,Furman,536.2,-0.18,-0.17,-0.35
J.R. Konieczny,Notre Dame,338.4,5.07,-5.42,-0.35
Christian Fussell,MTSU,9.8,0.72,-1.1,-0.38
Jase Butler,Washington,27.8,0.53,-0.91,-0.38
Javon Bennett,Dayton,524.6,1.77,-2.16,-0.39
Geoff Sprouse,American,282.3,-2.77,2.38,-0.39
Cade Norris,Illinois St,5.0,1.89,-2.29,-0.4
Jelani Hamilton,Georgia St,417.3,5.56,-5.96,-0.4
Zarique Nutter,Georgia St,275.5,5.57,-5.98,-0.41
Aaron Nkrumah,Tennessee St,337.4,1.85,-2.27,-0.42
Victor Payne,Saint Francis,52.3,-2.51,2.08,-0.43
Braxton Stacker,SE Missouri,259.8,-2.5,2.06,-0.44
Corbin Zentner,Cornell,9.0,3.03,-3.48,-0.45
Marvin Musiime-Kamali,Akron,82.4,0.22,-0.68,-0.46
Amiri Stewart,Sacred Heart,499.0,-0.63,0.17,-0.46
Parker Robison,Chattanooga,30.0,2.1,-2.57,-0.47
Thomas Batties III,Harvard,391.4,1.25,-1.74,-0.49
Maki Johnson,ETSU,224.6,-3.32,2.83,-0.49
Noah Melson,Chattanooga,36.4,2.11,-2.61,-0.5
DJ Nix,Cornell,45.2,2.96,-3.47,-0.51
Isaiah Watts,Washington St,312.5,1.2,-1.72,-0.52
Percy Daniels,Tulane,182.1,-0.01,-0.52,-0.53
Seth Joba,Vermont,18.3,-6.76,6.22,-0.54
Max Mackinnon,Portland,385.3,0.82,-1.37,-0.55
Ryan Lopez,Chattanooga,0.0,1.97,-2.53,-0.56
Liam Vitters,Chattanooga,0.0,1.97,-2.53,-0.56
Houston Holland,Chattanooga,0.0,1.97,-2.53,-0.56
Jamil Miller,Kennesaw St,270.9,0.67,-1.24,-0.57
Brennen Burns,Sam Houston,192.3,-0.08,-0.5,-0.58
Gabe Sisk,ETSU,102.1,-3.73,3.15,-0.58
Evan Haywood,Butler,108.5,3.35,-3.93,-0.58
Davian Williams,Alcorn St,306.8,3.74,-4.32,-0.58
Miles Webb,Saint Francis,32.9,-2.76,2.17,-0.59
Jaden Seymour,ETSU,131.0,-3.61,3.02,-0.59
Jacob Dar,Rice,314.1,4.66,-5.25,-0.59
Malachi Smith,Dayton,448.5,1.41,-2.01,-0.6
Ugnius Jarusevicius,C Michigan,357.1,0.52,-1.12,-0.6
Max Jusianiec,Mercyhurst,179.7,3.81,-4.42,-0.61
Nikita Konstantynovskyi,Notre Dame,292.3,4.41,-5.02,-0.61
Camp Wagner,Indiana St,365.1,3.87,-4.49,-0.62
Rihards Vavers,Washington St,215.2,1.07,-1.69,-0.62
Wyatt Nausadis,American,155.3,-3.62,3.0,-0.62
Aaron Gray,Indiana St,274.9,3.88,-4.51,-0.63
Kebba Njie,Notre Dame,236.8,4.35,-4.98,-0.63
Erik Taylor,Sam Houston,102.3,-0.31,-0.32,-0.63
Brandon Muntu,W Michigan,205.6,-2.4,1.76,-0.64
Daniel Tobiloba,South Florida,48.9,-5.15,4.5,-0.65
Anthony Nimani,Cornell,30.4,2.73,-3.39,-0.66
Gabe Dynes,Youngstown St,266.4,1.4,-2.06,-0.66
Terri Miller Jr.,Portland St,342.5,-4.18,3.52,-0.66
Julian Roper II,Notre Dame,259.5,4.23,-4.9,-0.67
Evan Wilson,Akron,4.0,-0.3,-0.4,-0.7
Bryce Johnson,Sacred Heart,426.4,-1.04,0.34,-0.7
Lyndel Erold,Brown,208.1,-5.38,4.67,-0.71
Sheldon Edwards Jr.,Loyola Chicago,645.6,-0.91,0.18,-0.73
Matt Allocco,Notre Dame,255.9,4.25,-4.98,-0.73
Jarrett Hensley,S Illinois,379.0,1.19,-1.92,-0.73
Jaxson Ford,Sam Houston,96.2,-0.54,-0.19,-0.73
Jeff Woodward,Colgate,391.2,4.06,-4.8,-0.74
Matej Bosnjak,Wichita St,156.1,-1.78,1.03,-0.75
Jayson Woodrich,Oakland,319.2,2.17,-2.93,-0.76
Will Thomas,Morgan St,456.2,2.77,-3.54,-0.77
Cheikh Ndiaye,Sam Houston,109.4,-0.49,-0.28,-0.77
AJ McGinnis,Wichita St,233.4,-1.82,1.03,-0.79
Braeden Shrewsberry,Notre Dame,180.6,4.27,-5.07,-0.8
Tyler Ringgold,Tulane,99.8,-0.4,-0.4,-0.8
Ryan Conwell,Butler,15.4,2.84,-3.65,-0.81
Tomas Thrastarson,Washington St,300.9,0.93,-1.75,-0.82
Carlous Williams,Tennessee St,251.6,1.09,-1.91,-0.82
ND Okafor,Washington St,163.9,0.66,-1.48,-0.82
Jordan Pyke,Incarnate Word,442.4,0.36,-1.19,-0.83
Nick McMullen,Georgia St,366.2,4.92,-5.76,-0.84
Adrian Uchidiuno,Brown,127.2,-5.76,4.92,-0.84
Juwan Maxey,Youngstown St,429.4,1.3,-2.14,-0.84
Dailyn Swain,Butler,9.4,2.81,-3.66,-0.85
Ryan Cornish,Dartmouth,448.7,-8.12,7.27,-0.85
Logan Duncomb,Winthrop,111.3,-1.27,0.41,-0.86
Ethan McComb,Butler,1.0,2.79,-3.65,-0.86
Dante Maddox Jr.,Butler,21.4,2.8,-3.67,-0.87
Marcus Foster,Butler,22.4,2.8,-3.68,-0.88
Jerome Hunter,Butler,16.0,2.79,-3.67,-0.88
Donald Hand Jr.,Boston College,438.4,4.73,-5.62,-0.89
Justin Hill,Wichita St,137.7,-2.13,1.22,-0.91
Ronald Jessamy,Tennessee St,159.4,1.05,-1.99,-0.94
Chad Venning,Boston College,293.8,4.15,-5.09,-0.94
Cole Certa,Notre Dame,165.5,3.84,-4.79,-0.95
Jakobi Heady,C Michigan,433.4,-0.26,-0.69,-0.95
Ricardo Wright,Kennesaw St,188.5,0.08,-1.04,-0.96
Mykolas Ivanauskas,Mercyhurst,15.3,3.25,-4.22,-0.97
Sir Mohammed,Notre Dame,301.4,3.93,-4.91,-0.98
Chandler Pigge,Harvard,328.2,0.3,-1.28,-0.98
Will Pruitt,Lipscomb,496.1,-3.57,2.58,-0.99
Trae Broadnax,Rice,274.6,4.21,-5.2,-0.99
Jalen DeLoach,Loyola Chicago,265.4,-1.86,0.87,-0.99
