Player,Team,O_BAPM,D_BAPM,Total_BAPM
Luke Cecchi,Siena,0.05,0.05,0.1
Luke Skaljac,Miami OH,0.1,0.0,0.1
Isaiah Addo-Ankrah,Denver,0.31,-0.21,0.1
Howie Fleming Jr.,UT Rio Grande,0.16,-0.06,0.1
Felix Okpara,Tennessee,0.45,-0.35,0.1
Lysander Rehnstrom,Navy,0.04,0.05,0.09
Hashem Asadallah,Georgetown,0.02,0.07,0.09
Drew Scharnowski,Belmont,-0.06,0.15,0.09
Joe Spinelli,Chicago St,0.21,-0.12,0.09
Amari Williams,Kentucky,0.07,0.02,0.09
Jojo Wallace,Iona,0.06,0.03,0.09
Jamir Watkins,Florida St,-0.17,0.26,0.09
Steve Settle III,Temple,0.95,-0.86,0.09
Kenyon Giles,UNC Greensboro,0.03,0.06,0.09
Cameron Butler,Alcorn St,0.08,0.01,0.09
Ronald Jessamy,Tennessee St,0.21,-0.12,0.09
Greg Spate,Chicago St,-0.16,0.25,0.09
Christian Nitu,Florida St,-0.3,0.39,0.09
Jared Harris,Memphis,0.01,0.08,0.09
Damarco Minor,Oregon St,0.99,-0.9,0.09
Tarence Guinyard,UT Martin,0.38,-0.29,0.09
Jack Daugherty,Illinois St,-0.15,0.24,0.09
Conrad Hawley,Iowa State,-0.04,0.13,0.09
Colin Smith,Santa Barbara,1.09,-1.0,0.09
Marcus Rigsby Jr.,Troy,-0.2,0.29,0.09
Malik Rasul,Lafayette,-0.13,0.21,0.08
Cameron Shockley-Okeke,Howard,0.07,0.01,0.08
Evan Wilson,Akron,0.1,-0.02,0.08
Mookie Cook,Oregon,0.02,0.06,0.08
Brandon Walker,Montana St,0.36,-0.28,0.08
Darius Dawson,Austin Peay,0.52,-0.44,0.08
LJ Wells,N Kentucky,-0.19,0.27,0.08
Brian Waddell,Purdue,0.08,0.0,0.08
Bryson Spell,Liberty,0.03,0.05,0.08
Juan Reyna III,Unknown Team,0.39,-0.31,0.08
Romeo Myrthil,Dartmouth,-1.06,1.14,0.08
Tajavis Miller,N Dakota St,0.22,-0.14,0.08
Kahmare Holmes,Wofford,0.49,-0.41,0.08
Jack Karasinski,Bellarmine,-0.06,0.14,0.08
Kachi Nzeh,Penn State,-0.2,0.28,0.08
Jaylen Murray,Ole Miss,0.51,-0.43,0.08
Kyle Edison,SE Louisiana,0.64,-0.56,0.08
Robert Carpenter,New Mexico St,-0.48,0.56,0.08
Dhiaukuei Manyiel Dut,Georgia St,-0.01,0.09,0.08
Malek Abdelgowad,UMass,-0.13,0.21,0.08
Robbie Avila,Saint Louis,0.24,-0.16,0.08
Sheldon Edwards Jr.,Loyola Chicago,0.2,-0.12,0.08
Riley Fox,Yale,0.02,0.06,0.08
RJ Felton,East Carolina,0.71,-0.63,0.08
Nikola Milosevic,Little Rock,0.06,0.02,0.08
Elliot Lowndes,SE Missouri,-0.02,0.1,0.08
Tyrese Hughey,Furman,-0.04,0.12,0.08
Will Thomas,Morgan St,0.71,-0.63,0.08
Matthew Sells,Tennessee Tech,0.17,-0.09,0.08
Xavier Amos,Wisconsin,0.65,-0.58,0.07
Dominic Commisso,The Citadel,-0.02,0.09,0.07
Josh Thomas,W Michigan,-0.04,0.11,0.07
Neal Marquardt,Stonehill,-0.19,0.26,0.07
Nazar Mahmoud,UTSA,-0.04,0.11,0.07
Teo Rice,Yale,0.0,0.07,0.07
Michael Sulaka,W Michigan,0.05,0.02,0.07
Jalin Anderson,Incarnate Word,0.24,-0.17,0.07
Kajus Kublickas,Florida,0.08,-0.01,0.07
O'Mar Stanley,Boise St,-0.02,0.09,0.07
Jalil Beaubrun,App State,-0.42,0.49,0.07
Jayden Cooper,South Alabama,0.03,0.04,0.07
Jaron Pierre Jr.,Jax State,-0.79,0.86,0.07
Chas Kelley III,Boston College,0.39,-0.32,0.07
Jack Stefanski,W Michigan,0.05,0.02,0.07
Tito Deng,Jacksonville,0.17,-0.1,0.07
Colby Tanner,Abilene Chrstn,0.07,0.0,0.07
Gicarri Harris,Purdue,0.02,0.05,0.07
Malachi McReed,Southern,0.14,-0.07,0.07
Jared Coleman-Jones,San Diego St,-0.33,0.4,0.07
Javian McCollum,Georgia Tech,-0.11,0.17,0.06
Jayden Quaintance,Arizona St,-0.42,0.48,0.06
Chris Tadjo,Iowa,-0.06,0.12,0.06
Derek Simpson,Saint Joseph's,0.14,-0.08,0.06
Zach Laput,Davidson,0.53,-0.47,0.06
Chaz Watson,Cleveland St,0.07,-0.01,0.06
James Morrow,SC State,-0.02,0.08,0.06
Babacar Diallo,Kansas City,-0.51,0.57,0.06
Tycen McDaniels,Alcorn St,0.16,-0.1,0.06
Kevon Vanderhorst,Drexel,-0.38,0.44,0.06
Jaden Harris,New Mexico St,-0.58,0.64,0.06
Roosevelt Wheeler,ETSU,0.07,-0.01,0.06
Joshua Strong,Howard,-0.03,0.09,0.06
Ryan Pettit,Lafayette,-0.84,0.9,0.06
Isaiah Cottrell,UNLV,-0.39,0.45,0.06
Carnegie Johnson,Navy,0.05,0.01,0.06
Emmanuel Ogbole,Rutgers,0.25,-0.19,0.06
Camden Heide,Purdue,0.35,-0.29,0.06
Mykol Sanchez-Vega,E Texas A&M,0.0,0.06,0.06
Chris Daniels,NC Central,0.01,0.05,0.06
Julian Larry,Texas,-0.41,0.47,0.06
Naithan George,Georgia Tech,-0.76,0.82,0.06
Pedro Lopez-Sanvicente,Denver,-0.41,0.47,0.06
Chris Mubiru,N'Western St,-0.08,0.14,0.06
Miles Rose,St Bonaventure,0.09,-0.04,0.05
Chad Venning,Boston College,0.19,-0.14,0.05
Jalen Dollar,CA Baptist,0.01,0.04,0.05
AJ Swinton,Florida St,0.47,-0.42,0.05
Gavin Marrs,Oregon St,0.05,0.0,0.05
Cesar Tchilombo,N Kentucky,0.05,0.0,0.05
Jake TenBerge,Stonehill,-0.04,0.09,0.05
Keaton Norris,Wright St,1.36,-1.31,0.05
Bradyn Foster,Penn,0.0,0.05,0.05
Markus Ilver,Wisconsin,0.13,-0.08,0.05
Roy Marom,Tarleton St,0.01,0.04,0.05
Marquis Hargrove,UAB,0.1,-0.05,0.05
Derick Hamilton,UTEP,0.21,-0.16,0.05
Elijah Stephens,American,-0.83,0.88,0.05
Marques Gates,Hou Christian,0.04,0.01,0.05
Andre Screen,Butler,0.23,-0.18,0.05
Markus Harding,Indiana St,0.1,-0.05,0.05
Vernon Collins,W Carolina,-0.45,0.5,0.05
Max Klesmit,Wisconsin,0.46,-0.41,0.05
Lucas Williams,UT Martin,0.12,-0.07,0.05
London Fields,Louisiana,0.15,-0.1,0.05
Aric Demings,Monmouth,-0.05,0.1,0.05
Trey O'Neil,Elon,0.13,-0.08,0.05
Ace Bailey,Rutgers,0.61,-0.56,0.05
Essam Mostafa,MTSU,0.32,-0.27,0.05
Aidan Shaw,Missouri,0.29,-0.24,0.05
Wesley Oba,Missouri St,-0.26,0.31,0.05
Tafara Gapare,Maryland,-0.12,0.17,0.05
Jacob Huggins,Princeton,-0.08,0.13,0.05
Justin Bufford,MTSU,-0.26,0.31,0.05
Jahni Summers,Indiana St,0.05,0.0,0.05
Lloyd McVeigh,Buffalo,0.05,0.0,0.05
Kosy Akametu,Santa Clara,-0.16,0.21,0.05
Eddie Ricks III,James Madison,0.35,-0.3,0.05
Cole Kastner,Stanford,0.19,-0.14,0.05
Rieco Hellams,Old Dominion,0.0,0.05,0.05
Jacob Holt,Sacramento St,0.25,-0.2,0.05
Julian Bowie,Boise St,-0.65,0.7,0.05
Lee Dort,California,0.58,-0.53,0.05
Theodore Pendergrass III,Delaware St,0.06,-0.01,0.05
Trent Scott,Morehead St,-0.29,0.34,0.05
Jason Jackson,Georgia St,0.01,0.04,0.05
Knute Wood,Tennessee St,-0.02,0.07,0.05
Avery Felts,Arkansas St,-0.12,0.17,0.05
Billy Richmond III,Arkansas,0.27,-0.23,0.04
Alec Millender,IU Indy,1.05,-1.01,0.04
Bobby Hurley,Arizona St,0.08,-0.04,0.04
Mohamed Keita,Temple,-0.11,0.15,0.04
Deangelo Elisee,Purdue FW,0.12,-0.08,0.04
Julian Scott,Colgate,-0.03,0.07,0.04
TJ Ford Jr.,Incarnate Word,-0.19,0.23,0.04
Logan Suber,Lipscomb,-0.15,0.19,0.04
Jaden Winston,Manhattan,1.1,-1.06,0.04
Iaroslav Niagu,Jax State,0.06,-0.02,0.04
Bowen Born,Colorado St,0.19,-0.15,0.04
Johnathan Massie,North Texas,-0.22,0.26,0.04
George Ivory III,Miss Valley St,-0.24,0.28,0.04
Eric Dixon,Villanova,0.41,-0.37,0.04
Mark Butler,Lafayette,0.06,-0.02,0.04
Phat Phat Brooks,Michigan,0.21,-0.17,0.04
Traivar Jackson,Grand Canyon,0.0,0.04,0.04
K.T. Raimey,UT Rio Grande,-0.41,0.45,0.04
Cooper Wright,Colgate,0.14,-0.1,0.04
Dailyn Swain,Butler,0.19,-0.15,0.04
Julen Iturbe,American,0.11,-0.07,0.04
Rodolfo Bolis,E Illinois,-1.06,1.1,0.04
Dean Shepherd,Delaware St,-0.01,0.05,0.04
Nick Del Bosque,San Diego,0.01,0.02,0.03
Matija Žužic,UT Martin,0.03,0.0,0.03
Merritt Alderink,Indiana St,0.06,-0.03,0.03
Elijah Kennedy,Hampton,0.01,0.02,0.03
Collin O'Toole,Villanova,0.03,0.0,0.03
Jack Francis,Texas Tech,0.03,0.0,0.03
Makhi Myles,UAB,0.03,0.0,0.03
Xavier Lipscomb,Mount St Marys,-0.4,0.43,0.03
Jackson Kotecki,Miami OH,0.12,-0.09,0.03
Burke Chebuhar,Notre Dame,0.11,-0.08,0.03
Carson Schwieger,Valparaiso,-0.11,0.14,0.03
Mezziah Oakman,Portland,0.03,0.0,0.03
Harrison Alexander,Mississippi St,0.1,-0.07,0.03
Bryce Roberts,Texas Southern,-0.1,0.13,0.03
Mike Evbagharu,C Arkansas,-0.41,0.44,0.03
Duane Rogers III,Detroit Mercy,0.03,0.0,0.03
Rakease Passmore,Kansas,0.24,-0.21,0.03
Clem Edomwonyin,Drexel,0.07,-0.04,0.03
Mark Freeman,James Madison,1.02,-0.99,0.03
Parsa Fallah,Oregon St,0.65,-0.62,0.03
Eric Parnell,Hofstra,0.11,-0.08,0.03
Sam King,Purdue,0.03,0.0,0.03
Jalen Keago,Alabama St,0.03,0.0,0.03
Brady Uhl,Dayton,-0.04,0.07,0.03
Jason Nelson,Youngstown St,0.0,0.03,0.03
David Idada,SE Missouri,-0.37,0.4,0.03
AJ Hopkins,UT Martin,0.11,-0.09,0.02
Elijah Moore,Syracuse,0.02,0.0,0.02
Jaxon Pardon,Bowling Green,0.05,-0.03,0.02
Michael Eley,Tulane,0.05,-0.03,0.02
Jaxson Ford,Sam Houston,-0.13,0.15,0.02
Jevin Muniz,FGCU,0.35,-0.33,0.02
Mo Sall,N Illinois,0.01,0.01,0.02
Cyprian Hyde,VMI,0.03,-0.01,0.02
JT Kelly,Notre Dame,0.0,0.02,0.02
Thomas Hattan,Notre Dame,0.0,0.02,0.02
Ishan Sharma,Virginia,-0.16,0.18,0.02
Isaac Brice,Portland St,-0.04,0.06,0.02
Ben Roy,Boston U,-0.56,0.58,0.02
Colby Brooks,San Diego,-0.06,0.08,0.02
Thomas Crowe,Notre Dame,0.0,0.02,0.02
Quinn Guth,Quinnipiac,0.01,0.01,0.02
Raekwon Horton,UTSA,-0.4,0.42,0.02
Rafael Castro,G Washington,0.44,-0.42,0.02
Kohen Rowbatham,New Orleans,-0.12,0.14,0.02
Godslove Nwabude,E Michigan,-0.13,0.15,0.02
Justin Redmond,N'Western St,-0.11,0.13,0.02
C.J. Walker,East Carolina,0.21,-0.19,0.02
Declan Dillon,SIUE,-0.45,0.47,0.02
Sabry Philip,Stony Brook,-0.2,0.22,0.02
Caleb Murphy,UMass Lowell,0.06,-0.04,0.02
Eric Michaels,American,-0.4,0.42,0.02
Evan Stinson,Stanford,-0.16,0.17,0.01
Wesley Johnson,Campbell,0.11,-0.1,0.01
Amadou Doumbia,UMass,-0.06,0.07,0.01
Sin'Cere McMahon,Norfolk St,0.46,-0.45,0.01
Will Shortt,Niagara,0.15,-0.14,0.01
Ross Candelino,Lipscomb,-0.04,0.05,0.01
Christian Fussell,MTSU,-0.11,0.12,0.01
RJ Smith,Colorado,0.52,-0.51,0.01
Brantly Stevenson,CA Baptist,-0.04,0.05,0.01
Kellan Boylan,Lipscomb,-0.52,0.53,0.01
Khani Rooths,Louisville,-0.21,0.22,0.01
Stefan Jimenez-Vojnic,NJIT,-0.07,0.08,0.01
DaJion Humphrey,Bowling Green,-1.17,1.18,0.01
Tyler Lundblade,Belmont,0.13,-0.12,0.01
Azmar Abdullah,Boston U,-0.27,0.28,0.01
David N'Guessan,Kansas St,-0.71,0.72,0.01
Love Bettis,N'Western St,0.11,-0.1,0.01
Ethan Potter,Utah Valley,0.06,-0.05,0.01
Maurice Odum,Pepperdine,1.12,-1.11,0.01
Asher Woods,Tulane,0.26,-0.25,0.01
Mabor Majak,Coastal,-0.32,0.33,0.01
Jack Ingold,Lipscomb,-0.04,0.05,0.01
Gediminas Mokseckas,Campbell,0.11,-0.1,0.01
Dan Gherezgher,N Kentucky,0.55,-0.54,0.01
Chance Beard,UAB,0.0,0.0,0.0
Miles Hicks,William & Mary,0.01,-0.01,0.0
Ryder Elisaldez,UC San Diego,0.0,0.0,0.0
Jaden Steppe,Colorado St,0.0,0.0,0.0
Adrian Samuels,American,0.0,0.0,0.0
Kevin Gad,Saint Mary's,0.0,0.0,0.0
James Jones,C Connecticut,0.0,0.0,0.0
Spencer Hubbard,Duke,0.0,0.0,0.0
Nate Francois,Northeastern,0.0,0.0,0.0
Kaelin Thomas,Le Moyne,0.0,0.0,0.0
Jackson Fazande,UTSA,0.0,0.0,0.0
Chiang Ring,Murray St,0.0,0.0,0.0
Chris Hodges,Wisconsin,0.0,0.0,0.0
Braydon Whitaker,Troy,0.11,-0.11,0.0
Brock Vice,North Texas,0.0,0.0,0.0
Bryce Darbyshire,N Kentucky,0.0,0.0,0.0
Brashon Hall,FDU,0.0,0.0,0.0
Jack Kostel,Chattanooga,0.59,-0.59,0.0
Jasen Brooks,UC San Diego,0.0,0.0,0.0
Tanner Christensen,Hawai'i,-0.23,0.23,0.0
Chianti Clay,Arizona St,0.0,0.0,0.0
Ryan Lopez,Chattanooga,0.0,0.0,0.0
Malik Thomas,San Francisco,0.1,-0.1,0.0
Sami Osmani,Creighton,-0.05,0.05,0.0
Campbell Duncan,Tennessee,0.0,0.0,0.0
Jake Moser,Oklahoma,0.0,0.0,0.0
Cade Bennett,Saint Mary's,0.0,0.0,0.0
Jalen Breazeale,Morehead St,-0.22,0.22,0.0
Jake Dykstra,Belmont,0.01,-0.01,0.0
Caleb Reese,Loyola Chicago,0.0,0.0,0.0
Wade Neyland,Sam Houston,0.0,0.0,0.0
Michael Lawlor,Manhattan,0.0,0.0,0.0
Joey Kahn,UAB,0.0,0.0,0.0
Jeremy Foumena,Mississippi St,0.0,0.0,0.0
Jeremiah Dargan,Montana,0.0,0.0,0.0
Ethan McComb,Butler,-0.05,0.05,0.0
Ewan Steele,Idaho,0.0,0.0,0.0
Terrell Gaines,Austin Peay,0.0,0.0,0.0
Jack Seidler,UCLA,0.0,0.0,0.0
Michael Griffin,West Georgia,-0.19,0.19,0.0
DaCannon Wickware,UTEP,0.0,0.0,0.0
Quentin McCoy,Arizona St,0.0,0.0,0.0
Kyle Evans,UC Irvine,0.08,-0.08,0.0
Matthew Mortenson,Loyola Chicago,0.0,0.0,0.0
Trey Boggess,Murray St,0.0,0.0,0.0
Houston Holland,Chattanooga,0.0,0.0,0.0
Liam Vitters,Chattanooga,0.0,0.0,0.0
Aaron Franklin,Milwaukee,0.4,-0.4,0.0
Omaha Biliew,Wake Forest,-0.18,0.18,0.0
Baboucarr Njie,UTSA,-0.38,0.38,0.0
Noah Melson,Chattanooga,0.3,-0.3,0.0
Joy Ighovodja,Wichita St,0.0,0.0,0.0
Joshua Dent,Saint Mary's,-0.05,0.05,0.0
Zach Gonsoulin,UTSA,0.0,0.0,0.0
Ian Burns,Michigan,0.0,0.0,0.0
Andrew McKeever,Saint Mary's,0.0,0.0,0.0
Andrew Bailey,Charlotte,0.0,0.0,0.0
Ethan Menzies,Cal Poly,0.0,0.0,0.0
John Kelly,NJIT,0.42,-0.42,0.0
Nigel Clarkson,Columbia,0.0,0.0,0.0
Josh Michigan,Iona,-0.03,0.03,0.0
AJ Redd,Illinois,0.0,0.0,0.0
Ma'Syn Howell,North Texas,0.0,0.0,0.0
Luke Murphy,Colorado St,0.0,0.0,0.0
Lukas Sotell,Maryland,0.0,0.0,0.0
Treyson Anderson,N Dakota St,0.06,-0.06,0.0
AJ Barnes,Southern,-0.23,0.23,0.0
John McCrear,Murray St,0.0,0.0,0.0
Zack Davidson,Montana,0.0,0.0,0.0
Maji David-Maji,Canisius,0.01,-0.01,0.0
Neal Begovich,Duke,0.0,0.0,0.0
Grant Hurst,Tennessee,0.0,0.0,0.0
Tayon Sessoms,Washington St,0.0,0.0,0.0
William Humer,N Colorado,0.0,0.0,0.0
Cade Pendleton,UC San Diego,0.0,0.0,0.0
Cooper Josefsberg,Florida,0.0,0.0,0.0
Cooper Bean,Indiana St,0.0,0.0,0.0
LJ Brown,UTSA,0.0,0.0,0.0
Peter Dadson Jr.,Southern Utah,0.0,0.0,0.0
Ben Murphy,Maryland,0.0,0.0,0.0
Jaylen Jones,Texas St,0.0,0.0,0.0
Patrick Chew,Murray St,0.0,0.0,0.0
Daniel Freitag,Wisconsin,0.0,0.0,0.0
Imo Essien,Old Dominion,0.0,0.0,0.0
Isaac Nyakundi,Le Moyne,0.0,0.0,0.0
Cole Andrews-Heitz,Rice,0.0,0.0,0.0
Tru Washington,New Mexico,-0.31,0.3,-0.01
Bencao Vungo,East Carolina,0.07,-0.08,-0.01
Connor Mancell,C Arkansas,-0.05,0.04,-0.01
Danny Young,Cleveland St,0.06,-0.07,-0.01
Dante Sawyer,AR-Pine Bluff,-0.13,0.12,-0.01
Hayden Jory,Cal Poly,-0.23,0.22,-0.01
Ralph Akuta,Drexel,0.07,-0.08,-0.01
Saliou Seye,Alabama A&M,-0.56,0.55,-0.01
Cameron Barnes,Illinois St,-0.3,0.29,-0.01
Caleb Shaw,Grand Canyon,-0.52,0.51,-0.01
Keenan Emmanuel,SF Austin,-0.05,0.04,-0.01
Cade Tyson,North Carolina,0.02,-0.03,-0.01
Mike Walz,Richmond,-0.53,0.52,-0.01
Ali Dibba,S Illinois,0.53,-0.54,-0.01
Alex Leiba,Pepperdine,0.05,-0.06,-0.01
Ian Martinez,Utah State,0.74,-0.75,-0.01
Tristen Guillouette,FGCU,-0.52,0.51,-0.01
Cornelius Robinson III,Monmouth,-0.25,0.23,-0.02
ND Okafor,Washington St,-0.46,0.44,-0.02
Nick Johnson,Winthrop,-0.1,0.08,-0.02
Josh Fulton,Bucknell,-0.4,0.38,-0.02
John Bol,Ole Miss,-0.08,0.06,-0.02
Lyndel Erold,Brown,-0.15,0.13,-0.02
Davonte Davis,Oklahoma St,0.19,-0.21,-0.02
Jeffrey Grace III,Nebraska,0.03,-0.05,-0.02
Arthur Kaluma,Texas,0.49,-0.51,-0.02
Yoro Diallo,Winthrop,0.04,-0.06,-0.02
Papa Amadou Kante,Pitt,-0.22,0.2,-0.02
Logan McLaughlin,Cal Poly,-0.1,0.08,-0.02
Jojo Anderson,Idaho,-0.09,0.07,-0.02
Jonathan Beagle,Richmond,0.11,-0.13,-0.02
Julian Lual,Alcorn St,-0.73,0.71,-0.02
Isaac Spears,Cal Poly,-0.1,0.08,-0.02
Demarion Watson,Iowa State,-0.47,0.45,-0.02
Isaiah Swope,Saint Louis,0.15,-0.17,-0.02
Zavian McLean,FGCU,0.64,-0.66,-0.02
Errol White,Lamar,-1.33,1.31,-0.02
Shane Thomas,Creighton,-0.02,0.0,-0.02
VJ Edgecombe,Baylor,0.01,-0.03,-0.02
Federiko Federiko,Texas Tech,-0.82,0.8,-0.02
Amani Drummond,Incarnate Word,-0.14,0.12,-0.02
James Brown,North Carolina,-0.02,0.0,-0.02
Samuel Gibbs,Loyola MD,0.12,-0.14,-0.02
Kilian Brockhoff,Saint Louis,-0.23,0.21,-0.02
Cade Norris,Illinois St,0.01,-0.03,-0.02
Nate Deer,Texas St,0.3,-0.32,-0.02
Christian Moore,AR-Pine Bluff,-0.3,0.28,-0.02
Russell Hawkins,North Carolina,-0.02,0.0,-0.02
Jaiden Feroah,Holy Cross,-0.48,0.46,-0.02
Simeon Wilcher,St John's,-0.17,0.14,-0.03
Dexter Akanno,Utah State,0.54,-0.57,-0.03
Stephon Payne III,Unknown Team,0.23,-0.26,-0.03
Jahsean Corbett,Duquesne,0.13,-0.16,-0.03
Karl Poom,San Francisco,-0.02,-0.01,-0.03
Myles Watkins,Bellarmine,-0.16,0.13,-0.03
Brayden Crump,Elon,0.38,-0.41,-0.03
Rahmir Barno,FGCU,0.05,-0.08,-0.03
Yussif Basa-Ama,Miami,-0.05,0.02,-0.03
Steven Tipton,N Illinois,0.07,-0.1,-0.03
Allen Udemadu,Missouri St,-0.31,0.28,-0.03
Mikah Ballew,Portland,0.13,-0.16,-0.03
Joseph Martinez,Tarleton St,-0.02,-0.01,-0.03
Andy Stefonowicz,N Dakota St,0.06,-0.09,-0.03
Jacob Crews,Missouri,1.12,-1.15,-0.03
Chris Cain,Cornell,-0.58,0.55,-0.03
Spencer Bain,Kansas St,0.0,-0.03,-0.03
Chris Austin,Portland,0.55,-0.58,-0.03
John Berbano,Manhattan,0.0,-0.03,-0.03
Max Scharnowski,Alabama,-0.02,-0.01,-0.03
David Mack,N Illinois,0.0,-0.03,-0.03
Tyriek Weeks,Rider,-0.12,0.09,-0.03
Pharaoh Compton,San Diego St,-0.67,0.64,-0.03
Elijah Crawford,BYU,0.0,-0.03,-0.03
EJ Ryans,W Michigan,-0.2,0.17,-0.03
Mario Davis,Texas Southern,0.0,-0.03,-0.03
Jack Sawyer,Abilene Chrstn,0.0,-0.03,-0.03
Micah Smith,GA Southern,-0.13,0.1,-0.03
Raysean Seamster,UT Arlington,0.21,-0.24,-0.03
Robert McCray V,Jacksonville,-0.56,0.53,-0.03
Ashton Hardaway,Saint Mary's,-0.04,0.01,-0.03
Dallin Grant,Utah Tech,0.05,-0.08,-0.03
Bowen Hammer,Austin Peay,-0.05,0.02,-0.03
Corbin Zentner,Cornell,-0.12,0.08,-0.04
Dilen Miller,Robert Morris,0.07,-0.11,-0.04
Austin Parks,Ohio State,-0.11,0.07,-0.04
Quin Gorman,Stony Brook,0.22,-0.26,-0.04
Boogie Fland,Arkansas,-0.09,0.05,-0.04
Max Murrell,Santa Barbara,-0.7,0.66,-0.04
Niels Lane,Delaware,0.54,-0.58,-0.04
Osahon Obasohan,Hawai'i,-0.06,0.02,-0.04
Jack Edelen,Western KY,-0.13,0.09,-0.04
Trey Kaufman-Renn,Purdue,2.0,-2.04,-0.04
Nate Fouts,Le Moyne,0.27,-0.31,-0.04
Antwone Woolfolk,Miami OH,-0.82,0.78,-0.04
B.J. Edwards,SMU,-0.27,0.23,-0.04
Kaleb Stewart,South Dakota,0.24,-0.28,-0.04
Joey Hart,Ball State,0.12,-0.16,-0.04
Andrew Welage,Wright St,-0.08,0.04,-0.04
Ethan Mayes,SF Austin,0.01,-0.05,-0.04
Cardell Bailey,MD Eastern,0.29,-0.33,-0.04
Myles Colvin,Purdue,0.42,-0.46,-0.04
Canin Jefferson,North Alabama,-0.11,0.07,-0.04
Cannon Richards,Wofford,-0.05,0.01,-0.04
Brody Boyer,Samford,0.01,-0.05,-0.04
Nate Guerengomba,UMass,-0.38,0.34,-0.04
Keishon Porter,NC Central,-0.26,0.22,-0.04
Keitenn Bristow,Tarleton St,-0.4,0.36,-0.04
Kesean Shillingford,Stonehill,-0.22,0.18,-0.04
Christian Turner,Texas St,-0.31,0.27,-0.04
Juwan Maxey,Youngstown St,-0.08,0.04,-0.04
Nate Johnson,Akron,0.72,-0.76,-0.04
Ze'Rik Onyema,Texas,-0.35,0.31,-0.04
Pape N'Diaye,UNLV,-0.06,0.02,-0.04
Dane Erikstrup,Washington St,0.37,-0.41,-0.04
Isaac Johnson,Utah State,0.1,-0.14,-0.04
Tre Coleman,Nevada,-0.37,0.33,-0.04
Carl Cherenfant,New Mexico St,-0.17,0.12,-0.05
Cody Head,Arkansas St,0.07,-0.12,-0.05
Kimani Hamilton,High Point,-0.04,-0.01,-0.05
Alex Bates IV,Stonehill,-0.26,0.21,-0.05
Muon Reath,UNC Greensboro,-0.04,-0.01,-0.05
Akil Watson,UMass,0.04,-0.09,-0.05
Cam Crawford,Duquesne,0.13,-0.18,-0.05
Drew Ardouin,San Francisco,-0.04,-0.01,-0.05
Sam Hennessy,Bradley,0.0,-0.05,-0.05
CJ Rich,SC Upstate,0.05,-0.1,-0.05
Simeon Womack,Bethune,0.0,-0.05,-0.05
Breon Pass,NC State,-0.36,0.31,-0.05
Cade Hardtke,Bradley,0.0,-0.05,-0.05
Justin Begg,George Mason,-0.59,0.54,-0.05
Paulie Stramaglia,Samford,-0.09,0.04,-0.05
Danilo Dožic,Pepperdine,0.99,-1.04,-0.05
Coleman Lemke,Portland,0.05,-0.1,-0.05
Grayson Allo,North Texas,0.0,-0.05,-0.05
Dylan Harper,Rutgers,0.82,-0.87,-0.05
Bennett Andersen,Florida,-0.02,-0.03,-0.05
Bostyn Holt,Florida St,0.02,-0.07,-0.05
Denzel Hines,Coastal,0.1,-0.15,-0.05
Tony Felder,Radford,0.01,-0.06,-0.05
Dutch Dowdell,Harvard,0.02,-0.07,-0.05
Tybo Bailey,East Carolina,0.28,-0.33,-0.05
Tyler Betsey,Cincinnati,0.28,-0.33,-0.05
Jestin Porter,MTSU,0.08,-0.13,-0.05
Jack Hoth,Oakland,0.0,-0.06,-0.06
Jacob Hudson,Gardner-Webb,0.09,-0.15,-0.06
JB Frankel,Northeastern,-0.38,0.32,-0.06
Ja'Quavis Williford,Oregon St,-0.03,-0.03,-0.06
Obadiah Curtis,E Illinois,-0.27,0.21,-0.06
Daniel Tobiloba,South Florida,-0.18,0.12,-0.06
Landren Blocker,Louisiana Tech,0.02,-0.08,-0.06
Taj Manning,Kansas St,-0.06,0.0,-0.06
Creed Williamson,Little Rock,-0.28,0.22,-0.06
Duncan Powell,Georgia Tech,-0.64,0.58,-0.06
Isaiah Walker,Belmont,-0.59,0.53,-0.06
Kendall Munson,Jacksonville,-0.25,0.19,-0.06
Kellen Tynes,Maine,-0.3,0.24,-0.06
Nick Anderson,Furman,-0.36,0.3,-0.06
Harrison Reede,Incarnate Word,-0.09,0.03,-0.06
Javoy Thompson,UNC Asheville,0.02,-0.08,-0.06
Tylen Riley,CA Baptist,-0.78,0.72,-0.06
Donte Bacchus,North Alabama,0.63,-0.69,-0.06
Bryson Cokley,George Mason,0.0,-0.06,-0.06
Ismael Plet,Robert Morris,0.3,-0.36,-0.06
Jamil Muttilib,App State,0.0,-0.06,-0.06
Posh Alexander,Dayton,-0.81,0.75,-0.06
Owen Derhmann,C Arkansas,-0.39,0.33,-0.06
Marcus Foster,Xavier,-0.29,0.23,-0.06
Aidan Driggers,Jax State,0.0,-0.06,-0.06
Yusuf Jihad,E Michigan,0.49,-0.55,-0.06
Vladimir Pavlovic,California,-0.14,0.08,-0.06
Grady Lewis,CSU Northridge,-0.28,0.22,-0.06
Jalen Washington,North Carolina,0.04,-0.1,-0.06
Johnny O'Neil,Santa Clara,0.31,-0.37,-0.06
Ty Claude,North Carolina,-0.03,-0.03,-0.06
Chase Tucker,George Mason,0.0,-0.06,-0.06
Rylan Houck,Lipscomb,-0.1,0.04,-0.06
