Player,PPG,Assigned_Team
Jaylen Carey,7.4,Tennessee
Bishop Boswell,6.2,Tennessee
DeWayne Brown II,4.8,Tennessee
Amari Evans,4.1,Tennessee
Cade Phillips,3.8,Tennessee
Amaree Abram,3.2,Tennessee
Ethan Burg,2.5,Tennessee
Troy Henderson,1.8,Tennessee
Clarence Massamba,0.3,Tennessee
Campbell Duncan,0.0,Tennessee
Gavin Paull,0.0,Tennessee
Grant Hurst,0.0,Tennessee
Ronnie Harrison,14.7,Texas Am Commerce
Gianni Hunt,10.8,Texas Am Commerce
Damian Garcia,10.5,Texas Am Commerce
Noah Pagotto,10.4,Texas Am Commerce
Vinny Sigona,8.1,Texas Am Commerce
Josh Taylor,5.1,Texas Am Commerce
Michael Folarin,4.9,Texas Am Commerce
Tay Mosher,4.7,Texas Am Commerce
London Fields,3.3,Texas Am Commerce
Alex McCray,1.8,Texas Am Commerce
Mykol Sanchez-Vega,1.5,Texas Am Commerce
Evan Phelps,1.4,Texas Am Commerce
Parker Whisenhunt,0.6,Texas Am Commerce
Nicholas Shogbonyo,11.9,Texas Am Corpus Christi
Sheldon Williams,11.8,Texas Am Corpus Christi
Mason Gibson,9.4,Texas Am Corpus Christi
DA Houston,8.2,Texas Am Corpus Christi
Franck Yetna,6.8,Texas Am Corpus Christi
Cenker Evran,5.8,Texas Am Corpus Christi
Daniel Michelini-Jackson,5.5,Texas Am Corpus Christi
Leo Torbor,5.1,Texas Am Corpus Christi
Kam Parker,4.4,Texas Am Corpus Christi
Trenton Pane,4.0,Texas Am Corpus Christi
Bryson Wheatfall,3.6,Texas Am Corpus Christi
Jaden Haire,3.5,Texas Am Corpus Christi
Devon Kobi Pearson,3.1,Texas Am Corpus Christi
Cedric Horton,2.9,Texas Am Corpus Christi
Jamal Ambrose,1.1,Texas Am Corpus Christi
Kaden Crosby,0.5,Texas Am Corpus Christi
Rashaun Agee,14.6,Texas Am
Rylan Griffen,11.2,Texas Am
Mackenzie Mgbako,10.4,Texas Am
Marcus Hill,10.3,Texas Am
Rubén Dominguez,10.2,Texas Am
Pop Isaacs,9.8,Texas Am
Zach Clemence,6.9,Texas Am
Jacari Lane,6.1,Texas Am
Ali Abdou Dibba,5.7,Texas Am
Josh Holloway,4.6,Texas Am
Jamie Vinson,3.5,Texas Am
Federiko Federiko,1.8,Texas Am
Noah Shelby,1.1,Texas Am
Jeremiah Green,0.9,Texas Am
Chris McDermott,0.7,Texas Am
Marcell McCreary,12.6,Texas Arlington
Raysean Seamster,12.2,Texas Arlington
Casmir Chavis,10.5,Texas Arlington
Bahsil Laster,7.3,Texas Arlington
Tyran Mason,6.5,Texas Arlington
Jordan Lowery,4.6,Texas Arlington
Marcus Rigsby Jr.,4.6,Texas Arlington
Cameron Jackson,4.0,Texas Arlington
Miles Goodman,3.4,Texas Arlington
Amari Reed,2.9,Texas Arlington
Jayden Smoot,2.6,Texas Arlington
Alex Bossinakis,1.0,Texas Arlington
David Punch,14.1,Texas Christian
Xavier Edmonds,12.7,Texas Christian
Micah Robinson,10.9,Texas Christian
Jayden Pierre,10.1,Texas Christian
Brock Harding,8.0,Texas Christian
Liutauras Lelevicius,8.0,Texas Christian
Tanner Toolson,7.7,Texas Christian
Jace Posey,4.6,Texas Christian
Kayden Edwards,3.2,Texas Christian
RJ Jones,2.6,Texas Christian
Vianney Salatchoum,1.1,Texas Christian
Ashton Simmons,1.0,Texas Christian
Adam Stewart,0.5,Texas Christian
Drew McElroy,0.0,Texas Christian
Malick Diallo,0.0,Texas Christian
Trey Stuart,0.0,Texas Christian
Jamal West Jr.,14.5,Texas El Paso
Elijah Jones,13.1,Texas El Paso
Kaseem Watson,12.5,Texas El Paso
Caleb Blackwell,10.6,Texas El Paso
Tyreese Watson,8.0,Texas El Paso
KJ Thomas,5.8,Texas El Paso
LA Hayes,4.1,Texas El Paso
David Tubek,3.3,Texas El Paso
Trey Horton III,3.3,Texas El Paso
Cassius Brooks,2.8,Texas El Paso
C.J. Smith,1.5,Texas El Paso
Bobby Montgomery Jr.,0.8,Texas El Paso
Mouhamed Mbaye,0.8,Texas El Paso
Jordan Hernandez,0.6,Texas El Paso
Koree Cotton,13.9,Texas Pan American
Filip Brankovic,13.0,Texas Pan American
Marvin McGhee III,10.9,Texas Pan American
Jaylen Washington,10.2,Texas Pan American
Kye Dickson,9.2,Texas Pan American
Julien Gomez,7.5,Texas Pan American
Zae Blake,4.8,Texas Pan American
Dane Christensen,3.7,Texas Pan American
Kwo Agwa,3.6,Texas Pan American
Mustafo Vanjov,3.0,Texas Pan American
Always Wright,2.9,Texas Pan American
Jalen Ricks,2.8,Texas Pan American
Marshal Destremau,2.5,Texas Pan American
Demarris Winters,2.3,Texas Pan American
Luis Ramirez,1.7,Texas Pan American
Jamir Simpson,16.2,Texas San Antonio
Austin Nunez,9.8,Texas San Antonio
Brent Moss,9.6,Texas San Antonio
Baboucarr Njie,9.4,Texas San Antonio
Dorian Hayes,8.8,Texas San Antonio
Macaleab Rich,8.1,Texas San Antonio
Kaidon Rayfield,6.7,Texas San Antonio
Daniel Akitoby,5.7,Texas San Antonio
Mathéo Coffi,3.8,Texas San Antonio
Pierce Spencer,3.5,Texas San Antonio
LJ Brown,2.3,Texas San Antonio
Mo Njie,1.7,Texas San Antonio
Jackson Fazande,0.0,Texas San Antonio
Stanley Borden,0.0,Texas San Antonio
Troy Hupstead,14.6,Texas Southern
Bryce Roberts,11.3,Texas Southern
Alex Anderson,9.8,Texas Southern
Jaylen Wysinger,9.8,Texas Southern
Zaire Hayes,9.6,Texas Southern
Duane Posey,8.7,Texas Southern
Zytarious Mortle,8.0,Texas Southern
Cameron Patterson,7.8,Texas Southern
Oumar Koureissi,4.9,Texas Southern
Ahmed Nedal Abdelrahman,3.5,Texas Southern
Anthony Andrews,2.8,Texas Southern
Jordan Gorecki,2.3,Texas Southern
Kolby Granger,2.3,Texas Southern
Josh Akpovwa,2.1,Texas Southern
Jordan Hamilton,0.0,Texas Southern
DJ Hall,15.6,Texas State
Mark Drone,14.2,Texas State
Dimp Pernell,8.8,Texas State
Kaden Gumbs,8.7,Texas State
Franck Emmou,7.2,Texas State
Makai Willis,6.0,Texas State
Kyndall Davis,5.9,Texas State
Jalen Bolden,5.2,Texas State
Robert Fields,5.0,Texas State
Ky Pernell,3.0,Texas State
Tay Knox,2.8,Texas State
Jaelyn Lee,2.6,Texas State
Deke Thompson,2.3,Texas State
Isaiah Barganier,1.4,Texas State
Cameron Simpson,0.5,Texas State
JT Toppin,21.8,Texas Tech
Christian Anderson,18.5,Texas Tech
Donovan Atwell,13.5,Texas Tech
LeJuan Watts,11.8,Texas Tech
Jaylen Petty,9.9,Texas Tech
Josiah Moseley,5.5,Texas Tech
Luke Bamgboye,4.5,Texas Tech
Tyeree Bryan,3.5,Texas Tech
Leon Horner,2.7,Texas Tech
Marial Akuentok,1.1,Texas Tech
Nolan Groves,0.9,Texas Tech
Jazz Henderson,0.8,Texas Tech
Jack Francis,0.0,Texas Tech
Dailyn Swain,17.3,Texas
Matas Vokietaitis,15.6,Texas
Tramon Mark,14.0,Texas
Jordan Pope,13.1,Texas
Camden Heide,5.9,Texas
Chendall Weaver,5.8,Texas
Simeon Wilcher,5.6,Texas
Nic Codie,4.1,Texas
Lassina Traore,3.4,Texas
Declan Duru Jr.,1.3,Texas
Anthon McDermott,0.9,Texas
Brandon Taylor,0.8,Texas
Cole Bott,0.5,Texas
Sonny Wilson,17.0,Toledo
Leroy Blyden Jr.,16.4,Toledo
Sean Craig,11.6,Toledo
Austin Parks,10.7,Toledo
Kyler Vanderjagt,8.4,Toledo
Jaylan Ouwinga,6.3,Toledo
Mynor Strong,5.2,Toledo
Chris Riddle,4.3,Toledo
Will James Jr.,3.1,Toledo
Phoenix Glassnor,3.0,Toledo
London Praytor,2.3,Toledo
Toby Nwokolo,1.0,Toledo
Tyler Ode,0.7,Toledo
Tyler Tejada,17.7,Towson
Dylan Williamson,14.6,Towson
Jack Doumbia,10.7,Towson
Jaquan Womack,7.1,Towson
Tyler Coleman,5.3,Towson
Jaiden Cole,5.1,Towson
Caleb Embeya,3.6,Towson
Ryan Conway,3.5,Towson
Mor Seck,3.2,Towson
Tyler Schmidt,3.1,Towson
Chike Ndefo,2.9,Towson
Abdou Samb,0.9,Towson
Ryan Skerry,0.3,Towson
Victor Valdes,14.8,Troy
Thomas Dowd,14.4,Troy
Theo Seng,12.7,Troy
Cooper Campbell,12.5,Troy
Cobi Campbell,9.0,Troy
Jerrell Bellamy,7.9,Troy
Kerrington Kiel,3.9,Troy
Austin Cross,3.6,Troy
Evan Griffin,2.2,Troy
Javen Colbert,1.9,Troy
Emmanuel Clarton,1.5,Troy
Corbin Green,1.4,Troy
Kameryn Mitchell,0.6,Troy
Hikaru Awata,0.2,Troy
Rowan Brumbaugh,19.2,Tulane
Asher Woods,12.8,Tulane
Curtis Williams,12.4,Tulane
Tyler Ringgold,9.4,Tulane
Scotty Middleton,6.9,Tulane
KJ Greene,4.4,Tulane
JoJo Moore,3.7,Tulane
Luke Rasmussen,2.6,Tulane
Percy Daniels,2.3,Tulane
Robert Moore,1.6,Tulane
Jake Shapiro,1.5,Tulane
Davion Bradford,0.3,Tulane
Joseph Teich,0.0,Tulane
Luke Cronin,0.0,Tulane
Vasilije Kuridza,0.0,Tulane
David Green,15.9,Tulsa
Tylen Riley,15.0,Tulsa
Miles Barnstable,14.6,Tulsa
Ade Popoola,10.8,Tulsa
Jaylen Lawal,7.3,Tulsa
Tyler Behrend,6.5,Tulsa
Myles Rigsby,6.3,Tulsa
Romad Dean,4.8,Tulsa
Doryan Onwuchekwa,4.0,Tulsa
Ian Smikle,3.1,Tulsa
Leon Sifferlin,2.2,Tulsa
KJ Martin Jr.,1.9,Tulsa
Cal Conroy,0.4,Tulsa
Tyler Bilodeau,17.6,Ucla
Donovan Dent,13.3,Ucla
Trent Perry,12.6,Ucla
Eric Dailey Jr.,11.6,Ucla
Skyy Clark,11.5,Ucla
Xavier Booker,7.3,Ucla
Jamar Brown,3.8,Ucla
Brandon Williams,2.6,Ucla
Eric Freeny,2.0,Ucla
Steven Jamerson II,1.9,Ucla
Anthony Peoples Jr.,0.3,Ucla
Jack Seidler,0.3,Ucla
Christian Horry,0.0,Ucla
MJ Collins,17.5,Utah State
Mason Falslev,16.0,Utah State
Karson Templin,8.8,Utah State
Drake Allen,7.9,Utah State
Kolby King,7.5,Utah State
Garry Clark,6.9,Utah State
Adlan Elamin,6.7,Utah State
Elijah Perryman,4.4,Utah State
Zach Keller,3.5,Utah State
Tucker Anderson,3.4,Utah State
Luke Kearney,1.7,Utah State
Jordy Barnes,0.9,Utah State
Jackson Holcombe,16.0,Utah Valley
Trevan Leonhardt,11.9,Utah Valley
Tyler Hendricks,11.8,Utah Valley
Isaac Davis,10.9,Utah Valley
Hayden Welling,7.5,Utah Valley
Isaac Hawkins,7.2,Utah Valley
Braden Housley,5.3,Utah Valley
Noah Taitz,5.0,Utah Valley
Sherman Weatherspoon,5.0,Utah Valley
Tyler Weaver,2.8,Utah Valley
Joul Karram,1.9,Utah Valley
Tyler Medaris,1.6,Utah Valley
AJ Riggs,1.4,Utah Valley
Terrence Brown,19.9,Utah
Don McHenry,17.0,Utah
Keanu Dawes,12.5,Utah
Seydou Traore,9.0,Utah
Jacob Patrick,7.2,Utah
Kendyl Sanders,5.2,Utah
James Okonkwo,2.9,Utah
Josh Hayes,2.8,Utah
Lucas Langarita,2.6,Utah
Obomate Abbey,2.5,Utah
Ibi Traore,1.3,Utah
Jahki Howard,1.3,Utah
Elijah Moore,0.0,Utah
Jerry Huang,0.0,Utah
Owen Dease,12.8,Valparaiso
JT Pettigrew,12.5,Valparaiso
Rakim Chaney,10.3,Valparaiso
Brody Whitaker,9.1,Valparaiso
Justus McNair,7.9,Valparaiso
Shon Tupuola,6.4,Valparaiso
Carter Hopoi,3.8,Valparaiso
Isaiah Barnes,3.8,Valparaiso
Tucker Tornatta,3.3,Valparaiso
Mark Brown,3.0,Valparaiso
Sader Servilus,2.6,Valparaiso
Camden Webster,1.0,Valparaiso
Joe Vick,0.4,Valparaiso
Kyonte Thomas,0.3,Valparaiso
Nick Lombardi,0.0,Valparaiso
Tyler Tanner,19.5,Vanderbilt
Duke Miles,16.1,Vanderbilt
Tyler Nickel,13.5,Vanderbilt
AK Okereke,9.6,Vanderbilt
Devin McGlockton,9.5,Vanderbilt
Jalen Washington,8.9,Vanderbilt
Frankie Collins,7.8,Vanderbilt
Tyler Harris,5.5,Vanderbilt
Chandler Bing,3.6,Vanderbilt
Michael James,1.5,Vanderbilt
Jayden Leverett,1.0,Vanderbilt
Jaylon Dean-Vines,0.9,Vanderbilt
Mason Nicholson,0.4,Vanderbilt
Miles Keeffe,0.4,Vanderbilt
Coleson Messer,0.0,Vanderbilt
Gus Yalden,16.1,Vermont
TJ Hurley,15.0,Vermont
TJ Long,12.1,Vermont
Sean Blake,9.9,Vermont
Noah Barnett,5.8,Vermont
Ben Johnson,5.4,Vermont
Lucas Mari,4.9,Vermont
David Simon,3.4,Vermont
Momo Nkugwa,2.9,Vermont
Ben Michaels,2.0,Vermont
Ben Wesson,1.9,Vermont
Jackson Skipper,1.8,Vermont
Trey Woodyard,1.5,Vermont
Drew Bessette,0.4,Vermont
Sincere Clemons,0.2,Vermont
Tyler Perkins,13.7,Villanova
Duke Brennan,12.4,Villanova
Bryce Lindsay,12.3,Villanova
Acaden Lewis,12.2,Villanova
Devin Askew,9.8,Villanova
Matthew Hodge,9.2,Villanova
Malachi Palmer,4.6,Villanova
Christian Jeffrey,3.0,Villanova
Tafara Gapare,2.9,Villanova
Wade Chiddick,1.5,Villanova
Zion Stanford,1.3,Villanova
Braden Pierce,1.2,Villanova
Malcolm Flaggs,0.0,Villanova
Terrence Hill Jr.,15.0,Virginia Commonwealth
Lazar Djokovic,13.2,Virginia Commonwealth
Jadrian Tracey,9.6,Virginia Commonwealth
Nyk Lewis,8.7,Virginia Commonwealth
Brandon Jennings,8.5,Virginia Commonwealth
Michael Belle,7.3,Virginia Commonwealth
Barry Evans,7.2,Virginia Commonwealth
Tyrell Ward,5.7,Virginia Commonwealth
Ahmad Nowell,4.5,Virginia Commonwealth
Jordan Tillery,4.3,Virginia Commonwealth
Keyshawn Mitchell,3.2,Virginia Commonwealth
Jordann Dumont,0.9,Virginia Commonwealth
Christian Fermin,0.8,Virginia Commonwealth
TJ Johnson,18.3,Virginia Military Institute
Linus Holmstrom,11.4,Virginia Military Institute
Tan Yildizoglu,10.2,Virginia Military Institute
Mario Tatum Jr.,8.5,Virginia Military Institute
Alexander Daushvili,6.8,Virginia Military Institute
Jaylen Pazon,6.7,Virginia Military Institute
AJ Clark,6.6,Virginia Military Institute
Walker Andrews,5.9,Virginia Military Institute
Cal Liston,5.3,Virginia Military Institute
Kaden Stuckey,4.4,Virginia Military Institute
Branford Edmonds III,2.6,Virginia Military Institute
Mason Hagedorn,2.0,Virginia Military Institute
Mason Lawson,0.8,Virginia Military Institute
Amani Hansberry,14.3,Virginia Tech
Ben Hammond,13.2,Virginia Tech
Toibu Lawal,12.3,Virginia Tech
Neoklis Avdalas,12.1,Virginia Tech
Jailen Bedford,11.3,Virginia Tech
Tyler Johnson,8.0,Virginia Tech
Jaden Schutt,7.7,Virginia Tech
Christian Gurdak,5.6,Virginia Tech
Antonio Dorn,2.6,Virginia Tech
Izaiah Pasha,2.0,Virginia Tech
Sin'Cere Jones,0.6,Virginia Tech
Thijs De Ridder,15.6,Virginia
Malik Thomas,12.4,Virginia
Sam Lewis,10.6,Virginia
Jacari White,9.4,Virginia
Chance Mallory,9.3,Virginia
Johann Grünloh,7.1,Virginia
Ugonna Onyenso,6.5,Virginia
Dallin Hall,5.9,Virginia
Devin Tillis,4.1,Virginia
Elijah Gertrude,1.7,Virginia
Martin Carrere,0.8,Virginia
Carter Lang,0.4,Virginia
Owen Odom,0.4,Virginia
Desmond Roberts,0.0,Virginia
Nick Jones,14.9,Wagner
Jaden Baker,9.3,Wagner
Sam Smith,9.0,Wagner
Binael Basil,8.9,Wagner
Travis Gray,8.7,Wagner
Eduardo Placer,8.5,Wagner
John Awoke,7.1,Wagner
Zavier Fitch,6.8,Wagner
Bryan Akanamu,6.2,Wagner
Michael Cooper,4.8,Wagner
Makhai Anderson,3.4,Wagner
Huascar Cuevas,2.6,Wagner
Elijah Brown,1.6,Wagner
Juke Harris,21.4,Wake Forest
Myles Colvin,11.6,Wake Forest
Tre'Von Spillers,11.2,Wake Forest
Nate Calmese,10.3,Wake Forest
Mekhi Mason,7.4,Wake Forest
Omaha Biliew,6.3,Wake Forest
Sebastian Akins,5.3,Wake Forest
Cooper Schwieger,5.1,Wake Forest
Isaac Carr,2.2,Wake Forest
Jaylen Cross,1.8,Wake Forest
Marqus Marion,1.5,Wake Forest
Vincent Ricchiuti,1.5,Wake Forest
Owen Kmety,1.0,Wake Forest
Anson Beard Jr.,0.0,Wake Forest
Will Underwood,0.0,Wake Forest
Ace Glass III,16.4,Washington State
Rihards Vavers,11.5,Washington State
ND Okafor,11.0,Washington State
Eemeli Yalaho,10.1,Washington State
Tomas Thrastarson,8.8,Washington State
Jerone Morton,7.8,Washington State
Emmanuel Ugbo,6.7,Washington State
Simon Hildebrandt,4.5,Washington State
Kase Wynott,4.0,Washington State
Adrià Rodriguez,3.4,Washington State
Parker Gerrits,1.8,Washington State
Dio Blakely,0.8,Washington State
Hannes Steinbach,18.5,Washington
Zoom Diallo,15.7,Washington
Desmond Claude,13.3,Washington
Wesley Yates III,12.7,Washington
Quimari Peterson,9.2,Washington
Franck Kepnang,6.2,Washington
Bryson Tucker,5.7,Washington
JJ Mandaquit,5.2,Washington
Lathan Sommerville,4.3,Washington
Courtland Muldrew,3.3,Washington
Jacob Ognacevic,3.1,Washington
Jasir Rencher,3.0,Washington
Nikola Dzepina,2.6,Washington
Brandon Roy Jr.,1.0,Washington
Tijan Saine,17.5,Weber State
Viljami Vartiainen,12.8,Weber State
Jace Whiting,11.2,Weber State
Nigel Burris,10.3,Weber State
Trevor Hennig,10.0,Weber State
Edwin Suarez Jr.,9.2,Weber State
Malek Gomma,8.0,Weber State
ArDarius Grayson,3.8,Weber State
Duce Paschal,3.7,Weber State
Bourgeois Tshilobo,2.6,Weber State
David Hansen,2.0,Weber State
Declan Cutler,1.5,Weber State
Brady Smith,1.3,Weber State
Shelton Williams-Dryden,20.7,West Georgia
Josh Smith,16.2,West Georgia
Chas Lewless,12.8,West Georgia
Malcolm Noel,8.1,West Georgia
Kolten Griffin,7.7,West Georgia
Javar Daniel,7.4,West Georgia
Kenneth Chime,5.0,West Georgia
Matija Žužić,4.0,West Georgia
Brady Hardewig,3.9,West Georgia
Eric Baldassarre,2.0,West Georgia
Xavier Shegog,1.5,West Georgia
Max Young,1.3,West Georgia
Cameron Merritt,1.0,West Georgia
Nate Jones,0.4,West Georgia
Honor Huff,16.5,West Virginia
Brenen Lorient,11.9,West Virginia
Chance Moore,10.6,West Virginia
Treysen Eaglestaff,9.8,West Virginia
Jasper Floyd,7.0,West Virginia
DJ Thomas,6.6,West Virginia
Harlan Obioha,5.1,West Virginia
Jackson Fields,4.3,West Virginia
Amir Jenkins,3.4,West Virginia
Morris Ugusuk,1.3,West Virginia
Jayden Forsythe,1.2,West Virginia
Abraham Oyeadier,0.0,West Virginia
Niyol Hauet,0.0,West Virginia
Cord Stansberry,14.1,Western Carolina
Marcus Kell,13.6,Western Carolina
Julien Soumaoro,11.6,Western Carolina
Tidjiane Dioumassi,8.9,Western Carolina
Tahlan Pettway,8.5,Western Carolina
Justin Johnson,6.7,Western Carolina
Samuel Dada,6.6,Western Carolina
CJ Hyland,6.2,Western Carolina
Adbulai Fanta Kabba,4.7,Western Carolina
Drew Hollifield,2.2,Western Carolina
Fischer Brown,2.2,Western Carolina
Chase McKey,2.0,Western Carolina
Tayeshaun Smith,1.5,Western Carolina
Vernon Collins,1.2,Western Carolina
Max Williams,0.0,Western Carolina
Lucas Lorenzen,14.7,Western Illinois
Isaiah Griffin,10.6,Western Illinois
Karyiek Dixon,8.4,Western Illinois
Antwaun Massey,8.0,Western Illinois
Francis Okwuosah,7.4,Western Illinois
Danny Stephens,5.5,Western Illinois
Makai Kvamme,5.0,Western Illinois
Tyran Cook,4.2,Western Illinois
Goanar Biliew,4.1,Western Illinois
Marcus Pigram,3.3,Western Illinois
Ifiok Peter,2.0,Western Illinois
Nick Hittle,1.4,Western Illinois
Steven Tipton,1.3,Western Illinois
Jake Edwards,0.0,Western Illinois
Teagan Moore,18.7,Western Kentucky
Grant Newell,13.0,Western Kentucky
Ryan Myers,11.0,Western Kentucky
Armelo Boone,10.9,Western Kentucky
LJ Hackman,8.5,Western Kentucky
Bryant Selebangue,7.2,Western Kentucky
Terrion Murdix,5.6,Western Kentucky
Cameron Haffner,4.3,Western Kentucky
Kade Unseld,3.4,Western Kentucky
Louie Semona,2.9,Western Kentucky
Blaise Keita,2.5,Western Kentucky
Noah Boyde,2.5,Western Kentucky
Leeroy Odiahi,2.1,Western Kentucky
Cade Stinnett,1.4,Western Kentucky
Jack Edelen,1.3,Western Kentucky
Justice Williams,15.1,Western Michigan
Jayden Brewer,13.3,Western Michigan
Jalen Griffith,11.9,Western Michigan
Brady Swartz,7.7,Western Michigan
Trey Lewis,7.7,Western Michigan
EJ Ryans,7.5,Western Michigan
Max Burton,5.9,Western Michigan
Carson Vis,5.8,Western Michigan
Hudson Ward,4.5,Western Michigan
Sharod Barnes,3.3,Western Michigan
Michael Sulaka,2.9,Western Michigan
Declan Peterson,2.1,Western Michigan
Nicholas Errica,1.2,Western Michigan
Junior Sileu,0.9,Western Michigan
Kenyon Giles,19.1,Wichita State
Karon Boyd,10.9,Wichita State
Will Berg,8.8,Wichita State
TJ Williams,8.7,Wichita State
Mike Gray Jr.,8.2,Wichita State
Dillon Battie,7.6,Wichita State
Emmanuel Okorafor,6.3,Wichita State
Dre Kindell,5.9,Wichita State
Jaret Valencia,2.8,Wichita State
Brian Amuneke,2.4,Wichita State
Noah Hill,1.4,Wichita State
Henry Thengvall,0.3,Wichita State
Reese Miller,12.1,William Mary
Tunde Vahlberg Fasasi,11.9,William Mary
Kilian Brockhoff,10.7,William Mary
Kyle Pulliam,10.4,William Mary
Chase Lowe,9.2,William Mary
Jo'el Emanuel,8.5,William Mary
Ryan Jackson Jr.,7.0,William Mary
Cade Haskins,6.3,William Mary
Jhei-R Jones,5.4,William Mary
Finn Lally,3.9,William Mary
Kaleb Spencer,3.0,William Mary
Colin Ndaw,2.0,William Mary
Kyle Frazier,1.7,William Mary
Logan Duncomb,18.3,Winthrop
Kody Clouet,13.8,Winthrop
Kareem Rozier,13.2,Winthrop
Daylen Berry,10.5,Winthrop
Tommy Kamarad,7.1,Winthrop
Seifeldin Hendawy,5.7,Winthrop
Josh Meo,5.5,Winthrop
Braylhan Thomas,4.1,Winthrop
Edward Nnamoko,4.0,Winthrop
Isaiah Wilson,3.7,Winthrop
Pharell Boyogueno,3.2,Winthrop
Tai Hamilton,2.5,Winthrop
Cam Christy,0.8,Winthrop
Henry Harrison,0.6,Winthrop
Nick Boyd,20.7,Wisconsin
John Blackwell,19.1,Wisconsin
Nolan Winter,13.1,Wisconsin
Austin Rapp,9.7,Wisconsin
Braeden Carrington,8.3,Wisconsin
Andrew Rohde,5.7,Wisconsin
Aleksas Bieliauskas,4.9,Wisconsin
Jack Janicki,2.2,Wisconsin
Hayden Jones,1.7,Wisconsin
Zach Kinziger,1.3,Wisconsin
Will Garlock,1.1,Wisconsin
Jack Robison,1.0,Wisconsin
Isaac Gard,0.8,Wisconsin
Riccardo Greppi,0.0,Wisconsin
Kahmare Holmes,19.5,Wofford
Nils Machowski,17.2,Wofford
Cayden Vasko,10.4,Wofford
Chace Watley,9.7,Wofford
Brian Sumpter,6.6,Wofford
Luke Flynn,5.7,Wofford
Jayden Tyler,5.4,Wofford
Rex Stirling,5.1,Wofford
Brendan Rigsbee,4.2,Wofford
Maximo Ortega,3.3,Wofford
Cannon Richards,3.0,Wofford
Callum Richard,2.3,Wofford
Davis Miller,0.5,Wofford
Grayson Collins,0.0,Wofford
Michael Cooper,13.4,Wright State
TJ Burch,12.4,Wright State
Michael Imariagbe,12.0,Wright State
Solomon Callaghan,10.2,Wright State
Dominic Pangonis,8.9,Wright State
Kellen Pickett,8.5,Wright State
Andrea Holden,6.1,Wright State
Logan Woods,5.3,Wright State
Ayden Davis,5.0,Wright State
Alex Bruskotter,4.5,Wright State
Bryan Etumnu,3.4,Wright State
Sam Alamutu,2.9,Wright State
Leland Walker,13.5,Wyoming
Nasir Meyer,12.9,Wyoming
Damarion Dennis,11.2,Wyoming
Khaden Bennett,10.2,Wyoming
Gavin Gores,7.3,Wyoming
Uriyah Rojas,6.2,Wyoming
Adam Harakow,6.1,Wyoming
Matija Belic,5.5,Wyoming
Jared Harris,4.0,Wyoming
Simm Saadi,3.2,Wyoming
Abou Magassa,3.1,Wyoming
Kiani Saxon,2.0,Wyoming
Garrett Spielman,1.0,Wyoming
Talan Taylor,1.0,Wyoming
Tre Carroll,17.8,Xavier
Jovan Milicevic,12.4,Xavier
Malik Moore,10.9,Xavier
Roddie Anderson III,10.9,Xavier
Filip Borovicanin,10.8,Xavier
All Wright,7.5,Xavier
Isaiah Walker,4.7,Xavier
Anthony Robinson,2.3,Xavier
Pape N'Diaye,2.0,Xavier
Ian Sabourin,1.2,Xavier
Mier Panoam,0.9,Xavier
Henry Thole,0.6,Xavier
Michael Wolf,0.0,Xavier
Nick Townsend,16.3,Yale
Isaac Celiscar,13.2,Yale
Trevor Mullin,11.5,Yale
Casey Simmons,10.5,Yale
Riley Fox,10.0,Yale
Samson Aletan,7.8,Yale
Jordan Brathwaite,6.6,Yale
Devon Arlington,2.8,Yale
Courtney Wallace Jr.,2.5,Yale
Daniel Ogunyemi,2.4,Yale
Jack Sullivan,1.8,Yale
Alvin Loving,1.6,Yale
Jeannot Basima,1.1,Yale
Jacob Tsai,0.0,Yale
Cris Carroll,17.4,Youngstown State
Bryson Dawkins,12.6,Youngstown State
Rich Rolf,9.1,Youngstown State
Vladimer Salaridze,8.4,Youngstown State
Jason Nelson,6.9,Youngstown State
Tae Blackshear,6.8,Youngstown State
Cam Polak,5.8,Youngstown State
Imanuel Zorgvol,5.7,Youngstown State
Jaiden Haynes,4.8,Youngstown State
Andrew King,2.8,Youngstown State
Tyler Robinett,2.8,Youngstown State
Derrick Anderson,2.7,Youngstown State
Shaheed Solebo,2.3,Youngstown State
