Player,Assigned_Team,Games_Tracked,Season_Off_Possessions,Weighted_ORtg,Season_Def_Possessions,Weighted_DRtg,Net_Efficiency_Rating,Net_Points_Produced
Jalen Forrest,Se Louisiana Lions,27,730.5,83.1,744.7,93.2,-10.1,-73.8
Nas Muhammad,Ualbany Great Danes,12,333.8,88.1,331.2,110.2,-22.1,-73.8
Khalil Williams,Bryant Bulldogs,19,355.4,80.5,358.2,101.3,-20.8,-74.1
Jimmy Oladokun Jr.,Rice Owls,29,794.5,91.0,792.3,100.3,-9.3,-74.2
Matt Mayock,American University Eagles,29,1361.8,91.9,1352.1,97.4,-5.5,-74.5
Ma'Kye Taylor,Ualbany Great Danes,27,566.5,85.6,575.1,98.8,-13.2,-74.5
Roddie Anderson III,Xavier Musketeers,33,1334.1,92.6,1333.5,98.2,-5.6,-74.6
Kayden Mingo,Penn State Nittany Lions,28,1386.0,95.7,1372.5,101.1,-5.4,-74.7
Chris Morgan,Purdue Fort Wayne Mastodons,24,546.8,83.8,547.9,97.5,-13.7,-74.9
Jakai Robinson,Bryant Bulldogs,27,636.8,87.6,653.9,99.4,-11.8,-74.9
Bradyn Hubbard,Abilene Christian Wildcats,29,1424.8,89.6,1382.6,94.9,-5.3,-75.0
Bryson Calamese,Alcorn State Braves,31,537.9,86.3,545.8,100.2,-14.0,-75.1
Greyson Uelmen,North Dakota Fighting Hawks,32,1505.3,94.1,1499.0,99.1,-5.0,-75.1
Anthony Isaac,Manhattan Jaspers,31,1204.2,96.2,1203.0,102.5,-6.2,-75.2
William Kermoury,Northeastern Huskies,27,1207.8,96.2,1201.7,102.4,-6.2,-75.3
Quentin Duncan,Njit Highlanders,32,662.4,82.3,670.5,93.7,-11.4,-75.4
Muneer Newton,Campbell Fighting Camels,32,1004.6,96.2,1009.6,103.7,-7.5,-75.8
Dalen Davis,Princeton Tigers,19,819.8,89.4,834.2,98.7,-9.3,-75.9
Enrico Borio,Jacksonville Dolphins,18,315.7,81.1,324.3,105.1,-24.1,-75.9
Andrej Kostic,Kansas State Wildcats,22,503.0,93.4,494.6,108.6,-15.1,-76.1
Cameron Williams,Portland Pilots,29,1169.8,91.4,1172.8,97.9,-6.5,-76.1
Jaden Haire,Texas A&M-Corpus Christi Islanders,22,350.6,75.9,361.7,97.6,-21.7,-76.2
Edouard Benoit,Lehigh Mountain Hawks,23,1049.8,90.4,1037.4,97.6,-7.3,-76.2
Carson Johnson,Denver Pioneers,29,1749.9,104.0,1769.9,108.4,-4.4,-76.3
Chris Morgan,Coppin State Eagles,12,255.8,71.6,258.4,101.4,-29.8,-76.3
Jamil Muttilib,Grambling Tigers,30,1358.6,86.5,1359.4,92.1,-5.6,-76.3
Joseph Venzant,Abilene Christian Wildcats,30,1249.7,87.3,1262.1,93.4,-6.1,-76.4
Dovydas Butka,Campbell Fighting Camels,29,1665.0,97.2,1625.2,101.8,-4.6,-76.5
Martins Kilups,Oral Roberts Golden Eagles,27,756.8,90.1,745.1,100.3,-10.1,-76.7
Jeremiah Johnson,Campbell Fighting Camels,32,1740.5,98.5,1680.3,102.9,-4.4,-76.9
Jalen Lee,Southern Utah Thunderbirds,21,462.0,85.9,476.6,102.6,-16.7,-77.0
Okku Federiko,Drake Bulldogs,32,1197.8,92.0,1191.5,98.4,-6.4,-77.2
Deywilk Tavarez,Loyola Chicago Ramblers,33,1202.8,87.7,1178.1,94.1,-6.4,-77.2
Marcus Kell,Western Carolina Catamounts,29,1436.6,95.6,1407.5,101.0,-5.4,-77.3
Ty Francis,Northeastern Huskies,22,560.1,96.8,565.2,110.6,-13.8,-77.4
George Natsvlishvili,North Dakota Fighting Hawks,29,1068.9,92.9,1083.4,100.1,-7.2,-77.5
Ryan Richardson,Binghamton Bearcats,19,681.2,88.4,695.7,99.8,-11.4,-77.6
Darren Buchanan Jr.,Rutgers Scarlet Knights,34,1276.7,92.0,1296.5,98.1,-6.1,-77.6
Joshua Eli,Army Black Knights,26,617.7,85.8,627.3,98.4,-12.6,-77.6
Jack Stanton,Princeton Tigers,22,1093.7,90.1,1113.4,97.2,-7.1,-77.8
Chris Lockett Jr.,Jacksonville Dolphins,30,1134.9,94.7,1120.2,101.6,-6.9,-77.9
Dorion Staples,Maryland Eastern Shore Hawks,30,1135.9,88.3,1112.9,95.2,-6.9,-78.0
Canin Jefferson,North Alabama Lions,20,988.0,90.9,975.9,98.8,-7.9,-78.0
Cam Carroll,Rice Owls,29,1087.3,90.7,1081.0,97.9,-7.2,-78.2
Drew King,Youngstown State Penguins,29,783.2,93.6,813.8,103.6,-10.0,-78.4
Dwayne Williams Jr,Georgia Southern Eagles,31,672.4,89.5,656.3,101.2,-11.7,-78.4
Cal Furnish,Oral Roberts Golden Eagles,30,945.9,88.5,937.1,96.8,-8.3,-78.5
Amare Allen,Maine Black Bears,21,469.3,73.7,479.8,90.4,-16.7,-78.5
C.J. Jones,Kansas State Wildcats,31,889.2,90.5,906.7,99.4,-8.8,-78.6
Daveyon Lydner,Coppin State Eagles,20,368.0,82.6,360.7,104.0,-21.4,-78.6
Riley Dering,Air Force Falcons,12,212.9,80.8,221.6,117.8,-37.0,-78.8
Tyler Shirley,Florida A&M Rattlers,28,1400.0,87.7,1390.6,93.3,-5.6,-78.8
Villiam Garcia Adsten,Drexel Dragons,32,865.4,85.7,897.1,94.9,-9.1,-78.9
Ridvan Tutic,Stonehill Skyhawks,27,980.0,81.6,980.1,89.7,-8.1,-78.9
Chace Watley,Wofford Terriers,30,1215.1,95.2,1225.8,101.7,-6.5,-79.1
Nigel James Jr.,Marquette Golden Eagles,32,1591.3,91.6,1540.2,96.6,-5.0,-79.3
Meechie White,Eastern Illinois Panthers,30,1403.1,85.8,1401.4,91.5,-5.7,-79.5
Mason Blackwood,Penn State Nittany Lions,26,414.3,88.6,404.6,107.8,-19.2,-79.5
DJ Smith,Campbell Fighting Camels,32,1897.0,96.8,1859.6,101.0,-4.2,-79.8
Tyler Houser,Delaware Blue Hens,25,1217.7,89.4,1234.6,96.0,-6.6,-79.8
Michael Folarin,East Texas A&M Lions,19,354.8,74.4,381.8,96.9,-22.5,-79.8
Kaden Powers,Rutgers Scarlet Knights,29,693.4,87.0,691.3,98.5,-11.5,-80.0
Arne Osojnik,Northern Arizona Lumberjacks,26,624.7,90.4,631.5,103.3,-12.8,-80.1
Caleb Pennyfeather,Little Rock Trojans,27,450.0,87.8,460.3,105.6,-17.8,-80.1
Jusaun Holt,Utah Tech Trailblazers,30,1607.0,94.6,1625.9,99.6,-5.0,-80.2
Jaden Cooper,Maryland Eastern Shore Hawks,30,1202.2,85.7,1204.1,92.4,-6.7,-80.3
Brendan Oliver,Canisius Golden Griffins,29,392.5,76.9,400.4,97.4,-20.5,-80.3
Keishon Porter,Evansville Purple Aces,14,521.9,83.5,523.5,99.0,-15.4,-80.5
Darius Duffy,Purdue Fort Wayne Mastodons,29,1081.3,93.2,1083.4,100.7,-7.5,-80.9
Alec Oglesby,Middle Tennessee Blue Raiders,28,1055.5,88.8,1062.8,96.4,-7.7,-81.0
Jakob Blakley,Le Moyne Dolphins,31,824.3,87.1,829.5,96.9,-9.8,-81.0
Jeremy Clayville,Njit Highlanders,15,459.9,77.6,458.9,95.2,-17.6,-81.0
Preston Turner,Eastern Illinois Panthers,28,881.4,84.4,869.5,93.6,-9.2,-81.2
Assane Diop,San Diego Toreros,27,791.9,89.7,788.6,99.9,-10.3,-81.3
Xavier Spencer,Umass Lowell River Hawks,30,1634.1,92.1,1620.3,97.1,-5.0,-81.4
Jacob Meachem,Bucknell Bison,30,477.7,89.4,482.9,106.4,-17.1,-81.5
Jaden Baker,Wagner Seahawks,20,976.4,91.6,962.9,99.9,-8.3,-81.5
Lilian Marville,Unc Greensboro Spartans,30,1324.8,96.5,1301.8,102.6,-6.2,-81.6
Davis White,Cal State Fullerton Titans,26,574.3,87.2,578.7,101.4,-14.2,-81.6
Aaron Franklin,Milwaukee Panthers,31,1297.7,94.1,1302.1,100.4,-6.3,-81.6
Yaniel Rivera,Abilene Christian Wildcats,27,1156.3,89.7,1137.0,96.7,-7.1,-81.7
Yonatan Levy,Pepperdine Waves,29,994.7,89.2,1006.1,97.4,-8.2,-81.9
Jaden Slaughter,Sacred Heart Pioneers,31,1011.9,88.7,1010.9,96.8,-8.1,-82.0
Levi Beckwith,Maryland Eastern Shore Hawks,24,633.2,84.5,640.3,97.5,-13.0,-82.1
Asher Woods,Tulane Green Wave,32,1650.0,88.4,1674.3,93.4,-5.0,-82.2
Jackson Benigni,Binghamton Bearcats,27,1339.4,93.8,1332.0,100.0,-6.2,-82.4
Riek Riek,Gardner-Webb Runnin' Bulldogs,22,358.8,79.7,361.4,102.7,-23.0,-82.4
Jamie Phillips Jr.,Stetson Hatters,15,719.1,89.6,727.6,101.0,-11.5,-82.4
JJ Massaquoi,Umass Lowell River Hawks,27,699.0,92.0,698.6,103.8,-11.8,-82.5
Brock Scholl,Omaha Mavericks,28,680.3,87.2,680.6,99.3,-12.2,-82.7
Ebo Wilson,Jackson State Tigers,13,276.8,67.9,268.7,97.9,-30.0,-82.9
Mike Williams,Jackson State Tigers,8,212.7,72.9,227.9,111.9,-39.0,-82.9
Devon Pryor,Oregon Ducks,16,472.5,83.4,466.6,100.9,-17.6,-83.0
Teddy Washington Jr.,Chattanooga Mocs,28,1013.9,92.1,1023.8,100.3,-8.2,-83.1
Malachi Arrington,Njit Highlanders,28,631.6,80.1,633.6,93.3,-13.2,-83.1
Chase Martin,Oral Roberts Golden Eagles,27,809.4,84.0,820.6,94.3,-10.3,-83.4
Dionjahe Thomas,Jackson State Tigers,23,693.0,90.5,694.6,102.5,-12.0,-83.4
Cade Hornecker,Abilene Christian Wildcats,30,807.0,89.2,776.3,99.6,-10.4,-83.5
Armari Carraway,Charleston Southern Buccaneers,21,594.3,82.3,579.1,96.4,-14.1,-83.6
Zaiden Cross,Nicholls Colonels,14,314.3,74.4,269.2,101.0,-26.6,-83.6
Brandon Hardy,Southern Jaguars,30,989.9,89.2,998.5,97.7,-8.5,-83.7
Alex McCray,East Texas A&M Lions,16,226.1,71.2,235.5,108.3,-37.1,-83.8
Trey Horton III,Utep Miners,24,574.3,82.7,579.5,97.3,-14.6,-83.9
Caleb Van De Griend,Idaho State Bengals,30,887.0,93.3,863.8,102.8,-9.5,-83.9
Truman Claytor IV,Little Rock Trojans,27,692.6,89.4,684.5,101.5,-12.2,-84.2
Aidan Richard,Holy Cross Crusaders,28,1192.5,92.2,1188.1,99.3,-7.1,-84.3
Kaden Brown,Southern Indiana Screaming Eagles,11,532.0,81.0,544.9,96.9,-15.9,-84.6
Myles Rice,Maryland Terrapins,17,423.1,81.1,417.4,101.1,-20.0,-84.7
Walker Andrews,Vmi Keydets,25,426.0,79.3,448.5,99.2,-19.9,-84.7
Vice Zanki,Niagara Purple Eagles,28,901.4,87.6,916.0,97.1,-9.4,-84.8
Taj Manning,Kansas State Wildcats,27,1043.5,87.9,1025.9,96.0,-8.1,-84.8
Mekhi Cameron,Tennessee Tech Golden Eagles,28,1249.0,90.6,1230.6,97.4,-6.8,-84.9
Josh Reed,Penn State Nittany Lions,32,1421.0,95.6,1415.1,101.6,-6.0,-84.9
De'Vion Lavergne,Louisiana Ragin' Cajuns,33,1501.1,88.0,1509.6,93.7,-5.7,-85.0
Shay Johnson Jr.,Long Beach State Beach,30,793.6,90.4,803.5,101.1,-10.7,-85.0
Takai Simpkins,Oregon Ducks,31,1568.8,92.3,1537.9,97.7,-5.4,-85.2
Davis Bynum,Rider Broncs,27,792.0,89.1,791.8,99.9,-10.8,-85.2
Mark Lavrenov,Sacramento State Hornets,28,1334.1,93.1,1344.6,99.5,-6.4,-85.6
Kieran Elliott,Cal Poly Mustangs,17,568.2,84.0,565.4,99.0,-15.1,-85.7
Ocypher Owens,Tarleton State Texans,26,765.0,85.2,751.8,96.4,-11.2,-85.8
Ethan Kizer,South Dakota Coyotes,29,717.7,91.8,691.8,103.8,-12.0,-85.9
Anquan Hill,Sacred Heart Pioneers,26,1360.2,92.2,1360.2,98.5,-6.3,-86.0
Andre Mills,Maryland Terrapins,33,1372.8,90.4,1355.3,96.7,-6.3,-86.0
KJ Thomas,Utep Miners,28,1267.6,89.2,1275.7,96.0,-6.8,-86.2
David Jevtic,Fairleigh Dickinson Knights,28,922.7,87.9,908.9,97.3,-9.4,-86.4
Cassius Brooks,Utep Miners,27,553.0,85.9,559.4,101.5,-15.6,-86.5
Rickey Mitchell Jr.,Bethune-Cookman Wildcats,13,317.2,78.2,327.2,105.4,-27.3,-86.5
Josiah Sabino,Niagara Purple Eagles,28,872.0,87.7,889.9,97.7,-9.9,-86.5
Jeremiah Jenkins,Brown Bears,25,1242.8,88.4,1225.5,95.4,-7.0,-86.5
Isaiah Dorceus,Milwaukee Panthers,30,1096.5,92.8,1090.9,100.7,-7.9,-86.7
Cam Gregory,Campbell Fighting Camels,32,1791.1,96.4,1752.8,101.2,-4.8,-86.8
Dylan Diaz,Ul Monroe Warhawks,21,799.4,88.9,809.5,99.8,-10.9,-86.9
Taj Thweatt,Coppin State Eagles,23,634.8,82.2,638.6,96.0,-13.7,-87.3
Sami Pissis,Alabama A&M Bulldogs,28,1313.1,90.7,1293.2,97.4,-6.7,-87.4
Maximus Nelson,Purdue Fort Wayne Mastodons,29,1370.8,92.3,1365.1,98.7,-6.4,-87.6
Will Aljancic,Holy Cross Crusaders,15,261.8,78.7,268.2,112.2,-33.6,-87.8
Colby Garland,San José State Spartans,28,1583.4,100.2,1574.1,105.7,-5.6,-87.9
Jake Johnson,Stetson Hatters,31,1385.0,97.6,1409.8,104.0,-6.4,-88.2
Elijah Jones,Utep Miners,28,1259.5,91.6,1249.1,98.6,-7.0,-88.3
Landon Clark,Princeton Tigers,28,1225.9,90.5,1238.7,97.8,-7.2,-88.5
Jake DiMichele,Duquesne Dukes,23,566.0,87.1,557.7,102.7,-15.6,-88.5
Prophet Johnson,Sacramento State Hornets,27,1703.4,94.6,1722.7,99.8,-5.2,-88.7
Holden Pierre-Louis,Cleveland State Vikings,27,713.9,91.9,705.4,104.3,-12.4,-88.9
Abdou Yadd,Sacred Heart Pioneers,25,606.2,83.6,605.1,98.3,-14.7,-89.1
Jerone Morton,Washington State Cougars,31,1224.2,95.5,1233.8,102.8,-7.3,-89.1
Ofri Naveh,Oral Roberts Golden Eagles,29,1423.4,89.2,1418.9,95.5,-6.3,-89.3
Ethan Pickett,Se Louisiana Lions,30,864.2,86.2,878.2,96.6,-10.4,-89.5
Christian Alston,Abilene Christian Wildcats,28,484.7,79.6,474.0,98.1,-18.5,-89.5
Youri Fritz,Northeastern Huskies,25,1095.4,94.4,1068.0,102.6,-8.2,-90.1
Melvin Bell Jr.,San José State Spartans,32,1666.1,102.9,1687.2,108.3,-5.4,-90.2
Max Burton,Western Michigan Broncos,28,1119.9,93.8,1123.5,101.9,-8.1,-90.4
Jesse Hafemeister,Charleston Southern Buccaneers,29,1336.8,91.0,1343.3,97.7,-6.8,-90.6
Jaylen Wysinger,Texas Southern Tigers,27,989.0,88.7,985.2,97.8,-9.2,-90.7
Malik Abdullahi,Princeton Tigers,26,1144.6,90.8,1169.2,98.7,-7.9,-90.7
Ian Scott,Indiana State Sycamores,30,1529.7,91.8,1507.4,97.7,-5.9,-90.8
Trae Broadnax,Rice Owls,29,1461.0,92.7,1480.3,99.0,-6.2,-90.9
Terrence Brown,Utah Utes,31,1623.6,96.4,1603.2,102.0,-5.6,-90.9
Straton Rogers,Eastern Washington Eagles,32,1161.3,98.2,1149.0,106.0,-7.8,-91.0
Adrian McIntyre,San Diego Toreros,31,1254.8,92.0,1254.8,99.2,-7.2,-91.0
Jordan Crawford,South Dakota Coyotes,29,1559.0,95.3,1539.2,101.2,-5.8,-91.1
Dailliss Cox,Chicago State Cougars,31,703.6,84.3,707.5,97.2,-13.0,-91.2
Amir Lindsey,Ualbany Great Danes,29,1685.8,90.7,1699.9,96.1,-5.4,-91.4
Dante Kearse,The Citadel Bulldogs,30,411.7,87.4,427.7,109.6,-22.2,-91.4
CJ Hardy,Cal State Bakersfield Roadrunners,20,1009.4,92.6,1013.9,101.7,-9.1,-91.4
Joe Nugent,Holy Cross Crusaders,21,973.1,92.7,959.4,102.2,-9.5,-92.0
Ayomide Bamisile,Ul Monroe Warhawks,22,496.2,83.8,502.0,102.4,-18.5,-92.0
Jahni Summers,Sacramento State Hornets,28,1297.7,94.6,1309.5,101.7,-7.1,-92.1
Brandon Mitchell-Day,Dartmouth Big Green,25,1167.0,88.7,1153.3,96.6,-7.9,-92.3
Darrel Yepdo,Umass Lowell River Hawks,30,1485.3,93.2,1477.8,99.5,-6.2,-92.5
CJ Happy,Princeton Tigers,24,670.5,88.7,666.1,102.5,-13.8,-92.5
Ruot Bijiek,Bucknell Bison,12,539.0,78.9,532.1,96.0,-17.2,-92.6
Tony Osburn,Omaha Mavericks,27,1487.4,93.5,1477.8,99.7,-6.2,-92.7
Jalen Cooper,Eastern Kentucky Colonels,23,896.3,97.1,904.1,107.4,-10.3,-92.7
Brandon Russell,Saint Francis Red Wolves,25,424.4,80.6,433.5,102.4,-21.8,-92.7
Nasir Whitlock,Lehigh Mountain Hawks,33,1869.1,94.0,1854.1,98.9,-5.0,-92.8
Javante Edwards,Canisius Golden Griffins,26,898.6,84.0,892.3,94.4,-10.3,-93.0
Omari Hamilton,Alcorn State Braves,32,1026.5,86.0,1036.8,95.1,-9.1,-93.2
Kyric Davis,North Carolina Central Eagles,27,972.8,89.1,977.4,98.7,-9.6,-93.4
Muazibini Adamu,Delaware State Hornets,22,415.9,80.3,408.6,102.8,-22.5,-93.5
Eemeli Yalaho,Washington State Cougars,31,1423.5,94.9,1436.6,101.5,-6.6,-93.7
Dominick Stewart,Penn State Nittany Lions,32,1093.5,95.7,1080.3,104.2,-8.6,-93.8
Kooper Jacobi,Eastern Illinois Panthers,30,1579.1,87.9,1582.5,93.8,-5.9,-93.8
Shareef Jackson,Lafayette Leopards,29,1059.7,90.6,1036.7,99.5,-8.9,-93.8
Gabe Warren,Holy Cross Crusaders,31,1563.8,94.8,1548.0,100.8,-6.0,-93.8
Amaree Brown,Southern Indiana Screaming Eagles,15,621.6,86.4,596.1,101.5,-15.1,-93.9
Kendyl Sanders,Utah Utes,31,963.6,93.5,962.7,103.3,-9.8,-94.0
Demari Williams,Houston Christian Huskies,27,923.7,88.8,950.7,99.0,-10.2,-94.2
Kachi Nzeh,Little Rock Trojans,30,1411.4,88.6,1391.2,95.3,-6.7,-94.2
Evan Sterck,Jacksonville Dolphins,30,1151.8,91.5,1148.4,99.7,-8.2,-94.4
Micah Caster,Ul Monroe Warhawks,26,550.5,85.9,553.9,103.1,-17.2,-94.4
Tolu Samuels,Southern Indiana Screaming Eagles,26,1219.7,89.0,1221.3,96.8,-7.7,-94.5
Simeon German,The Citadel Bulldogs,27,410.0,78.5,414.4,101.6,-23.0,-94.5
Kylin Green,Houston Christian Huskies,30,1466.1,89.8,1474.7,96.2,-6.5,-94.7
Shaun Wysocki,Denver Pioneers,27,813.6,100.7,839.7,112.3,-11.6,-94.7
Dante Oliver,North Florida Ospreys,29,529.6,88.0,547.7,105.9,-17.9,-94.8
John Kelly,Njit Highlanders,32,753.1,83.8,765.5,96.4,-12.6,-95.1
Nick Anderson,Rice Owls,29,1378.3,92.7,1384.2,99.6,-6.9,-95.2
Tekao Carpenter,North Carolina Central Eagles,25,1038.5,89.9,1036.3,99.1,-9.2,-95.2
Kody Williams,Hampton Pirates,27,710.2,86.7,704.1,100.1,-13.4,-95.2
Lorenzo Abellar,Southern Utah Thunderbirds,28,499.8,87.2,511.8,106.3,-19.1,-95.3
BJ Kolly,Uc Riverside Highlanders,29,1195.6,86.9,1186.7,94.9,-8.0,-95.5
Wyatt Nausadis,American University Eagles,30,1078.4,88.6,1048.0,97.4,-8.9,-95.6
Jalyke Gaines-Wyatt,Hampton Pirates,27,1155.3,91.1,1151.7,99.4,-8.3,-95.6
Kai Burdick,Southern Utah Thunderbirds,29,647.7,93.9,639.6,108.7,-14.8,-95.8
Jovan Milicevic,Xavier Musketeers,33,1532.5,94.7,1491.0,101.0,-6.3,-95.9
Lachlan Brewer,Idaho State Bengals,30,1401.9,95.9,1430.9,102.8,-6.9,-96.2
Kolten Griffin,West Georgia Wolves,30,1603.1,94.4,1644.7,100.4,-6.0,-96.2
Rich Smith,Abilene Christian Wildcats,30,1533.7,89.0,1487.3,95.3,-6.3,-96.2
Pop Isaacs,Texas A&M Aggies,32,1198.5,96.6,1142.0,104.6,-8.0,-96.2
Jacob Taylor,Charleston Southern Buccaneers,28,1015.5,89.3,1020.2,98.8,-9.5,-96.3
Nelson Lamizana,Coppin State Eagles,17,506.6,86.7,490.2,105.7,-19.0,-96.3
Chris Kumu,Canisius Golden Griffins,26,473.8,79.4,475.4,99.7,-20.4,-96.5
Alfredo Addesa,Lehigh Mountain Hawks,31,424.2,78.5,423.6,101.3,-22.8,-96.6
Trenton Walters,Niagara Purple Eagles,25,838.9,87.0,849.5,98.5,-11.5,-96.6
Dayan Nessah,Cleveland State Vikings,23,1082.1,97.6,1106.7,106.5,-8.9,-96.8
Micah Simpson,Alabama State Hornets,31,1675.9,90.2,1656.4,96.0,-5.8,-96.8
Ayouba Berthe,Georgia State Panthers,30,772.2,81.5,782.0,94.0,-12.5,-96.8
Anthony Wrzeszcz,New Mexico State Aggies,28,1099.8,90.0,1121.3,98.8,-8.8,-96.8
Jamaria Clark,Kansas City Roos,25,447.3,78.0,473.3,99.7,-21.7,-97.0
King Grace,Mississippi State Bulldogs,22,429.0,84.4,426.1,107.0,-22.6,-97.1
Chris Arias,Jacksonville Dolphins,28,801.7,90.1,789.7,102.2,-12.1,-97.2
Khouri Carvey,North Carolina Central Eagles,18,750.4,87.8,737.2,100.8,-13.0,-97.3
D'Shay Knights Wright,South Carolina State Bulldogs,11,223.9,64.8,218.1,108.2,-43.5,-97.3
Kaseem Watson,Utep Miners,28,1412.3,90.6,1424.2,97.5,-6.9,-97.4
Kobe Butler,Jackson State Tigers,23,357.0,81.8,346.8,109.3,-27.5,-98.1
DeAndre Williams,Holy Cross Crusaders,31,1230.4,93.8,1223.4,101.8,-8.0,-98.1
Kareem Thomas,Dartmouth Big Green,24,1136.9,89.5,1128.7,98.1,-8.6,-98.1
Zyier Beverly,Binghamton Bearcats,26,997.8,87.2,1003.8,97.0,-9.8,-98.2
Pierre Geneste Jr.,Cal State Bakersfield Roadrunners,24,743.7,83.9,764.7,97.2,-13.3,-98.6
Eunique Rink,Hampton Pirates,28,521.4,82.9,533.5,101.8,-18.9,-98.7
Adrian Myers,San José State Spartans,28,1248.7,100.7,1253.6,108.6,-7.9,-98.7
Josh Dixon,Milwaukee Panthers,31,936.5,96.0,927.3,106.5,-10.6,-98.8
Dwayne Pierce,North Carolina A&T Aggies,23,1069.6,92.1,1071.5,101.4,-9.3,-99.1
Justin Hinds,Air Force Falcons,26,428.0,78.7,442.5,101.9,-23.2,-99.2
Tate Laczkowski,Army Black Knights,30,1048.7,85.8,1070.4,95.3,-9.5,-99.3
Derek Vorst,Indiana State Sycamores,21,713.2,86.4,705.4,100.4,-14.0,-99.8
Kevin de Kovachich,North Alabama Lions,28,1376.0,92.8,1376.2,100.1,-7.3,-99.8
Trent Johnson,Houston Christian Huskies,30,1405.6,89.8,1439.4,96.9,-7.1,-100.3
Daniel Akitoby,Utsa Roadrunners,22,520.0,85.2,522.5,104.5,-19.3,-100.4
Brennan Peterson,Northern Arizona Lumberjacks,29,925.8,95.2,913.9,106.0,-10.9,-100.6
Noah Melson,Fairleigh Dickinson Knights,22,581.1,85.2,585.3,102.5,-17.3,-100.7
Milan Mejia,Louisiana Ragin' Cajuns,29,951.0,81.9,962.1,92.5,-10.6,-100.7
Micah Tucker,Georgia State Panthers,29,1494.8,88.3,1510.3,95.1,-6.8,-101.2
Hayden Wood,Jacksonville Dolphins,30,1266.1,96.0,1253.3,104.0,-8.0,-101.2
Keynan Davis,The Citadel Bulldogs,29,509.2,85.8,509.9,105.7,-19.9,-101.2
Isaiah Langham,Brown Bears,25,855.6,86.4,858.1,98.2,-11.9,-101.5
Kwame Evans Jr.,Oregon Ducks,30,1460.6,90.2,1434.0,97.2,-7.0,-101.8
Stefan Cicic,Pepperdine Waves,30,620.7,84.3,635.7,100.7,-16.4,-101.9
Nick Mullen,Central Michigan Chippewas,28,813.0,88.9,822.7,101.5,-12.6,-102.2
Tanner Hayhurst,Southern Utah Thunderbirds,28,1441.9,94.5,1441.2,101.6,-7.1,-102.7
LJ Thomas,Old Dominion Monarchs,29,1400.9,95.2,1362.2,102.6,-7.3,-102.7
Tyler Smith,South Carolina Upstate Spartans,28,1041.5,85.8,1023.0,95.7,-9.9,-102.7
JB Frankel,Northeastern Huskies,30,1000.8,94.8,997.2,105.1,-10.3,-102.8
Jaden Johnson,La Salle Explorers,19,918.0,88.7,917.0,99.9,-11.2,-102.9
Trey Booker-Lowery,Kansas City Roos,25,353.7,72.9,360.5,102.1,-29.1,-103.1
Nestor Dyachok,North Florida Ospreys,30,738.6,91.9,731.8,105.9,-14.0,-103.2
Karl Poom,Northern Arizona Lumberjacks,29,884.6,93.1,898.6,104.8,-11.7,-103.3
Joshua Ola-Joseph,Loyola Chicago Ramblers,29,998.7,89.4,991.3,99.8,-10.4,-103.4
Julius Rollins,Denver Pioneers,27,933.7,100.4,945.9,111.4,-11.1,-103.4
James Okonkwo,Utah Utes,28,972.6,92.2,976.7,102.9,-10.7,-103.8
Cameron McNamee,Dartmouth Big Green,25,823.0,86.6,836.3,99.2,-12.6,-103.8
Xzavier Long,Hampton Pirates,30,1675.4,90.6,1662.1,96.8,-6.2,-103.9
Bessanty Saragba,Delaware State Hornets,22,743.3,84.1,744.2,98.1,-14.0,-104.0
Jo Van Buggenhout,Indiana State Sycamores,25,884.1,89.0,877.2,100.8,-11.8,-104.0
Jayden Williams,Bucknell Bison,33,1701.3,89.4,1689.5,95.5,-6.1,-104.2
Landon Lewis,Brown Bears,19,1020.7,84.9,995.2,95.2,-10.2,-104.2
Favour Aire,Coppin State Eagles,20,286.4,76.8,280.9,113.2,-36.4,-104.3
Jeremiah Burke,Denver Pioneers,29,1599.6,101.8,1622.2,108.3,-6.5,-104.5
Dallas Washington,Long Beach State Beach,22,386.6,74.5,403.7,101.6,-27.1,-104.6
Kaidon Rayfield,Utsa Roadrunners,24,694.6,83.4,697.1,98.4,-15.1,-104.6
Josh Taylor,East Texas A&M Lions,30,795.6,79.7,801.3,92.9,-13.2,-104.7
Comeh Emuobor,New Hampshire Wildcats,26,775.6,87.7,798.4,101.2,-13.5,-104.9
Garrett Anderson,North Dakota Fighting Hawks,29,1450.1,91.1,1467.4,98.3,-7.2,-105.0
Ethan Copeland,Stetson Hatters,31,1598.7,94.8,1614.1,101.4,-6.6,-105.3
Calvin Sirmans III,Stetson Hatters,30,1125.2,93.2,1142.5,102.6,-9.4,-105.3
Justin Page,Niagara Purple Eagles,20,897.7,88.0,928.1,99.8,-11.8,-105.6
Jamarion Davis-Fleming,Mississippi State Bulldogs,31,1016.5,91.5,1016.9,101.9,-10.4,-105.7
Doyel Cockrill III,Chicago State Cougars,27,1080.4,90.2,986.2,100.1,-9.8,-106.3
Shemani Fuller,Rider Broncs,28,932.7,87.8,945.6,99.2,-11.4,-106.3
Jordan Chatman,Florida A&M Rattlers,28,1163.5,87.1,1177.7,96.3,-9.1,-106.3
Jordan Pyke,Incarnate Word Cardinals,24,1004.6,91.9,997.3,102.5,-10.6,-106.5
Harold Woods,Incarnate Word Cardinals,28,1352.6,91.4,1371.1,99.3,-7.9,-106.7
Taeshaud Jackson,Fairleigh Dickinson Knights,29,1353.2,87.9,1331.6,95.8,-7.9,-106.7
