Player,Assigned_Team,Games_Tracked,Season_Off_Possessions,Weighted_ORtg,Season_Def_Possessions,Weighted_DRtg,Net_Efficiency_Rating
Courtney Anderson Jr.,Montana Grizzlies,8,140.1,92.8,139.9,97.9,-5.2
Major Freeman,Charlotte 49Ers,23,622.4,94.3,614.8,99.6,-5.2
Jerome Brewer Jr.,La Salle Explorers,16,716.8,90.1,716.2,95.4,-5.2
Noah Bolanga,Utah Tech Trailblazers,23,1256.5,93.7,1274.9,98.9,-5.2
Jordan Brinson,Cal State Northridge Matadors,22,662.2,92.9,656.7,98.1,-5.2
Coleton Benson,New Orleans Privateers,25,1435.8,92.4,1457.6,97.6,-5.2
Justin Hawkins,Niagara Purple Eagles,24,944.3,89.6,975.4,94.8,-5.2
Camian Shell,Delaware State Hornets,5,210.8,80.6,216.4,86.0,-5.3
Ian Platteeuw,Davidson Wildcats,20,467.5,95.0,460.6,100.3,-5.3
Logan Stephens,Southern Utah Thunderbirds,8,65.4,77.9,63.7,83.2,-5.3
Omar Adegbola,Northwestern State Demons,18,364.6,89.4,371.5,94.8,-5.3
Tony Osburn,Omaha Mavericks,21,1195.4,95.4,1186.4,100.6,-5.3
Eric Mejia,Fairfield Stags,25,698.3,91.4,696.0,96.7,-5.3
Freddie Dilione V,Penn State Nittany Lions,25,1025.3,96.1,1016.3,101.3,-5.3
Jordan Gorecki,Texas Southern Tigers,17,346.2,87.5,363.1,92.8,-5.3
Johan Munch,Oregon State Beavers,25,825.8,90.5,818.5,95.8,-5.3
Efeosa Oliogu-Elabor,Butler Bulldogs,18,368.4,91.2,380.3,96.5,-5.3
Stefanos Spartalis,Monmouth Hawks,22,765.2,88.0,751.9,93.2,-5.3
Moustapha Loum,Northwestern State Demons,18,298.4,90.5,318.2,95.9,-5.4
Jeremiah Cherry,Sacramento State Hornets,4,210.5,90.7,208.1,96.1,-5.4
Jayden Epps,Mississippi State Bulldogs,21,972.0,94.4,959.9,99.8,-5.4
D'Avian Houston,Texas A&M-Corpus Christi Islanders,17,556.1,88.3,544.2,93.7,-5.4
Malcolm Chimezie,Boston University Terriers,13,411.2,95.6,428.8,101.0,-5.4
Tank Washington,North Alabama Lions,7,111.0,86.5,113.2,91.9,-5.4
Panagiotis Pagonis,New Orleans Privateers,24,767.1,88.4,770.2,93.7,-5.4
Nakavieon White,Georgia Southern Eagles,24,860.9,95.1,871.5,100.5,-5.4
Jaehshon Thomas,Drake Bulldogs,24,819.3,97.5,813.9,103.0,-5.4
Don McHenry,Utah Utes,23,1208.2,98.1,1188.1,103.4,-5.4
Anthony Isaac,Manhattan Jaspers,26,1024.8,97.5,1024.6,102.9,-5.4
Isaac Abidde,Ualbany Great Danes,22,822.3,88.8,825.1,94.2,-5.4
Andrin Njock,App State Mountaineers,16,299.6,87.1,303.5,92.6,-5.5
Hamad Mousa,Cal Poly Mustangs,23,1339.6,93.4,1309.9,98.9,-5.5
Yacine Toumi,Hawai'I Rainbow Warriors,18,251.9,84.2,265.5,89.7,-5.5
Takai Simpkins,Oregon Ducks,23,1141.2,92.7,1125.2,98.2,-5.5
Malcolm Wrisby-Jefferson,Brown Bears,20,678.9,84.7,682.8,90.2,-5.5
Corey Hadnot II,Purdue Fort Wayne Mastodons,23,1302.0,91.6,1301.8,97.2,-5.5
Donald Whitehead Jr.,Unc Greensboro Spartans,24,1114.6,95.0,1105.8,100.5,-5.5
Myles Mayfield,Unc Asheville Bulldogs,23,854.0,93.2,864.0,98.7,-5.5
Xavier Amos,Loyola Chicago Ramblers,12,497.7,88.8,498.1,94.4,-5.5
Roman Siulepa,Pittsburgh Panthers,26,1013.2,89.7,993.7,95.2,-5.5
Jojo Anderson,Eastern Washington Eagles,24,878.8,97.3,871.5,102.8,-5.5
Darrion Sutton,Missouri State Bears,21,469.2,95.3,476.1,100.8,-5.6
Cavin Holden,Montana State Bobcats,6,280.6,92.7,288.9,98.3,-5.6
Ky Pernell,Texas State Bobcats,3,57.1,89.4,53.7,95.0,-5.6
Colby Garland,San José State Spartans,19,1034.0,97.3,1015.5,102.9,-5.6
Christian Green,Stephen F. Austin Lumberjacks,15,142.6,89.1,144.8,94.6,-5.6
Steven Clay,Southern Indiana Screaming Eagles,22,496.8,86.2,484.2,91.7,-5.6
Jalyke Gaines-Wyatt,Hampton Pirates,23,1029.1,91.8,1031.7,97.4,-5.6
Trae Taylor,Montana Grizzlies,17,240.8,78.5,239.0,84.1,-5.6
Achor Achor,Mississippi State Bulldogs,23,679.1,93.5,679.8,99.1,-5.6
Johnny Radford,Eastern Washington Eagles,24,860.0,96.7,834.3,102.4,-5.6
Orlando Lovejoy,Detroit Mercy Titans,22,1135.9,95.7,1125.2,101.3,-5.6
Parker Robison,Chattanooga Mocs,22,312.7,90.2,331.1,95.7,-5.6
Xavier Lipscomb,Mount St. Mary'S Mountaineers,26,1368.0,87.4,1343.0,93.0,-5.6
Justin Johnson,Western Carolina Catamounts,21,507.5,96.0,509.0,101.6,-5.6
Ben Michaels,Vermont Catamounts,23,539.7,88.9,564.8,94.5,-5.6
Adrien Stevens,Marquette Golden Eagles,25,1030.5,90.5,1020.1,96.3,-5.7
Liam Murphy,Purdue Boilermakers,4,60.2,83.1,56.3,88.8,-5.7
Mark Brown Jr.,Valparaiso Beacons,20,457.7,85.7,459.8,91.3,-5.7
Pierce Spencer,Utsa Roadrunners,3,73.0,73.9,72.8,79.6,-5.7
Duncan Powell,Providence Friars,20,620.5,98.5,631.7,104.2,-5.7
Parker Applegate,Central Arkansas Bears,22,154.9,82.0,153.9,87.7,-5.7
Jamil Muttilib,Grambling Tigers,20,823.7,87.2,836.9,92.8,-5.7
Ty Owens,Tennessee Tech Golden Eagles,23,994.2,92.0,971.4,97.7,-5.7
Tristen Guillouette,Florida Gulf Coast Eagles,24,508.7,94.2,525.8,99.9,-5.7
Ethan Meuser,Stonehill Skyhawks,14,439.7,78.7,431.2,84.4,-5.7
Chico Johnson,South Carolina Upstate Spartans,7,57.5,83.6,56.0,89.2,-5.7
Peter Kramer,Lehigh Mountain Hawks,24,739.0,91.6,744.9,97.3,-5.7
Keegan Van Kauwenberg,Green Bay Phoenix,16,242.7,96.4,251.8,102.1,-5.7
Caleb Van De Griend,Idaho State Bengals,23,688.6,95.3,667.8,100.9,-5.7
Anthony Enoh,Georgia State Panthers,22,810.8,85.1,816.0,90.8,-5.7
Romari Robinson,Sacramento State Hornets,13,157.3,80.7,150.4,86.4,-5.7
Jayden Harris,Eastern Kentucky Colonels,22,394.6,97.3,401.1,103.0,-5.7
Youri Fritz,Northeastern Huskies,18,774.9,95.4,753.8,101.1,-5.7
Zaxton King,Missouri State Bears,21,1016.8,92.1,1005.8,97.7,-5.7
Niklas Polonowski,Pennsylvania Quakers,13,109.2,89.7,116.4,95.4,-5.7
Chas Lewless,West Georgia Wolves,9,398.9,93.5,413.0,99.3,-5.8
Nick Anderson,Rice Owls,24,1140.3,93.6,1139.9,99.4,-5.8
Damian Garcia,East Texas A&M Lions,24,1010.0,85.3,1035.7,91.1,-5.8
Chase Ross,Marquette Golden Eagles,25,1417.3,90.4,1400.9,96.2,-5.8
Trey Buchanan,South Dakota State Jackrabbits,7,142.8,86.1,137.1,91.9,-5.8
Junjie Wang,San Francisco Dons,26,806.5,90.5,803.7,96.3,-5.8
Ian Scott,Indiana State Sycamores,24,1231.7,92.8,1210.2,98.6,-5.8
Clayton Parker,Morehead State Eagles,12,373.7,91.5,374.1,97.3,-5.8
Cbo Newton,Abilene Christian Wildcats,19,755.9,93.0,744.3,98.8,-5.8
Ras Elijah Godbolt,Fairleigh Dickinson Knights,21,315.2,86.0,316.1,91.7,-5.8
Barry Dunning Jr.,Pittsburgh Panthers,26,1183.6,91.4,1165.2,97.2,-5.8
Alec Squires,South Dakota State Jackrabbits,23,536.8,87.4,526.9,93.2,-5.8
Hercy Miller,New Orleans Privateers,4,45.9,98.1,43.3,103.9,-5.8
Dominykas Butka,Campbell Fighting Camels,16,147.2,95.1,151.6,100.9,-5.8
Cameron Williams,Portland Pilots,25,1081.2,91.6,1085.5,97.4,-5.8
Abdulai Fanta Kabba,Western Carolina Catamounts,20,603.1,88.0,609.4,93.9,-5.8
Andre Washington,Eastern Illinois Panthers,13,441.2,90.4,424.5,96.4,-5.9
Noah Norgaard,Unc Greensboro Spartans,24,950.1,95.6,927.7,101.4,-5.9
Cam Polak,Youngstown State Penguins,21,587.4,93.5,592.9,99.4,-5.9
Erik Oliver-Bush,Manhattan Jaspers,23,618.8,89.7,637.1,95.6,-5.9
Tyler Powell,Eastern Washington Eagles,24,653.2,96.8,647.5,102.7,-5.9
Jovan Milicevic,Xavier Musketeers,24,1063.7,91.9,1039.2,97.8,-5.9
Houston Emory,Delaware Blue Hens,16,164.2,87.7,164.6,93.6,-5.9
Royce Parham,Marquette Golden Eagles,25,1167.5,92.3,1156.3,98.2,-5.9
Trey Williams Jr.,Missouri State Bears,21,975.6,91.3,967.6,97.3,-5.9
Zaire Hayes,Texas Southern Tigers,18,837.2,92.9,839.4,98.9,-5.9
Mambourou Mara,Houston Christian Huskies,22,576.2,87.1,604.1,93.0,-5.9
De'Vion Lavergne,Louisiana Ragin' Cajuns,26,1142.9,86.7,1149.1,92.6,-5.9
Akiva McBirney-Griffin,Uc Irvine Anteaters,22,333.2,79.8,329.6,85.9,-6.0
Bradyn Hubbard,Abilene Christian Wildcats,21,1004.7,90.1,976.5,96.1,-6.0
Guillermo Del Pino,Maryland Terrapins,15,151.1,87.3,158.5,93.4,-6.0
David Douglas Jr.,Fresno State Bulldogs,17,522.6,89.2,519.3,95.1,-6.0
Lachlan Brewer,Idaho State Bengals,23,1111.5,97.3,1138.3,103.2,-6.0
Jacob Huggins,Princeton Tigers,23,734.8,90.0,760.5,96.0,-6.0
Tyler Jones,Uc Riverside Highlanders,22,473.7,94.0,475.1,100.0,-6.0
Jao Ituka,Northern Illinois Huskies,13,303.5,87.3,290.5,93.3,-6.0
Legend Geeter,Detroit Mercy Titans,20,820.2,98.6,802.8,104.6,-6.0
Isaiah Lewis,Long Beach State Beach,23,895.4,94.3,892.5,100.3,-6.0
Jaden Johnson,La Salle Explorers,25,660.6,90.2,649.7,96.2,-6.0
Jack Reddick,Florida Gulf Coast Eagles,23,390.2,90.5,397.1,96.4,-6.0
Melvin Bell Jr.,San José State Spartans,23,1117.7,100.7,1124.6,106.6,-6.0
Caleb Embeya,Towson Tigers,24,839.1,89.4,791.4,95.4,-6.0
Ryan Abelman,Northern Arizona Lumberjacks,21,1115.1,94.4,1135.7,100.5,-6.0
Greyson Uelmen,North Dakota Fighting Hawks,26,1197.3,93.1,1206.0,99.2,-6.0
John Awoke,Wagner Seahawks,18,636.8,92.3,640.7,98.3,-6.0
Jalen Vazquez,Lehigh Mountain Hawks,23,763.1,89.9,777.6,95.9,-6.0
Adria Rodriguez,Washington State Cougars,26,835.6,89.8,820.4,95.8,-6.1
Trey Woodyard,Vermont Catamounts,4,48.3,97.4,46.4,103.5,-6.1
Tahlan Pettway,Western Carolina Catamounts,21,596.4,92.9,588.1,99.0,-6.1
Connor Hollenbeck,Idaho State Bengals,23,1139.1,97.7,1150.2,103.8,-6.1
Cam Miles,Florida State Seminoles,22,498.4,91.9,482.6,98.0,-6.1
Joe Manning,Southern Jaguars,20,434.9,92.4,431.2,98.6,-6.1
Jordan Leaks,Norfolk State Spartans,21,708.9,87.9,738.2,94.0,-6.1
Ace Flagg,Maine Black Bears,25,894.4,86.3,913.9,92.5,-6.1
Raevon Thomas,Jackson State Tigers,16,506.2,91.7,515.6,97.7,-6.1
Marcus Greene,Fordham Rams,22,553.3,88.6,544.8,94.7,-6.1
Najimi George,New Haven Chargers,23,1176.1,86.4,1191.3,92.5,-6.1
Drew Fuquay,Marshall Thundering Herd,14,137.6,94.5,143.2,100.5,-6.1
Dez White,Oregon State Beavers,27,1269.2,94.2,1276.1,100.2,-6.1
Brady Loughlin,Brown Bears,11,313.8,85.7,319.0,91.9,-6.1
Arthur Cox,Fairleigh Dickinson Knights,22,687.5,90.3,671.1,96.4,-6.1
Davion Hill,Ball State Cardinals,23,957.9,90.9,958.5,97.1,-6.2
Del Jones,Radford Highlanders,23,1287.2,92.5,1271.8,98.6,-6.2
Kiree Huie,Eastern Washington Eagles,24,1065.8,96.4,1025.5,102.6,-6.2
Christian Humphrey-Rembert,Lafayette Leopards,24,1197.7,91.5,1203.0,97.8,-6.2
Darrel Yepdo,Umass Lowell River Hawks,23,1129.3,92.9,1129.6,99.1,-6.2
Samuel Hincapie,Le Moyne Dolphins,26,673.1,87.1,659.5,93.3,-6.2
Dior Conners,Ohio Bobcats,23,450.2,92.6,453.5,98.8,-6.2
Bryan Etumnu,Wright State Raiders,12,230.0,88.7,232.9,94.9,-6.2
Koron Davis,Alabama A&M Bulldogs,21,961.2,91.7,960.8,97.8,-6.2
Isaac Nyakundi,Le Moyne Dolphins,19,352.3,90.6,363.9,96.7,-6.2
Gabe Kincy,Alabama A&M Bulldogs,18,544.7,90.1,547.0,96.3,-6.2
Jalen Griffith,Western Michigan Broncos,21,822.4,93.3,809.7,99.5,-6.3
Taeshaud Jackson,Fairleigh Dickinson Knights,24,1118.6,88.2,1107.9,94.5,-6.3
Finley Sheridan,Stetson Hatters,21,646.0,96.3,660.8,102.6,-6.3
Angok Anyang,Alabama A&M Bulldogs,15,215.3,89.2,211.7,95.4,-6.3
Tanner Hayhurst,Southern Utah Thunderbirds,22,1095.0,94.2,1094.8,100.6,-6.3
Yvens Paul,Eastern Kentucky Colonels,24,722.2,93.2,720.7,99.5,-6.3
Khalon Hudson,Presbyterian Blue Hose,22,399.2,93.7,403.3,99.9,-6.3
Micah Simpson,Alabama State Hornets,23,1257.1,89.7,1238.3,96.0,-6.3
Chris Loofe,Middle Tennessee Blue Raiders,21,815.6,87.8,826.0,94.1,-6.3
Markus Harding,Indiana State Sycamores,14,479.3,78.2,479.3,84.5,-6.3
Jayden Brewer,Western Michigan Broncos,23,888.7,91.9,888.8,98.2,-6.3
D'Mari Wiltz,Southern Jaguars,3,37.3,61.7,39.6,68.1,-6.4
Jerone Morton,Washington State Cougars,26,1005.5,96.3,1016.4,102.7,-6.4
Chas Stinson,Stonehill Skyhawks,23,1011.1,82.8,1012.4,89.2,-6.4
Tayeshaun Smith,Western Carolina Catamounts,21,309.5,93.1,315.6,99.5,-6.4
Chase Dawson,Morehead State Eagles,23,948.2,94.7,932.4,101.1,-6.4
Pat Curtin,Bucknell Bison,21,789.1,93.0,772.6,99.4,-6.4
Ezra McKenna,Buffalo Bulls,23,631.8,95.3,629.5,101.7,-6.4
Yonatan Levy,Pepperdine Waves,23,734.0,88.8,743.2,95.3,-6.4
Fredy-Salam Sylla,Arkansas State Red Wolves,12,231.3,95.5,227.7,101.9,-6.4
Nordin Kapic,South Carolina Gamecocks,11,151.4,80.6,149.4,87.0,-6.4
Spencer Mahoney,Temple Owls,8,71.2,98.3,67.8,104.8,-6.4
Dwayne Pierce,North Carolina A&T Aggies,18,841.6,92.4,845.8,98.8,-6.4
Danilo Jovanovich,Milwaukee Panthers,16,839.2,94.6,838.4,101.0,-6.4
Bradley Douglas,James Madison Dukes,24,1120.7,94.0,1123.4,100.4,-6.4
Daniel Akoue,Bryant Bulldogs,9,171.4,89.3,179.8,95.7,-6.4
DeAndre Craig Jr.,Purdue Fort Wayne Mastodons,23,1129.3,94.6,1114.8,101.0,-6.4
Faizon Fields,Milwaukee Panthers,16,586.8,91.7,586.4,98.2,-6.5
Maruan Cicic,Green Bay Phoenix,15,277.4,97.3,285.1,103.8,-6.5
Jack Whitbourn,Fordham Rams,11,409.3,88.7,399.4,95.1,-6.5
Hunter Adam,Davidson Wildcats,21,469.3,92.3,481.8,98.8,-6.5
Rodney Johnson Jr.,Central Michigan Chippewas,7,180.2,92.7,180.4,99.2,-6.5
Brandon McCreesh,Bucknell Bison,8,335.0,89.9,349.7,96.4,-6.5
Paul Mbiya,Kansas Jayhawks,10,58.5,90.5,54.7,97.0,-6.5
Derrick Green,Coastal Carolina Chanticleers,25,435.5,92.8,446.8,99.4,-6.6
Joseph Locandro,Maryland Eastern Shore Hawks,23,728.1,88.7,722.6,95.4,-6.6
Marcus Fitzgerald Jr.,Jacksonville State Gamecocks,19,539.7,83.4,539.3,89.9,-6.6
KiJan Robinson,New Hampshire Wildcats,19,765.6,92.1,760.0,98.7,-6.6
Brandon Muntu,Tennessee Tech Golden Eagles,23,956.8,91.2,936.5,97.8,-6.6
Khayri Dunn,Georgia Southern Eagles,24,780.3,91.1,767.2,97.8,-6.6
DJ Smith,Campbell Fighting Camels,23,1380.0,97.2,1340.1,103.7,-6.6
Andre Pasha,New Haven Chargers,23,1112.9,85.8,1128.0,92.4,-6.6
Rich Smith,Abilene Christian Wildcats,21,1085.5,89.2,1053.6,95.8,-6.6
Anthony Martinez,Monmouth Hawks,23,243.8,86.1,250.1,92.8,-6.6
Kam Martin,Samford Bulldogs,25,672.8,95.3,665.2,101.9,-6.6
London Maiden,Detroit Mercy Titans,22,610.4,93.1,615.2,99.8,-6.7
Jusaun Holt,Utah Tech Trailblazers,22,1153.8,93.2,1174.1,99.8,-6.7
Mekhi Conner,Sacred Heart Pioneers,25,1233.8,93.1,1231.8,99.9,-6.7
Adrian McIntyre,San Diego Toreros,25,975.4,91.7,973.7,98.4,-6.7
Jaeden Roberts,Hofstra Pride,14,201.9,97.1,203.3,103.8,-6.7
Yann Farell,Sacred Heart Pioneers,25,1248.0,93.4,1255.9,100.2,-6.7
KJ Thomas,Utep Miners,23,1059.0,89.1,1052.1,95.8,-6.7
Sebastien Emenalo,Loyola Maryland Greyhounds,24,542.3,92.9,537.1,99.6,-6.7
Jamarion Davis-Fleming,Mississippi State Bulldogs,23,736.8,91.3,746.4,98.1,-6.7
Seydou Traore,Utah Utes,22,1048.5,93.7,1037.5,100.3,-6.7
Daniil Glazkov,Loyola Chicago Ramblers,18,306.4,88.8,308.9,95.5,-6.7
Josh Dalton,Loyola Marymount Lions,23,379.4,86.5,386.6,93.1,-6.7
Isaac Munkadi,Fairfield Stags,25,327.2,86.8,330.2,93.6,-6.8
Jared Turner,Old Dominion Monarchs,25,861.9,91.1,846.2,97.9,-6.8
Samuel Dada,Western Carolina Catamounts,22,669.4,97.7,656.2,104.5,-6.8
Ashton Hardaway,Memphis Tigers,22,750.9,87.9,764.6,94.7,-6.8
Deangelo Elisee,Purdue Fort Wayne Mastodons,23,456.4,91.6,453.3,98.4,-6.8
Charles Bediako,Alabama Crimson Tide,5,192.6,101.8,196.3,108.5,-6.8
Joey Niesman,Fairleigh Dickinson Knights,24,1259.3,88.1,1260.4,94.9,-6.8
Edouard Benoit,Lehigh Mountain Hawks,14,672.8,90.2,661.6,97.0,-6.8
Troy Cole Jr.,Southeast Missouri State Redhawks,23,493.3,90.4,505.3,97.2,-6.8
Vincent Delano,Northern Colorado Bears,23,839.7,99.9,841.2,106.8,-6.8
TJ Caldwell,Arkansas State Red Wolves,24,838.2,91.0,824.0,97.8,-6.8
Dovydas Butka,Campbell Fighting Camels,20,1146.5,97.9,1099.3,104.9,-6.9
Tim Moore Jr.,San Diego Toreros,23,617.0,93.7,631.5,100.6,-6.9
Gioacchino Panzini,Cornell Big Red,19,326.0,98.8,335.1,105.7,-6.9
Michael Rogan,Fairfield Stags,8,134.3,90.1,137.2,97.0,-6.9
Miles Ndalama,Florida A&M Rattlers,16,618.7,87.0,624.5,93.8,-6.9
Reggie Prudhomme,Niagara Purple Eagles,24,958.8,89.2,990.8,96.1,-6.9
Jakai Newton,Georgia State Panthers,19,545.0,88.3,539.0,95.2,-6.9
Darius Duffy,Purdue Fort Wayne Mastodons,23,904.3,91.9,903.8,98.8,-6.9
Jesse Hafemeister,Charleston Southern Buccaneers,23,998.8,90.8,1001.7,97.7,-6.9
Alejandro Aviles,San Diego Toreros,19,365.4,86.2,370.6,93.1,-6.9
Chace Watley,Wofford Terriers,24,944.4,96.0,944.2,102.9,-6.9
Demarris Winters,Ut Rio Grande Valley Vaqueros,13,102.0,93.2,115.9,100.0,-6.9
Jalen Ricks,Ut Rio Grande Valley Vaqueros,16,229.5,81.1,253.6,87.9,-6.9
Max Pikaar,Southern Illinois Salukis,19,405.0,85.2,407.9,92.2,-7.0
Kylan Blackmon,Charlotte 49Ers,20,383.9,94.6,384.1,101.5,-7.0
Noah Pagotto,East Texas A&M Lions,24,943.9,85.3,971.8,92.3,-7.0
Ryan Jones Jr.,Liberty Flames,16,90.2,93.1,90.9,100.1,-7.0
Austin Swartz,Creighton Bluejays,23,799.9,91.8,815.0,98.8,-7.0
Izzy Miles,Northwestern State Demons,22,851.3,95.0,868.7,102.0,-7.0
Cam Gregory,Campbell Fighting Camels,23,1298.3,96.4,1261.3,103.5,-7.0
Jaiden Feroah,Southern Utah Thunderbirds,22,1104.4,93.1,1102.8,100.1,-7.0
Elijah Thomas,Eastern Washington Eagles,21,393.1,98.5,400.2,105.4,-7.0
Shawn Nelson,Northern Kentucky Norse,18,401.3,92.7,403.2,99.7,-7.0
Matt Mayock,American University Eagles,24,1117.7,90.2,1112.8,97.1,-7.0
Jaxon Pollard,Samford Bulldogs,21,483.6,93.5,468.0,100.4,-7.0
Achille Lonati,St. Bonaventure Bonnies,21,271.3,99.9,285.3,106.9,-7.0
JaSteven Walker,Alabama State Hornets,8,248.8,80.8,249.4,87.8,-7.0
Jordan Crawford,South Dakota Coyotes,24,1262.7,95.6,1249.2,102.6,-7.0
Jabri Fitzpatrick,New Haven Chargers,23,1185.2,85.4,1209.8,92.4,-7.0
Isaac Bruns,South Dakota Coyotes,17,959.0,98.6,937.1,105.6,-7.0
Prophet Johnson,Sacramento State Hornets,20,1274.1,94.7,1284.0,101.8,-7.1
Evan Anderson,South Dakota Coyotes,24,613.1,95.4,610.8,102.5,-7.1
Josh Akpovwa,Texas Southern Tigers,14,194.0,84.0,187.7,91.1,-7.1
Brock Vice,Murray State Racers,23,177.7,94.0,190.9,101.1,-7.1
Gio Sanford,Bryant Bulldogs,16,263.8,88.3,271.5,95.4,-7.1
Bryce Slay,Marshall Thundering Herd,20,271.9,92.3,277.7,99.4,-7.1
Micah Tucker,Georgia State Panthers,24,1195.7,86.5,1209.2,93.5,-7.1
Jack Stanton,Princeton Tigers,22,1093.7,90.1,1113.4,97.2,-7.1
Geoff Sprouse,American University Eagles,25,1074.7,90.7,1056.2,97.8,-7.1
Zacch Wiggins,Old Dominion Monarchs,25,694.0,91.8,683.4,98.9,-7.1
Tarik Watson,Marist Red Foxes,10,189.1,85.2,182.1,92.2,-7.1
Rashaan Mbemba,Colorado State Rams,11,326.5,98.0,323.6,105.1,-7.1
Deuce Jones,Saint Joseph'S Hawks,9,445.0,93.5,415.3,100.7,-7.2
Jaden Cooper,Maryland Eastern Shore Hawks,23,920.3,85.1,925.3,92.3,-7.2
Tsvet Sotirov,Georgia Southern Eagles,22,385.9,87.6,387.1,94.8,-7.2
Luke Paragon,Brown Bears,19,417.7,91.4,408.7,98.6,-7.2
D'Aundre Samuels,Houston Christian Huskies,23,726.7,90.8,735.6,98.0,-7.2
Quaran McPherson,Uab Blazers,18,292.1,86.3,280.1,93.5,-7.2
Kendyl Sanders,Utah Utes,23,753.3,95.0,745.5,102.2,-7.2
Trey Lewis,Western Michigan Broncos,23,600.5,92.9,600.7,100.2,-7.3
William Kermoury,Northeastern Huskies,22,956.0,95.6,948.7,102.9,-7.3
Kevin de Kovachich,North Alabama Lions,22,1039.8,92.4,1042.3,99.7,-7.3
Cameron Boone,Missouri State Bears,19,261.5,89.1,273.9,96.4,-7.3
Rory Stewart,Florida Gulf Coast Eagles,24,935.7,93.1,911.1,100.4,-7.3
Jailen Daniel-Dalton,Uc Riverside Highlanders,23,946.6,92.1,951.6,99.4,-7.3
Rokas Jocius,Loyola Marymount Lions,26,564.2,86.3,569.4,93.6,-7.3
Dimitri Clerc,Massachusetts Minutemen,19,340.0,84.4,332.7,91.7,-7.3
Malik Abdullahi,Princeton Tigers,21,925.7,90.7,943.9,98.0,-7.3
Misha Bednostin,Lafayette Leopards,19,257.0,82.9,271.7,90.2,-7.3
Jahvin Carter,Middle Tennessee Blue Raiders,21,883.1,91.8,904.2,99.1,-7.3
Anquan Hill,Sacred Heart Pioneers,20,1036.2,93.7,1036.7,101.0,-7.3
Quron Elliott,Manhattan Jaspers,23,395.4,97.1,392.6,104.4,-7.3
Austin Green,Umass Lowell River Hawks,19,812.6,91.9,800.0,99.2,-7.3
Alex Engro,Army Black Knights,20,192.8,83.0,188.3,90.3,-7.3
Karl Poom,Northern Arizona Lumberjacks,23,733.5,94.7,755.5,102.1,-7.3
Matúš Hronský,Portland Pilots,22,753.7,89.6,751.8,97.0,-7.4
Joshua Eli,Army Black Knights,21,519.6,89.3,528.2,96.7,-7.4
Garrett Anderson,North Dakota Fighting Hawks,23,1140.3,91.4,1163.6,98.8,-7.4
Cam Denson,Ball State Cardinals,18,533.3,85.1,543.6,92.5,-7.4
Kolten Griffin,West Georgia Wolves,24,1232.6,94.6,1271.1,102.0,-7.4
Kareem Thomas,Dartmouth Big Green,19,907.8,89.7,890.4,97.0,-7.4
Tae Blackshear,Youngstown State Penguins,21,428.8,93.1,424.2,100.4,-7.4
Jikari Johnson,Chattanooga Mocs,23,494.1,90.7,489.5,98.1,-7.4
Lewis Rowe,Incarnate Word Cardinals,17,399.6,94.9,393.3,102.2,-7.4
Kaleb Smith,Grand Canyon Lopes,17,217.2,88.9,219.1,96.3,-7.4
Maban Jabriel,Queens University Royals,25,822.1,101.0,841.8,108.3,-7.4
Cahmai Crosby,North Texas Mean Green,23,307.6,84.5,307.9,91.9,-7.4
Oleg Kojenets,Stony Brook Seawolves,24,366.3,84.1,374.0,91.4,-7.4
Arman Madi,Sacramento State Hornets,20,698.8,95.3,691.8,102.8,-7.5
Canin Jefferson,North Alabama Lions,19,962.6,90.8,950.0,98.3,-7.5
Trey Deveaux,Mount St. Mary'S Mountaineers,23,1025.7,83.2,1019.7,90.6,-7.5
Jamal West Jr.,Utep Miners,23,1155.6,88.8,1151.0,96.3,-7.5
Ibu Yamazaki,Northern Colorado Bears,23,1121.9,94.7,1116.5,102.2,-7.5
Royal Blue Smith,Arkansas State Red Wolves,23,487.7,89.2,483.8,96.7,-7.5
Jalen Forrest,Se Louisiana Lions,24,627.2,84.0,639.4,91.5,-7.5
Shanon Simango,Dartmouth Big Green,3,28.3,67.2,25.4,74.7,-7.5
Jaiden Lawrence,Se Louisiana Lions,24,749.2,84.9,761.9,92.4,-7.5
John Shanu II,Eastern Michigan Eagles,23,307.3,88.2,324.9,95.7,-7.5
Cam Carroll,Rice Owls,24,892.8,92.2,889.3,99.7,-7.6
Braxton Bayless,Little Rock Trojans,24,1306.5,87.9,1303.3,95.5,-7.6
JC Brooks,Tennessee State Tigers,10,224.6,90.0,218.4,97.5,-7.6
David Giddens,Cleveland State Vikings,14,213.4,91.8,221.2,99.4,-7.6
Jayden Williams,Bucknell Bison,81,2798.8,90.2,2767.3,97.9,-7.6
Kaden Fuhrmann,Mercyhurst Lakers,24,376.9,86.8,387.7,94.4,-7.6
Brandon Mitchell-Day,Dartmouth Big Green,20,930.8,87.0,912.8,94.7,-7.6
Ma'Shy Hill,Abilene Christian Wildcats,21,334.0,76.6,342.0,84.2,-7.6
Villiam Garcia Adsten,Drexel Dragons,25,751.9,86.8,771.5,94.5,-7.6
Wiggy Ball,Ul Monroe Warhawks,23,339.2,88.4,348.9,96.0,-7.6
Mikale Stevenson,Purdue Fort Wayne Mastodons,23,1159.7,92.2,1168.2,99.9,-7.7
Keitenn Bristow,Alabama Crimson Tide,10,237.1,89.0,241.1,96.7,-7.7
Joseph Scott,Abilene Christian Wildcats,20,404.2,91.5,406.3,99.2,-7.7
