Player,Points_Per_Game,Assigned_Team_x,Unnamed: 0,Assigned_Team,Games_Tracked,Season_Off_Possessions,Weighted_ORtg,Season_Def_Possessions,Weighted_DRtg,Net_Efficiency_Rating,Net_Points_Produced,Balanced,Star,Defense,WAR
Michael Van Raaphorst,0.0,Georgetown,1813,Georgetown Hoyas,2,4.4,113.0,3.0,33.9,79.1,3.5,4.0,3.5,28.7,2.6
Tyren Moore,16.1,Georgia Southern,3458,Georgia Southern Eagles,35,1797.1,96.1,1802.9,98.5,-2.4,-43.2,-48.8,-43.1,-432.0,-43.0
Alden Applewhite,14.1,Georgia Southern,2580,Georgia Southern Eagles,35,1894.5,97.0,1913.6,97.6,-0.6,-11.4,-30.0,-11.4,-114.2,-10.9
Nakavieon White,9.7,Georgia Southern,3091,Georgia Southern Eagles,35,1241.5,97.6,1255.6,99.8,-2.2,-26.9,-41.4,-27.3,-274.7,-27.3
Khayri Dunn,7.4,Georgia Southern,3690,Georgia Southern Eagles,34,1032.8,93.3,1033.6,98.9,-5.5,-57.2,-58.6,-57.8,-578.6,-57.8
Andres Burney,4.7,Georgia Southern,2480,Georgia Southern Eagles,33,911.1,99.2,918.2,100.2,-1.0,-8.8,-16.2,-9.1,-91.5,-9.1
Jefferson Koulibaly,4.4,Georgia Southern,2521,Georgia Southern Eagles,24,846.5,94.5,871.7,95.7,-1.2,-9.9,-34.3,-10.2,-103.1,-9.1
Shainen Carter,4.0,Georgia Southern,3640,Georgia Southern Eagles,32,997.9,89.8,997.3,95.2,-5.4,-53.5,-53.3,-53.9,-538.7,-53.9
Tsvet Sotirov,2.7,Georgia Southern,2445,Georgia Southern Eagles,33,618.2,94.8,624.4,96.1,-1.3,-8.1,-14.0,-8.0,-80.8,-7.8
Jayden Williams,1.2,Georgia Southern,2090,Georgia Southern Eagles,13,186.3,98.8,187.6,99.7,-0.9,-1.7,-3.0,-1.7,-16.8,-1.7
Jayden Williams,1.2,Georgia Southern,2535,Incarnate Word Cardinals,21,291.4,94.7,281.9,98.3,-3.5,-10.3,-1.2,-10.5,-103.2,-10.7
Jayden Williams,1.2,Georgia Southern,4169,Bucknell Bison,33,1701.3,89.4,1689.5,95.5,-6.1,-104.2,-92.5,-103.8,-1034.2,-104.3
Jayden Williams,1.2,Georgia Southern,4230,Dartmouth Big Green,25,1146.2,90.1,1135.0,100.0,-9.9,-113.2,-102.3,-113.5,-1129.2,-113.5
Jelani Hamilton,17.8,Georgia State,3068,Georgia State Panthers,26,1341.1,92.6,1350.7,94.5,-1.9,-25.9,-34.6,-25.5,-255.7,-25.0
Micah Tucker,13.5,Georgia State,4147,Georgia State Panthers,29,1494.8,88.3,1510.3,95.1,-6.8,-101.2,-116.4,-101.6,-1021.7,-100.9
Malachi Brown,12.3,Georgia State,4314,Georgia State Panthers,30,1463.9,87.6,1468.8,96.4,-8.8,-128.3,-133.5,-128.8,-1290.4,-128.6
Joah Chappelle,7.3,Georgia State,4221,Georgia State Panthers,26,985.3,87.8,991.9,99.1,-11.3,-111.5,-117.9,-111.3,-1117.1,-111.3
Jakai Newton,7.2,Georgia State,3339,Georgia State Panthers,19,545.0,88.3,539.0,95.2,-6.9,-37.7,-31.9,-37.6,-374.0,-37.9
Trey Scott III,5.3,Georgia State,3265,Georgia State Panthers,25,862.6,89.8,867.8,93.8,-4.0,-34.1,-39.4,-34.5,-346.1,-34.2
Anthony Enoh,5.0,Georgia State,3777,Georgia State Panthers,28,1010.0,86.9,1017.5,93.3,-6.3,-64.0,-71.6,-64.6,-648.8,-64.1
Ayouba Berthe,4.4,Georgia State,4121,Georgia State Panthers,30,772.2,81.5,782.0,94.0,-12.5,-96.8,-105.7,-96.5,-971.4,-95.9
Christian Beam,3.2,Georgia State,3791,Georgia State Panthers,23,592.4,83.2,606.1,94.2,-11.0,-65.0,-78.1,-65.2,-659.1,-64.4
Isaiah Sherrard,1.8,Georgia State,3443,Georgia State Panthers,8,150.7,71.7,155.6,99.6,-28.0,-42.2,-46.9,-42.0,-427.2,-42.0
James Cooper,1.0,Georgia State,2265,Georgia State Panthers,22,247.0,86.6,240.1,88.3,-1.7,-4.1,1.9,-4.2,-41.4,-5.0
Kowacie Reeves Jr.,15.1,Georgia Tech,1831,Georgia Tech Yellow Jackets,29,1488.4,90.5,1476.4,90.3,0.2,3.2,13.8,3.0,29.6,1.8
Baye Ndongo,11.8,Georgia Tech,2214,Georgia Tech Yellow Jackets,27,1257.3,91.9,1256.8,92.2,-0.3,-3.4,-3.3,-3.8,-37.7,-3.8
Akai Fleming,10.4,Georgia Tech,3262,Georgia Tech Yellow Jackets,30,1302.8,89.2,1286.5,91.8,-2.6,-34.0,-18.9,-33.9,-336.6,-35.2
Jaeden Mustaf,10.4,Georgia Tech,3577,Georgia Tech Yellow Jackets,29,1376.3,88.4,1369.8,92.1,-3.6,-50.0,-44.9,-50.9,-508.0,-51.4
Lamar Washington,9.6,Georgia Tech,2998,Georgia Tech Yellow Jackets,29,1430.0,90.1,1438.2,91.8,-1.6,-23.5,-31.8,-24.3,-243.8,-23.6
Mouhamed Sylla,9.6,Georgia Tech,1237,Georgia Tech Yellow Jackets,16,579.5,87.7,572.7,82.9,4.7,27.3,33.5,27.8,276.5,26.7
Kam Craft,7.3,Georgia Tech,3054,Georgia Tech Yellow Jackets,29,1044.7,91.8,1021.2,94.2,-2.4,-25.2,-2.9,-25.1,-247.9,-26.4
Chas Kelley III,4.3,Georgia Tech,2551,Georgia Tech Yellow Jackets,29,817.7,90.4,818.1,91.7,-1.3,-10.6,-11.0,-10.6,-106.3,-10.6
Peyton Marshall,3.3,Georgia Tech,1247,Georgia Tech Yellow Jackets,18,335.3,86.5,337.6,78.5,8.0,26.8,25.0,26.8,269.2,27.3
Eric Chatfield Jr.,2.6,Georgia Tech,2851,Georgia Tech Yellow Jackets,13,273.8,92.8,265.9,99.7,-6.9,-18.9,-11.0,-18.9,-186.2,-18.9
Cole Kirouac,1.7,Georgia Tech,3166,Georgia Tech Yellow Jackets,22,428.3,85.9,434.8,92.9,-7.0,-30.0,-36.0,-30.0,-302.1,-29.5
Davi Remagen,1.6,Georgia Tech,1022,Georgia Tech Yellow Jackets,11,174.2,98.2,177.9,74.2,24.0,41.7,39.1,41.8,422.5,42.8
Jeremiah Wilkinson,17.4,Georgia,804,Georgia Bulldogs,31,1377.7,102.9,1339.7,98.6,4.3,59.5,96.7,59.2,584.2,58.7
Blue Cain,13.1,Georgia,300,Georgia Bulldogs,33,1571.9,105.9,1540.5,97.2,8.6,135.5,167.3,136.8,1353.8,135.9
Marcus Millender,12.0,Georgia,482,Georgia Bulldogs,33,1401.5,105.0,1377.5,97.9,7.2,100.5,123.0,99.5,986.5,99.0
Kanon Catchings,11.6,Georgia,466,Georgia Bulldogs,32,1313.0,105.4,1278.5,97.5,7.9,103.3,137.4,103.7,1023.6,102.9
Jordan Ross,6.7,Georgia,762,Georgia Bulldogs,32,1152.9,99.9,1124.5,94.4,5.5,63.2,90.2,63.4,626.2,61.8
Jake Wilkins,4.9,Georgia,942,Georgia Bulldogs,32,513.4,99.1,498.0,90.0,9.2,47.1,60.6,46.7,460.1,45.2
Kareem Stagg,4.8,Georgia,1313,Georgia Bulldogs,33,650.0,97.8,659.4,94.3,3.5,22.9,13.9,22.8,229.1,23.3
Dylan James,4.5,Georgia,1663,Georgia Bulldogs,33,809.0,99.1,817.9,98.2,1.0,7.7,-1.5,7.3,73.2,7.4
Justin Bailey,4.2,Georgia,552,Georgia Bulldogs,30,624.5,103.3,612.3,89.3,14.0,87.1,98.3,87.4,865.7,86.1
Justin Abson,2.9,Georgia,2936,Georgia Bulldogs,31,598.2,93.6,579.3,97.2,-3.6,-21.4,-3.2,-21.5,-211.9,-22.1
Graham Ike,19.9,Gonzaga,10,Gonzaga Bulldogs,31,1539.3,107.7,1514.0,83.9,23.8,365.8,387.6,366.4,3633.3,362.3
Braden Huff,17.8,Gonzaga,140,Gonzaga Bulldogs,18,765.5,108.3,738.6,82.6,25.7,196.8,219.0,196.7,1932.5,192.1
Tyon Grant-Foster,11.1,Gonzaga,33,Gonzaga Bulldogs,35,1154.3,108.2,1157.2,82.3,25.9,299.4,296.6,299.0,2993.4,299.5
Davis Fogle,8.6,Gonzaga,262,Gonzaga Bulldogs,26,636.8,106.9,636.1,83.9,23.0,146.5,147.1,146.5,1463.8,146.4
Mario Saint-Supery,8.6,Gonzaga,52,Gonzaga Bulldogs,32,1142.0,106.0,1113.0,82.7,23.3,266.0,290.1,266.1,2626.9,261.1
Adam Miller,7.3,Gonzaga,67,Gonzaga Bulldogs,35,1018.4,106.5,998.2,82.4,24.2,246.3,262.1,245.4,2429.9,241.9
Jalen Warley,7.1,Gonzaga,35,Gonzaga Bulldogs,33,1077.9,107.8,1095.5,80.1,27.7,299.1,284.5,298.6,3010.1,302.1
Emmanuel Innocenti,6.0,Gonzaga,22,Gonzaga Bulldogs,35,1250.5,106.4,1262.5,81.1,25.3,315.8,306.6,316.4,3178.9,318.6
Braeden Smith,5.1,Gonzaga,106,Gonzaga Bulldogs,35,902.2,106.4,893.2,82.3,24.1,217.7,224.8,217.4,2163.4,215.8
Steele Venters,5.0,Gonzaga,233,Gonzaga Bulldogs,27,646.3,107.8,632.1,83.2,24.6,159.1,170.8,159.0,1572.3,156.6
Noah Haaland,2.0,Gonzaga,1630,Gonzaga Bulldogs,4,24.9,104.4,24.4,69.7,34.7,8.6,9.0,8.6,85.5,8.5
Ismaila Diagne,1.1,Gonzaga,1110,Gonzaga Bulldogs,22,177.5,93.5,194.1,73.2,20.4,36.1,23.9,36.0,376.8,40.5
Antonio Munoz,12.5,Grambling,2540,Grambling Tigers,25,1046.2,87.7,1038.0,88.7,-1.0,-10.3,-3.2,-10.5,-104.2,-11.4
Jamil Muttilib,12.1,Grambling,3930,Grambling Tigers,30,1358.6,86.5,1359.4,92.1,-5.6,-76.3,-76.8,-76.1,-761.0,-76.0
Roderick Coffee III,10.9,Grambling,2364,Grambling Tigers,29,1680.6,88.8,1672.6,89.2,-0.4,-6.1,0.4,-6.7,-67.1,-7.6
Derrius Ward,10.7,Grambling,3878,Grambling Tigers,30,1519.0,85.8,1508.6,90.5,-4.7,-71.4,-62.0,-71.4,-711.5,-72.4
Jimel Lane,8.3,Grambling,2836,Grambling Tigers,25,887.9,90.2,887.6,92.3,-2.1,-18.3,-18.4,-18.6,-186.4,-18.7
Rickey Ballard,7.1,Grambling,3326,Grambling Tigers,30,1145.4,86.1,1149.0,89.3,-3.2,-36.7,-39.9,-36.7,-367.1,-36.3
Nazar Mahmoud,5.0,Grambling,2157,Grambling Tigers,1,3.0,66.7,4.0,150.0,-83.3,-2.5,-4.0,-2.5,-28.9,-3.0
Randarius Jones,5.0,Grambling,2139,Grambling Tigers,18,447.5,94.5,452.6,95.0,-0.5,-2.1,-7.1,-2.2,-22.5,-2.0
Devyn Franklin,4.8,Grambling,3141,Grambling Tigers,30,916.3,84.4,906.1,87.5,-3.2,-28.9,-19.5,-28.4,-282.5,-29.7
Mekhi Fitts,3.2,Grambling,1570,Grambling Tigers,20,348.8,92.0,355.5,88.9,3.1,11.0,4.9,10.8,109.2,11.6
Saliou Seye,1.8,Grambling,2948,Grambling Tigers,14,180.4,69.9,178.2,81.9,-12.1,-21.8,-19.8,-21.6,-215.2,-22.0
Richard Amaefule,1.5,Grambling,3236,Grambling Tigers,13,144.0,75.0,152.7,97.6,-22.6,-32.5,-41.0,-32.5,-335.1,-32.3
Chancellor Perkins,1.1,Grambling,2961,Grambling Tigers,12,75.5,72.9,72.2,102.4,-29.5,-22.3,-18.9,-22.3,-217.8,-22.2
P.J. Edwards,0.9,Grambling,2096,Grambling Tigers,13,127.0,87.4,133.9,88.9,-1.5,-1.9,-8.0,-1.9,-19.6,-1.1
Jaden Henley,17.7,Grand Canyon,214,Grand Canyon Lopes,32,1689.6,98.9,1661.7,89.1,9.8,166.1,190.4,165.6,1642.1,162.5
Makaih Williams,14.0,Grand Canyon,362,Grand Canyon Lopes,32,1437.2,97.3,1437.7,88.9,8.4,120.5,120.3,120.7,1207.5,120.8
Brian Moore Jr.,9.5,Grand Canyon,534,Grand Canyon Lopes,29,1331.4,99.8,1316.9,92.9,6.9,91.6,105.3,91.9,913.6,90.8
Nana Owusu-Anane,9.3,Grand Canyon,197,Grand Canyon Lopes,32,1759.2,99.0,1740.2,89.1,9.8,173.1,191.1,174.2,1732.2,172.1
Efe Demirel,8.5,Grand Canyon,731,Grand Canyon Lopes,32,1199.9,95.6,1203.2,90.1,5.5,66.0,63.0,66.0,660.9,66.3
Caleb Shaw,7.8,Grand Canyon,1048,Grand Canyon Lopes,21,736.5,93.0,740.5,87.6,5.4,39.5,36.3,39.8,398.8,40.3
Dusty Stromer,6.4,Grand Canyon,771,Grand Canyon Lopes,32,1195.7,94.7,1209.9,89.4,5.2,62.7,50.7,63.4,637.5,64.9
Wilhelm Breidenbach,2.7,Grand Canyon,775,Grand Canyon Lopes,29,598.1,96.5,590.4,86.0,10.4,62.3,69.4,62.8,623.9,61.7
Dennis Evans,2.6,Grand Canyon,1140,Grand Canyon Lopes,23,308.6,96.6,310.4,85.7,10.9,33.6,32.1,33.6,337.4,33.9
Kaleb Smith,1.4,Grand Canyon,2881,Grand Canyon Lopes,22,249.8,88.9,253.3,96.7,-7.9,-19.6,-22.9,-19.5,-196.2,-19.4
Evan Boisdur,1.1,Grand Canyon,2458,Grand Canyon Lopes,11,70.0,75.7,67.4,87.5,-11.8,-8.3,-6.0,-8.3,-81.1,-8.6
C.J. O'Hara,14.1,Green Bay,1094,Green Bay Phoenix,31,1596.0,101.7,1621.9,99.4,2.3,36.8,11.0,36.7,370.0,36.9
Marcus Hall,13.9,Green Bay,2341,Green Bay Phoenix,29,1536.3,102.4,1559.9,102.8,-0.4,-5.7,-30.4,-6.1,-61.9,-6.8
Justin Allen,13.6,Green Bay,1869,Green Bay Phoenix,30,1278.8,102.8,1288.9,102.6,0.2,2.4,-7.8,2.6,25.7,2.3
Preston Ruedinger,11.6,Green Bay,1075,Green Bay Phoenix,31,1724.4,103.0,1740.1,100.8,2.2,37.9,22.1,37.9,381.1,37.8
Caden Wilkins,6.9,Green Bay,1674,Green Bay Phoenix,31,1012.5,100.1,1020.0,99.3,0.7,7.4,0.7,8.1,81.3,8.2
LeBron Thomas,4.0,Green Bay,2219,Green Bay Phoenix,30,540.8,100.2,568.2,100.8,-0.6,-3.4,-30.9,-3.2,-33.3,-3.5
Dontrell Hewlett,3.8,Green Bay,2748,Green Bay Phoenix,3,41.7,83.9,43.5,121.8,-37.9,-15.8,-18.0,-15.8,-161.4,-16.2
Ramel Bethea,3.6,Green Bay,1141,Green Bay Phoenix,28,511.8,108.8,535.8,102.3,6.5,33.5,8.7,33.3,340.4,32.7
Rob Stroud,3.4,Green Bay,2597,Green Bay Phoenix,9,65.3,97.9,65.6,115.8,-17.9,-11.7,-12.0,-11.7,-117.2,-11.7
Mac Wrecke,3.3,Green Bay,3689,Green Bay Phoenix,21,348.3,90.4,351.8,106.9,-16.4,-57.2,-61.2,-57.5,-577.6,-57.7
Vukasin Todorovic,2.9,Green Bay,1805,Green Bay Phoenix,18,265.1,101.8,261.9,100.4,1.4,3.8,6.9,3.7,36.9,3.7
Maruan Cicic,2.8,Green Bay,2846,Green Bay Phoenix,18,312.6,98.2,319.7,104.2,-5.9,-18.6,-26.2,-18.8,-189.7,-19.1
Josh Hines,2.7,Green Bay,2184,Green Bay Phoenix,5,20.3,103.3,22.1,117.5,-14.2,-2.9,-5.0,-2.9,-30.1,-3.2
Keegan Van Kauwenberg,2.1,Green Bay,2462,Green Bay Phoenix,17,259.1,98.0,269.6,101.3,-3.2,-8.4,-19.2,-8.6,-87.2,-8.7
Michael Eley,13.0,Hampton,2749,Hampton Pirates,22,694.5,98.3,698.6,100.6,-2.3,-15.9,-20.1,-16.0,-160.2,-16.0
Jalyke Gaines-Wyatt,11.2,Hampton,4107,Hampton Pirates,27,1155.3,91.1,1151.7,99.4,-8.3,-95.6,-92.3,-95.9,-957.4,-95.9
Daniel Johnson,10.0,Hampton,3674,Hampton Pirates,30,1230.0,92.1,1229.6,96.7,-4.6,-56.4,-56.2,-56.6,-565.7,-56.6
Xzavier Long,9.8,Hampton,4166,Hampton Pirates,30,1675.4,90.6,1662.1,96.8,-6.2,-103.9,-91.0,-103.9,-1034.6,-104.3
Josh Ogundele,6.7,Hampton,2999,Hampton Pirates,26,737.4,93.8,729.7,97.0,-3.2,-23.5,-16.1,-23.6,-234.7,-23.8
Etienne Strothers,6.2,Hampton,2894,Hampton Pirates,30,907.4,94.1,909.4,96.3,-2.2,-20.1,-21.9,-20.0,-199.8,-19.9
Christian Watson,6.0,Hampton,3754,Hampton Pirates,23,650.5,91.3,631.0,100.8,-9.5,-61.7,-42.1,-61.8,-608.6,-61.6
Elijah Kennedy,4.7,Hampton,2141,Hampton Pirates,21,398.3,89.4,411.4,89.9,-0.6,-2.2,-13.8,-2.0,-20.2,-0.7
Quintin Cooper,3.6,Hampton,2946,Hampton Pirates,25,281.4,88.1,281.7,95.8,-7.7,-21.7,-22.0,-21.7,-216.8,-21.7
Aidan Haskins,3.0,Hampton,2775,Hampton Pirates,28,416.0,87.3,412.2,91.2,-4.0,-16.5,-12.8,-16.2,-161.5,-16.6
Kody Williams,2.7,Hampton,4103,Hampton Pirates,27,710.2,86.7,704.1,100.1,-13.4,-95.2,-89.1,-95.2,-947.6,-95.2
Eunique Rink,1.9,Hampton,4134,Hampton Pirates,28,521.4,82.9,533.5,101.8,-18.9,-98.7,-110.9,-98.5,-996.8,-98.8
Kellan Lewis,1.6,Hampton,2246,Hampton Pirates,4,20.3,78.7,15.3,97.9,-19.2,-3.9,1.0,-3.9,-33.8,-4.0
Hamza Asadallah,0.7,Hampton,1878,Hampton Pirates,4,15.4,78.0,13.9,64.5,13.5,2.1,3.0,2.1,19.8,1.5
Peter Oduro,0.6,Hampton,2367,Hampton Pirates,21,158.8,85.0,158.6,88.9,-3.9,-6.2,-6.0,-6.2,-61.9,-6.2
Robert Hinton,16.8,Harvard,881,Harvard Crimson,28,1478.3,93.1,1481.6,89.6,3.6,52.9,48.8,51.7,518.0,52.1
Tey Barbour,13.6,Harvard,720,Harvard Crimson,28,1485.5,96.4,1498.8,91.9,4.5,67.3,54.6,66.8,671.5,67.9
Austin Hunt,6.9,Harvard,1364,Harvard Crimson,13,472.4,93.8,459.6,89.4,4.3,20.5,32.2,20.8,205.0,19.4
Ben Eisendrath,5.3,Harvard,1365,Harvard Crimson,28,1261.0,94.5,1285.2,92.8,1.6,20.5,-1.0,21.4,216.4,23.2
Kenan Parrish,2.2,Harvard,1939,Harvard Crimson,16,156.1,86.5,163.0,85.9,0.6,0.9,-5.0,0.9,9.6,1.9
Frankie Mannino,1.8,Harvard,1440,Harvard Crimson,26,326.8,96.7,329.3,91.7,5.0,16.3,14.0,16.3,164.0,16.5
Ryan Sullivan,1.3,Harvard,2802,Harvard Crimson,18,186.0,80.1,186.9,89.4,-9.3,-17.2,-18.1,-17.3,-173.4,-17.2
Luca Ace-Nasteski,1.2,Harvard,2621,Harvard Crimson,18,137.2,86.7,152.5,95.8,-9.1,-12.4,-27.1,-12.5,-131.6,-11.8
Dutch Dowdell,0.9,Harvard,2770,Harvard Crimson,10,57.8,83.1,61.0,111.4,-28.3,-16.4,-19.9,-16.4,-168.0,-16.7
Greg Cooper,0.8,Harvard,2023,Harvard Crimson,1,5.5,54.8,6.0,66.7,-11.9,-0.6,-1.0,-0.7,-6.8,-0.5
Xavier Nesbitt,0.6,Harvard,1283,Harvard Crimson,25,183.8,87.6,184.0,74.4,13.1,24.2,24.1,24.3,242.7,24.3
Joseph Quartey,0.0,Harvard,2159,Harvard Crimson,2,8.4,83.1,9.8,112.2,-29.2,-2.5,-4.0,-2.4,-26.4,-2.6
Isaac Johnson,14.1,Hawaii,295,Hawai'I Rainbow Warriors,31,1167.4,97.9,1121.1,86.0,11.9,139.2,178.7,138.9,1361.4,132.4
Harry Rouhliadeff,10.7,Hawaii,481,Hawai'I Rainbow Warriors,29,1252.6,96.4,1252.8,88.4,8.1,101.2,100.0,100.2,1002.2,100.2
Isaac Finlinson,9.2,Hawaii,2282,Hawai'I Rainbow Warriors,31,1224.9,91.0,1214.8,91.4,-0.3,-4.2,4.3,-4.9,-48.8,-5.8
Hunter Erickson,8.4,Hawaii,410,Hawai'I Rainbow Warriors,31,1662.7,94.7,1655.8,88.0,6.7,111.9,117.5,111.4,1111.7,110.6
Isaiah Kerr,6.4,Hawaii,726,Hawai'I Rainbow Warriors,30,983.5,95.4,993.0,88.6,6.8,66.4,58.5,66.9,672.0,68.0
Aaron Hunkin-Claytor,6.0,Hawaii,522,Hawai'I Rainbow Warriors,15,698.5,95.6,696.7,82.2,13.4,93.5,95.1,93.6,934.8,93.3
Yacine Toumi,4.3,Hawaii,2809,Hawai'I Rainbow Warriors,28,409.2,86.0,432.0,90.3,-4.3,-17.5,-38.2,-17.6,-180.8,-15.4
Jalen Myers,2.9,Hawaii,2574,Hawai'I Rainbow Warriors,5,62.5,89.6,63.2,107.5,-17.9,-11.2,-11.9,-11.2,-112.5,-11.2
AJ Economou,1.4,Hawaii,2552,Hawai'I Rainbow Warriors,10,88.1,87.4,92.5,99.5,-12.1,-10.6,-15.0,-10.7,-109.2,-10.6
Hunter Carter,1.0,Hawaii,2011,Hawai'I Rainbow Warriors,4,2.5,80.8,6.4,94.1,-13.3,-0.3,-4.0,-0.3,-5.3,-0.1
Rob Martin,16.0,High Point,134,High Point Panthers,32,1528.0,104.0,1490.1,90.9,13.1,199.6,234.6,200.2,1976.7,196.7
Terry Anderson,16.0,High Point,45,High Point Panthers,33,1593.6,107.1,1566.6,89.7,17.4,276.8,301.5,277.3,2749.3,274.5
Cam'Ron Fletcher,13.2,High Point,644,High Point Panthers,24,888.5,104.9,888.1,96.4,8.5,75.6,75.9,75.5,755.1,75.5
Owen Aquino,9.3,High Point,64,High Point Panthers,33,1565.7,105.3,1549.6,89.4,15.8,247.6,263.3,248.9,2476.6,247.2
Conrad Martinez,8.8,High Point,292,High Point Panthers,33,1135.2,103.3,1126.9,91.1,12.3,139.4,146.1,138.5,1379.9,137.8
Scotty Washington,8.2,High Point,199,High Point Panthers,33,1039.5,104.1,1011.5,87.6,16.5,171.5,196.0,171.5,1691.9,168.0
Braden Hausen,6.7,High Point,179,High Point Panthers,32,1081.2,103.1,1062.7,86.6,16.6,179.0,194.4,178.4,1768.7,175.9
Chase Johnston,6.4,High Point,646,High Point Panthers,31,692.6,102.5,694.1,91.6,10.9,75.4,74.1,75.5,755.8,75.6
Vincent Brady II,5.2,High Point,816,High Point Panthers,23,576.1,101.0,577.6,90.9,10.1,58.3,56.8,58.2,582.6,58.3
Caden Miller,2.8,High Point,1054,High Point Panthers,18,163.0,106.1,164.2,82.2,23.9,39.0,38.0,39.0,391.0,39.2
Josh Ibukunoluwa,2.8,High Point,2706,High Point Panthers,7,89.6,100.4,88.2,116.8,-16.4,-14.7,-13.1,-14.7,-145.8,-14.5
Babacar Diallo,2.3,High Point,1410,High Point Panthers,11,98.5,93.4,92.9,75.4,18.1,17.8,22.0,17.7,172.2,16.4
Youssouf Singare,1.3,High Point,880,High Point Panthers,28,318.1,100.3,314.5,83.6,16.7,53.0,56.1,53.1,528.2,52.5
Cruz Davis,20.1,Hofstra,741,Hofstra Pride,33,1997.5,94.3,2025.3,91.0,3.3,65.4,40.6,65.9,663.7,68.4
Preston Edmead,16.1,Hofstra,516,Hofstra Pride,33,1786.7,94.6,1800.8,89.4,5.3,94.6,80.3,92.9,932.7,94.4
German Plotnikov,9.4,Hofstra,623,Hofstra Pride,31,1587.8,95.1,1593.2,90.2,4.9,77.9,72.9,77.8,779.3,78.3
Joshua DeCady,6.2,Hofstra,527,Hofstra Pride,31,1179.7,97.6,1199.2,89.7,7.8,92.5,75.7,93.2,939.6,95.2
Silas Sunday,5.1,Hofstra,450,Hofstra Pride,33,1047.3,98.7,1072.6,88.6,10.2,106.5,83.4,105.8,1070.5,108.7
Victory Onuetu,4.7,Hofstra,1548,Hofstra Pride,33,927.1,91.4,931.1,90.1,1.2,11.5,8.4,12.1,120.8,12.4
Jaeden Roberts,4.1,Hofstra,2593,Hofstra Pride,18,224.3,98.1,225.7,103.3,-5.2,-11.6,-13.1,-11.7,-117.0,-11.7
A.J. Wills,3.2,Hofstra,1615,Hofstra Pride,15,214.0,93.0,222.1,88.7,4.3,9.2,2.0,9.2,93.7,10.1
Alex Tsynkevich,0.8,Hofstra,3015,Hofstra Pride,11,58.8,71.4,56.1,112.3,-40.9,-24.1,-21.0,-24.0,-234.9,-23.7
Tyler Boston,14.2,Holy Cross,4329,Holy Cross Crusaders,30,1533.6,92.3,1498.7,100.9,-8.6,-132.2,-96.7,-131.9,-1303.8,-131.6
Gabe Warren,12.5,Holy Cross,4088,Holy Cross Crusaders,31,1563.8,94.8,1548.0,100.8,-6.0,-93.8,-77.9,-93.8,-933.5,-93.7
Joe Nugent,11.8,Holy Cross,4069,Holy Cross Crusaders,21,973.1,92.7,959.4,102.2,-9.5,-92.0,-78.4,-92.4,-917.9,-92.1
Aiden Disu,10.8,Holy Cross,4243,Holy Cross Crusaders,28,1210.9,90.9,1212.1,100.5,-9.6,-115.7,-117.5,-116.2,-1163.0,-116.3
DeAndre Williams,7.9,Holy Cross,4130,Holy Cross Crusaders,31,1230.4,93.8,1223.4,101.8,-8.0,-98.1,-91.3,-98.4,-981.5,-98.3
Aidan Richard,5.2,Holy Cross,4010,Holy Cross Crusaders,28,1192.5,92.2,1188.1,99.3,-7.1,-84.3,-80.3,-84.7,-845.1,-84.7
Declan Ryan,4.9,Holy Cross,3494,Holy Cross Crusaders,25,527.7,91.5,522.0,100.0,-8.5,-44.8,-39.2,-44.9,-446.1,-44.9
John St. Germain III,4.5,Holy Cross,3647,Holy Cross Crusaders,30,730.4,93.1,726.6,100.5,-7.4,-53.9,-50.2,-54.0,-539.1,-54.0
Will Aljancic,3.1,Holy Cross,4040,Holy Cross Crusaders,15,261.8,78.7,268.2,112.2,-33.6,-87.8,-94.9,-87.7,-887.7,-88.5
Chuck Hare,2.2,Holy Cross,3082,Holy Cross Crusaders,20,238.1,94.9,228.1,106.1,-11.2,-26.6,-16.1,-26.7,-261.0,-26.1
Jude Haigh,1.8,Holy Cross,2556,Holy Cross Crusaders,8,66.6,87.0,65.0,103.0,-16.0,-10.7,-9.0,-10.7,-105.3,-10.6
Tim Finau,0.6,Holy Cross,1954,Holy Cross Crusaders,2,14.0,71.4,11.9,67.2,4.2,0.6,2.0,0.6,5.4,-0.1
Jaden Kirkwood,0.5,Holy Cross,2557,Holy Cross Crusaders,14,78.0,80.7,84.7,94.5,-13.7,-10.7,-17.1,-10.8,-112.2,-10.4
Elijah Brooks,12.3,Houston Baptist,3586,Houston Christian Huskies,8,365.6,93.5,364.2,107.4,-13.8,-50.5,-49.3,-50.8,-507.2,-50.7
Kylin Green,10.3,Houston Baptist,4097,Houston Christian Huskies,30,1466.1,89.8,1474.7,96.2,-6.5,-94.7,-102.1,-93.8,-941.1,-93.5
Demarco Bethea,10.0,Houston Baptist,4378,Houston Christian Huskies,30,1230.1,88.6,1220.8,100.7,-12.1,-148.4,-139.5,-148.8,-1482.8,-148.8
Demari Williams,9.7,Houston Baptist,4091,Houston Christian Huskies,27,923.7,88.8,950.7,99.0,-10.2,-94.2,-120.9,-94.2,-955.8,-93.9
Ryan Bartley,9.1,Houston Baptist,4330,Houston Christian Huskies,30,1368.1,87.6,1388.3,97.3,-9.7,-132.3,-152.4,-132.7,-1336.8,-132.2
